seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A24023,1984,  51.5806,   4.1879,   2.0058,   9.3728,   0.8124,   0.5945,   0.5499,   0.1858
A24023,1985,  55.3603,   4.5428,   2.0759,   9.2202,   0.8085,   0.6197,   0.5733,   0.1937
A24023,1986,  46.0756,   4.6729,   2.1471,   9.0676,   0.8046,   0.5027,   0.4650,   0.1571
A24023,1987,  42.3143,   3.9823,   1.9674,   8.9150,   0.8007,   0.5093,   0.4711,   0.1592
A24023,1988,  40.8130,   3.5692,   1.6109,   8.7625,   0.7968,   0.4781,   0.4422,   0.1494
A24023,1989,  52.5298,   4.5345,   2.3617,   8.6099,   0.7929,   0.6156,   0.5695,   0.1924
A24023,1990,  51.5629,   3.7596,   2.0501,   8.4573,   0.7890,   0.5794,   0.5360,   0.1811
A24023,1991,  36.7519,   3.0894,   1.4409,   8.3047,   0.7851,   0.4091,   0.3784,   0.1278
A24023,1992,  43.6727,   3.8037,   1.8014,   8.1521,   0.7812,   0.4757,   0.4400,   0.1486
A24023,1993,  49.8082,   4.1568,   1.9071,   7.9996,   0.7773,   0.5704,   0.5276,   0.1783
A24023,1994,  53.5565,   4.0545,   2.1560,   7.8470,   0.7734,   0.6048,   0.5595,   0.1890
A24023,1995,  43.6786,   3.6942,   2.0816,   7.6944,   0.7695,   0.5173,   0.4785,   0.1617
A24023,1996,  68.2982,   4.9179,   2.5714,   7.5418,   0.7656,   0.7742,   0.7161,   0.2419
A24023,1997,  46.7755,   3.5390,   1.6206,   7.3893,   0.7617,   0.5234,   0.4841,   0.1636
A24023,1998,  46.6776,   3.9332,   2.0245,   7.2367,   0.7578,   0.5843,   0.5405,   0.1826
A24023,1999,  41.8125,   3.2075,   1.6560,   7.0841,   0.7539,   0.4712,   0.4359,   0.1473
A24023,2000,  44.6307,   3.2903,   1.7406,   6.9315,   0.7500,   0.5339,   0.4939,   0.1668
A24023,2001,  41.9749,   3.2082,   1.8581,   6.7790,   0.7461,   0.5068,   0.4688,   0.1584
A24023,2002,  49.5730,   3.2617,   2.0297,   6.6264,   0.7423,   0.5955,   0.5508,   0.1861
A24023,2003,  64.1640,   3.6824,   2.4180,   6.4738,   0.7384,   0.7474,   0.6914,   0.2336
A24023,2004,  54.3285,   3.0252,   1.9912,   6.3212,   0.7345,   0.6312,   0.5838,   0.1972
A24023,2005,  46.8681,   2.2881,   1.5393,   6.1686,   0.7306,   0.5089,   0.4708,   0.1590
