seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51191,1984,  41.3093,   2.1377,   1.2320,   5.5739,   0.5797,   0.4980,   0.4607,   0.1556
B51191,1985,  42.0363,   2.1702,   1.0065,   5.5196,   0.5817,   0.4637,   0.4289,   0.1449
B51191,1986,  38.5534,   2.3969,   1.1576,   5.4654,   0.5837,   0.4151,   0.3840,   0.1297
B51191,1987,  43.6588,   2.3720,   1.2467,   5.4111,   0.5857,   0.5196,   0.4806,   0.1624
B51191,1988,  34.3123,   1.9781,   1.0032,   5.3569,   0.5878,   0.3846,   0.3557,   0.1202
B51191,1989,  48.1762,   2.3875,   1.5065,   5.3027,   0.5898,   0.5508,   0.5095,   0.1721
B51191,1990,  56.0634,   2.7160,   1.7860,   5.2484,   0.5918,   0.6339,   0.5863,   0.1981
B51191,1991,  48.3035,   2.5180,   1.2540,   5.1942,   0.5938,   0.5405,   0.4999,   0.1689
B51191,1992,  46.2754,   2.3424,   1.2271,   5.1400,   0.5958,   0.5409,   0.5003,   0.1690
B51191,1993,  41.6541,   2.2812,   1.1136,   5.0857,   0.5978,   0.4435,   0.4102,   0.1386
B51191,1994,  47.7864,   2.0109,   1.3668,   5.0315,   0.5999,   0.5444,   0.5036,   0.1701
B51191,1995,  48.1178,   2.4777,   1.6002,   4.9772,   0.6019,   0.5800,   0.5365,   0.1812
B51191,1996,  53.9540,   2.8103,   1.6886,   4.9230,   0.6039,   0.6142,   0.5681,   0.1919
B51191,1997,  43.7519,   2.3378,   1.3375,   4.8687,   0.6059,   0.5172,   0.4784,   0.1616
B51191,1998,  50.0402,   2.6023,   1.6086,   4.8145,   0.6079,   0.6564,   0.6071,   0.2051
B51191,1999,  40.2833,   2.2421,   1.2017,   4.7603,   0.6100,   0.4603,   0.4258,   0.1438
B51191,2000,  39.7059,   2.2424,   1.3276,   4.7060,   0.6120,   0.4790,   0.4430,   0.1497
B51191,2001,  40.5784,   1.8694,   1.2029,   4.6518,   0.6140,   0.4712,   0.4359,   0.1473
B51191,2002,  47.2480,   1.9784,   1.2399,   4.5975,   0.6160,   0.5099,   0.4717,   0.1594
B51191,2003,  59.1888,   2.4718,   1.6525,   4.5433,   0.6180,   0.6936,   0.6416,   0.2168
B51191,2004,  50.6312,   2.0307,   1.4051,   4.4891,   0.6200,   0.6077,   0.5621,   0.1899
B51191,2005,  38.2277,   1.7467,   1.2448,   4.4348,   0.6220,   0.4393,   0.4063,   0.1373
