seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42041,1984,  49.4838,   4.6149,   2.3639,   8.0821,   2.1667,   0.5712,   0.5283,   0.1785
B42041,1985,  40.5880,   3.4007,   1.6331,   7.9324,   2.1798,   0.4568,   0.4226,   0.1428
B42041,1986,  40.3597,   3.8679,   1.9030,   7.7827,   2.1928,   0.4502,   0.4164,   0.1407
B42041,1987,  38.9057,   3.6919,   1.8363,   7.6329,   2.2058,   0.4442,   0.4109,   0.1388
B42041,1988,  33.8851,   3.1579,   1.5236,   7.4831,   2.2189,   0.3970,   0.3673,   0.1241
B42041,1989,  45.9247,   4.2135,   2.5807,   7.3334,   2.2320,   0.5645,   0.5221,   0.1764
B42041,1990,  49.1324,   3.6975,   2.1560,   7.1837,   2.2450,   0.5458,   0.5048,   0.1706
B42041,1991,  32.3671,   3.0490,   1.6429,   7.0339,   2.2580,   0.3453,   0.3194,   0.1079
B42041,1992,  42.0540,   3.4235,   1.8668,   6.8842,   2.2711,   0.4705,   0.4352,   0.1470
B42041,1993,  52.6415,   4.4350,   2.2128,   6.7345,   2.2842,   0.5970,   0.5523,   0.1866
B42041,1994,  50.5319,   4.0152,   2.3417,   6.5847,   2.2972,   0.5469,   0.5059,   0.1709
B42041,1995,  39.9659,   2.9019,   1.6805,   6.4350,   2.3103,   0.4661,   0.4311,   0.1456
B42041,1996,  66.9685,   5.1258,   3.0265,   6.2852,   2.3233,   0.7695,   0.7118,   0.2405
B42041,1997,  40.4428,   3.0603,   1.5849,   6.1355,   2.3363,   0.4360,   0.4033,   0.1363
B42041,1998,  42.9903,   3.5229,   1.9078,   5.9857,   2.3494,   0.5295,   0.4898,   0.1655
B42041,1999,  40.5601,   3.1540,   2.2447,   5.8360,   2.3624,   0.4448,   0.4114,   0.1390
B42041,2000,  44.5358,   2.9823,   2.0253,   5.6862,   2.3755,   0.5253,   0.4859,   0.1642
B42041,2001,  29.5178,   2.2634,   1.8801,   5.5365,   2.3885,   0.3459,   0.3199,   0.1081
B42041,2002,  42.9571,   2.7627,   2.0715,   5.3867,   2.4016,   0.4916,   0.4547,   0.1536
B42041,2003,  57.3551,   3.4866,   3.1550,   5.2370,   2.4146,   0.6889,   0.6372,   0.2153
B42041,2004,  58.2130,   3.0000,   2.8030,   5.0873,   2.4277,   0.6901,   0.6384,   0.2157
B42041,2005,  44.9870,   2.2897,   2.1523,   4.9375,   2.4407,   0.4972,   0.4599,   0.1554
