seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51001,1984,   1,   4.1058,   0.2227,   0.0805,   0.5668,   0.0569,   0.0372,   0.0344,   0.0116
A51001,1984,   2,   3.9641,   0.1269,   0.0547,   0.4608,   0.0712,   0.0359,   0.0332,   0.0112
A51001,1984,   3,   7.4560,   0.4562,   0.1869,   0.5608,   0.1260,   0.0676,   0.0625,   0.0211
A51001,1984,   4,   4.7830,   0.2078,   0.1251,   0.4989,   0.2017,   0.0867,   0.0802,   0.0271
A51001,1984,   5,   5.3930,   0.3422,   0.2487,   0.5519,   0.1858,   0.0978,   0.0904,   0.0306
A51001,1984,   6,   2.6335,   0.1593,   0.1218,   0.4856,   0.2427,   0.0477,   0.0442,   0.0149
A51001,1984,   7,   5.4972,   0.4011,   0.1467,   0.5235,   0.2877,   0.0498,   0.0461,   0.0156
A51001,1984,   8,   2.1606,   0.2159,   0.0795,   0.6184,   0.1841,   0.0196,   0.0181,   0.0061
A51001,1984,   9,   1.5522,   0.1128,   0.0626,   0.4801,   0.1695,   0.0141,   0.0130,   0.0044
A51001,1984,  10,   1.4783,   0.0674,   0.0336,   0.5950,   0.1323,   0.0134,   0.0124,   0.0042
A51001,1984,  11,   2.5433,   0.1226,   0.0545,   0.5092,   0.1133,   0.0231,   0.0213,   0.0072
A51001,1984,  12,   2.1066,   0.1007,   0.0366,   0.5412,   0.0219,   0.0191,   0.0177,   0.0060
A51001,1985,   1,   3.5693,   0.1797,   0.0650,   0.5586,   0.0570,   0.0324,   0.0299,   0.0101
A51001,1985,   2,   3.3411,   0.1241,   0.0334,   0.4541,   0.0713,   0.0303,   0.0280,   0.0095
A51001,1985,   3,   3.0724,   0.2136,   0.0953,   0.5527,   0.1262,   0.0278,   0.0258,   0.0087
A51001,1985,   4,   0.4536,   0.0366,   0.0313,   0.4916,   0.2021,   0.0082,   0.0076,   0.0026
A51001,1985,   5,   3.4685,   0.2330,   0.1471,   0.5439,   0.1862,   0.0629,   0.0582,   0.0197
A51001,1985,   6,   4.2259,   0.3830,   0.2521,   0.4786,   0.2432,   0.0766,   0.0709,   0.0239
A51001,1985,   7,   2.9795,   0.2652,   0.1098,   0.5159,   0.2883,   0.0270,   0.0250,   0.0084
A51001,1985,   8,   6.5249,   0.4396,   0.1513,   0.6094,   0.1845,   0.0591,   0.0547,   0.0185
A51001,1985,   9,   6.0960,   0.1862,   0.0701,   0.4731,   0.1698,   0.0553,   0.0511,   0.0173
A51001,1985,  10,   3.8913,   0.2341,   0.1025,   0.5864,   0.1326,   0.0353,   0.0326,   0.0110
A51001,1985,  11,   4.9751,   0.2347,   0.1202,   0.5018,   0.1135,   0.0451,   0.0417,   0.0141
A51001,1985,  12,   1.0999,   0.0652,   0.0218,   0.5333,   0.0219,   0.0100,   0.0092,   0.0031
