seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A42065,1984,   1,   2.0112,   0.2455,   0.0775,   0.6357,   0.0201,   0.0182,   0.0169,   0.0057
A42065,1984,   2,   3.2485,   0.2583,   0.1044,   0.5834,   0.0283,   0.0294,   0.0272,   0.0092
A42065,1984,   3,   3.3980,   0.4073,   0.1862,   0.5867,   0.0533,   0.0308,   0.0285,   0.0096
A42065,1984,   4,   3.9747,   0.4701,   0.2922,   0.5611,   0.0532,   0.0721,   0.0667,   0.0225
A42065,1984,   5,   5.8060,   0.6277,   0.4001,   0.6228,   0.0537,   0.1053,   0.0974,   0.0329
A42065,1984,   6,   5.5195,   0.5529,   0.3923,   0.8635,   0.0955,   0.1001,   0.0926,   0.0313
A42065,1984,   7,   4.2529,   0.4353,   0.2026,   0.7867,   0.0909,   0.0386,   0.0357,   0.0120
A42065,1984,   8,   6.9255,   0.6529,   0.2751,   0.7310,   0.0589,   0.0628,   0.0581,   0.0196
A42065,1984,   9,   1.1556,   0.1116,   0.0537,   0.5944,   0.0451,   0.0105,   0.0097,   0.0033
A42065,1984,  10,   2.7535,   0.3040,   0.1327,   0.5794,   0.0379,   0.0250,   0.0231,   0.0078
A42065,1984,  11,   3.6478,   0.2234,   0.0887,   0.5789,   0.0489,   0.0331,   0.0306,   0.0103
A42065,1984,  12,   4.5132,   0.3817,   0.1250,   0.5288,   0.0173,   0.0409,   0.0378,   0.0128
A42065,1985,   1,   2.2369,   0.2860,   0.1043,   0.6263,   0.0200,   0.0203,   0.0188,   0.0063
A42065,1985,   2,   2.1653,   0.2043,   0.0627,   0.5747,   0.0281,   0.0196,   0.0182,   0.0061
A42065,1985,   3,   6.4284,   0.5371,   0.2302,   0.5780,   0.0530,   0.0583,   0.0539,   0.0182
A42065,1985,   4,   2.0528,   0.1894,   0.1354,   0.5527,   0.0529,   0.0372,   0.0344,   0.0116
A42065,1985,   5,   5.0187,   0.5290,   0.3710,   0.6136,   0.0534,   0.0910,   0.0842,   0.0284
A42065,1985,   6,   2.7903,   0.2937,   0.1873,   0.8507,   0.0951,   0.0506,   0.0468,   0.0158
A42065,1985,   7,   3.4535,   0.3742,   0.1830,   0.7750,   0.0905,   0.0313,   0.0290,   0.0098
A42065,1985,   8,   3.7801,   0.4781,   0.2326,   0.7202,   0.0586,   0.0343,   0.0317,   0.0107
A42065,1985,   9,   2.6203,   0.2618,   0.1471,   0.5856,   0.0449,   0.0238,   0.0220,   0.0074
A42065,1985,  10,   2.2257,   0.2278,   0.1177,   0.5708,   0.0377,   0.0202,   0.0187,   0.0063
A42065,1985,  11,   8.9806,   0.4789,   0.1496,   0.5704,   0.0486,   0.0814,   0.0753,   0.0254
A42065,1985,  12,   2.8978,   0.2791,   0.0788,   0.5209,   0.0172,   0.0263,   0.0243,   0.0082
A42065,1986,   1,   2.7564,   0.2335,   0.0824,   0.6168,   0.0199,   0.0250,   0.0231,   0.0078
A42065,1986,   2,   4.3266,   0.3622,   0.1076,   0.5661,   0.0280,   0.0392,   0.0363,   0.0123
A42065,1986,   3,   2.6983,   0.2992,   0.1367,   0.5693,   0.0528,   0.0245,   0.0226,   0.0076
A42065,1986,   4,   2.9233,   0.4233,   0.2803,   0.5444,   0.0527,   0.0530,   0.0490,   0.0166
A42065,1986,   5,   2.4583,   0.3345,   0.2142,   0.6044,   0.0532,   0.0446,   0.0412,   0.0139
A42065,1986,   6,   6.2968,   0.5937,   0.3849,   0.8379,   0.0946,   0.1142,   0.1056,   0.0357
A42065,1986,   7,   5.6926,   0.5641,   0.2837,   0.7634,   0.0900,   0.0516,   0.0477,   0.0161
