seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A42021,1984,  47.3169,   4.9128,   2.3904,   9.4415,   0.7765,   0.5522,   0.5108,   0.1726
A42021,1985,  45.7022,   3.8713,   1.7949,   9.3092,   0.7752,   0.5214,   0.4823,   0.1629
A42021,1986,  45.5984,   4.3186,   1.9394,   9.1768,   0.7738,   0.5099,   0.4717,   0.1594
A42021,1987,  41.9405,   4.2725,   2.0025,   9.0444,   0.7725,   0.4972,   0.4599,   0.1554
A42021,1988,  39.3267,   3.4836,   1.5391,   8.9120,   0.7711,   0.4329,   0.4004,   0.1353
A42021,1989,  47.3612,   4.4285,   2.4804,   8.7796,   0.7698,   0.5707,   0.5279,   0.1783
A42021,1990,  52.0718,   4.2612,   2.2392,   8.6472,   0.7684,   0.5978,   0.5530,   0.1868
A42021,1991,  37.0740,   3.5879,   1.8172,   8.5149,   0.7671,   0.4126,   0.3817,   0.1290
A42021,1992,  39.6185,   3.5325,   1.7743,   8.3825,   0.7658,   0.4288,   0.3967,   0.1340
A42021,1993,  52.3121,   4.6493,   2.1604,   8.2501,   0.7644,   0.6070,   0.5615,   0.1897
A42021,1994,  47.8816,   4.0278,   1.9995,   8.1177,   0.7631,   0.5268,   0.4873,   0.1646
A42021,1995,  38.4020,   3.1608,   1.6413,   7.9853,   0.7617,   0.4546,   0.4205,   0.1421
A42021,1996,  58.8629,   4.6645,   2.5802,   7.8530,   0.7604,   0.6431,   0.5949,   0.2010
A42021,1997,  47.6789,   3.5286,   1.6826,   7.7206,   0.7590,   0.5310,   0.4912,   0.1659
A42021,1998,  41.1735,   3.9811,   1.9648,   7.5882,   0.7577,   0.5174,   0.4786,   0.1617
A42021,1999,  40.8291,   3.3759,   1.8463,   7.4558,   0.7564,   0.4644,   0.4295,   0.1451
A42021,2000,  40.9506,   3.5182,   1.9044,   7.3234,   0.7550,   0.4937,   0.4567,   0.1543
A42021,2001,  35.2667,   3.0140,   1.8878,   7.1911,   0.7537,   0.4139,   0.3828,   0.1293
A42021,2002,  44.5697,   3.4720,   2.1867,   7.0587,   0.7523,   0.5544,   0.5128,   0.1732
A42021,2003,  55.4698,   3.5556,   2.4211,   6.9263,   0.7510,   0.6354,   0.5878,   0.1986
A42021,2004,  58.5142,   3.3384,   2.2193,   6.7939,   0.7497,   0.6845,   0.6332,   0.2139
A42021,2005,  43.1197,   2.5087,   1.6390,   6.6615,   0.7483,   0.4520,   0.4181,   0.1413
