seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51071,1984,  37.9948,   2.0481,   1.4060,   6.8249,   0.4834,   0.4556,   0.4215,   0.1424
B51071,1985,  34.7804,   2.2624,   1.0709,   6.7153,   0.4827,   0.3902,   0.3610,   0.1219
B51071,1986,  35.8513,   2.9109,   1.4884,   6.6056,   0.4820,   0.3950,   0.3654,   0.1234
B51071,1987,  35.9644,   2.0567,   1.1348,   6.4959,   0.4813,   0.4273,   0.3953,   0.1335
B51071,1988,  27.6889,   1.8490,   1.0158,   6.3862,   0.4806,   0.3192,   0.2952,   0.0997
B51071,1989,  47.0394,   2.9559,   1.9267,   6.2765,   0.4799,   0.5521,   0.5107,   0.1725
B51071,1990,  41.2026,   2.0804,   1.6238,   6.1668,   0.4792,   0.4550,   0.4208,   0.1422
B51071,1991,  34.9025,   1.8612,   1.0696,   6.0572,   0.4785,   0.3991,   0.3692,   0.1247
B51071,1992,  39.9304,   2.3693,   1.2725,   5.9475,   0.4778,   0.4935,   0.4565,   0.1542
B51071,1993,  40.5543,   2.4693,   1.3054,   5.8378,   0.4771,   0.4501,   0.4163,   0.1407
B51071,1994,  37.5617,   2.0926,   1.5945,   5.7281,   0.4764,   0.4265,   0.3945,   0.1333
B51071,1995,  39.9597,   2.2102,   1.4121,   5.6184,   0.4757,   0.4909,   0.4540,   0.1534
B51071,1996,  45.0832,   2.5286,   1.6065,   5.5087,   0.4750,   0.5010,   0.4634,   0.1566
B51071,1997,  29.7473,   1.8991,   1.0842,   5.3990,   0.4743,   0.3409,   0.3153,   0.1065
B51071,1998,  38.9335,   2.0381,   1.4508,   5.2893,   0.4736,   0.4864,   0.4499,   0.1520
B51071,1999,  35.4175,   1.9178,   1.1603,   5.1797,   0.4729,   0.3972,   0.3674,   0.1241
B51071,2000,  33.1469,   1.9322,   1.5304,   5.0700,   0.4722,   0.4003,   0.3703,   0.1251
B51071,2001,  36.1013,   1.9189,   1.4253,   4.9603,   0.4715,   0.4499,   0.4162,   0.1406
B51071,2002,  41.8744,   1.7841,   1.2804,   4.8506,   0.4708,   0.4732,   0.4378,   0.1479
B51071,2003,  54.6871,   2.2061,   1.8490,   4.7409,   0.4701,   0.6602,   0.6107,   0.2063
B51071,2004,  46.1023,   1.6869,   1.2506,   4.6312,   0.4694,   0.5507,   0.5094,   0.1721
B51071,2005,  33.5824,   1.7159,   1.2886,   4.5215,   0.4687,   0.3763,   0.3480,   0.1176
