seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51720,1984,  48.4612,   3.1684,   1.9447,   6.4292,   0.4093,   0.5742,   0.5311,   0.1794
A51720,1985,  41.2264,   2.6575,   1.2274,   6.3812,   0.4115,   0.4752,   0.4395,   0.1485
A51720,1986,  42.2534,   2.5648,   1.2085,   6.3331,   0.4137,   0.4481,   0.4145,   0.1400
A51720,1987,  44.6898,   2.7506,   1.4573,   6.2851,   0.4159,   0.5248,   0.4855,   0.1640
A51720,1988,  37.6538,   2.0841,   1.1762,   6.2370,   0.4181,   0.4231,   0.3914,   0.1322
A51720,1989,  57.5440,   3.1411,   2.0023,   6.1890,   0.4203,   0.6767,   0.6260,   0.2115
A51720,1990,  51.5778,   2.7887,   1.8336,   6.1409,   0.4226,   0.6006,   0.5555,   0.1877
A51720,1991,  51.2713,   2.7923,   1.3563,   6.0928,   0.4248,   0.5536,   0.5121,   0.1730
A51720,1992,  43.3237,   2.6384,   1.3941,   6.0448,   0.4270,   0.4913,   0.4545,   0.1535
A51720,1993,  51.1837,   3.0207,   1.4819,   5.9967,   0.4292,   0.5701,   0.5273,   0.1781
A51720,1994,  56.4460,   2.5876,   1.6764,   5.9486,   0.4314,   0.6422,   0.5940,   0.2007
A51720,1995,  49.2586,   2.8207,   1.9384,   5.9006,   0.4336,   0.5750,   0.5319,   0.1797
A51720,1996,  53.7261,   2.9450,   1.7939,   5.8525,   0.4359,   0.5962,   0.5515,   0.1863
A51720,1997,  45.7029,   3.0758,   1.6961,   5.8045,   0.4381,   0.5305,   0.4907,   0.1658
A51720,1998,  50.0569,   3.0950,   2.1173,   5.7564,   0.4403,   0.6328,   0.5853,   0.1977
A51720,1999,  32.4291,   2.1324,   1.2221,   5.7084,   0.4425,   0.3625,   0.3353,   0.1133
A51720,2000,  40.8688,   2.8553,   1.6802,   5.6603,   0.4447,   0.4822,   0.4461,   0.1507
A51720,2001,  45.8633,   2.3041,   1.4402,   5.6122,   0.4470,   0.5367,   0.4964,   0.1677
A51720,2002,  54.1039,   2.8799,   1.9077,   5.5642,   0.4492,   0.5933,   0.5488,   0.1854
A51720,2003,  59.1936,   2.9070,   2.0286,   5.5161,   0.4514,   0.7184,   0.6645,   0.2245
A51720,2004,  58.8741,   2.3358,   1.6872,   5.4681,   0.4536,   0.7021,   0.6494,   0.2194
A51720,2005,  40.2126,   2.0344,   1.5062,   5.4200,   0.4558,   0.4638,   0.4290,   0.1449
