seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A42069,1984,  44.3942,   4.1400,   2.7108,   8.1922,   0.9640,   0.5606,   0.5186,   0.1752
A42069,1985,  45.8837,   4.0989,   2.6037,   8.0278,   0.9567,   0.5270,   0.4875,   0.1647
A42069,1986,  49.9851,   5.1249,   3.0325,   7.8636,   0.9494,   0.5936,   0.5490,   0.1855
A42069,1987,  44.9293,   4.1557,   2.3554,   7.6992,   0.9422,   0.5150,   0.4764,   0.1609
A42069,1988,  36.5375,   3.4771,   2.0170,   7.5349,   0.9349,   0.4086,   0.3780,   0.1277
A42069,1989,  46.5173,   4.0830,   2.5917,   7.3706,   0.9276,   0.5946,   0.5500,   0.1858
A42069,1990,  50.6256,   4.3564,   3.0079,   7.2063,   0.9203,   0.5793,   0.5359,   0.1810
A42069,1991,  35.3595,   3.2666,   2.0951,   7.0420,   0.9130,   0.3981,   0.3682,   0.1244
A42069,1992,  38.5244,   3.3773,   2.2189,   6.8777,   0.9058,   0.4440,   0.4107,   0.1388
A42069,1993,  43.9751,   3.6912,   2.2089,   6.7134,   0.8985,   0.5028,   0.4651,   0.1571
A42069,1994,  48.7908,   4.0607,   2.9254,   6.5491,   0.8912,   0.5556,   0.5140,   0.1736
A42069,1995,  35.0421,   2.6989,   1.9837,   6.3847,   0.8839,   0.3797,   0.3512,   0.1187
A42069,1996,  56.5972,   4.4619,   3.3030,   6.2204,   0.8767,   0.6372,   0.5894,   0.1991
A42069,1997,  34.3485,   3.0217,   1.8683,   6.0561,   0.8694,   0.3820,   0.3534,   0.1194
A42069,1998,  40.4917,   3.2295,   2.4321,   5.8918,   0.8621,   0.5072,   0.4692,   0.1585
A42069,1999,  40.7509,   2.8352,   1.9021,   5.7275,   0.8548,   0.4433,   0.4101,   0.1385
A42069,2000,  43.6849,   3.6584,   2.4893,   5.5632,   0.8475,   0.5356,   0.4955,   0.1674
A42069,2001,  35.8740,   2.6768,   1.9772,   5.3989,   0.8403,   0.4113,   0.3804,   0.1285
A42069,2002,  53.3209,   3.2177,   2.5703,   5.2346,   0.8330,   0.6301,   0.5828,   0.1969
A42069,2003,  57.2587,   3.2190,   2.8792,   5.0703,   0.8257,   0.6525,   0.6036,   0.2039
A42069,2004,  52.3144,   3.1597,   2.9175,   4.9059,   0.8184,   0.5970,   0.5523,   0.1866
A42069,2005,  47.1110,   2.2231,   1.9873,   4.7416,   0.8112,   0.5125,   0.4741,   0.1602
