seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51167,1984,  45.5414,   2.9131,   1.5979,   6.4080,   0.4365,   0.5561,   0.5144,   0.1738
B51167,1985,  40.3012,   2.6450,   1.1097,   6.3387,   0.4375,   0.4518,   0.4179,   0.1412
B51167,1986,  42.5255,   3.0249,   1.4214,   6.2694,   0.4385,   0.4600,   0.4255,   0.1438
B51167,1987,  44.9754,   2.9381,   1.4669,   6.2001,   0.4395,   0.5465,   0.5055,   0.1708
B51167,1988,  33.0933,   2.0798,   1.0000,   6.1308,   0.4406,   0.3677,   0.3401,   0.1149
B51167,1989,  55.9468,   3.2648,   1.8952,   6.0615,   0.4416,   0.6677,   0.6176,   0.2087
B51167,1990,  48.0742,   2.6808,   1.6137,   5.9922,   0.4426,   0.5553,   0.5136,   0.1735
B51167,1991,  49.5119,   2.9626,   1.3514,   5.9229,   0.4436,   0.5465,   0.5055,   0.1708
B51167,1992,  40.4570,   2.5827,   1.2792,   5.8536,   0.4446,   0.4605,   0.4259,   0.1439
B51167,1993,  46.3014,   3.0512,   1.4220,   5.7843,   0.4456,   0.5047,   0.4668,   0.1577
B51167,1994,  53.0658,   2.7064,   1.6783,   5.7150,   0.4467,   0.5962,   0.5514,   0.1863
B51167,1995,  46.6675,   2.9531,   1.7835,   5.6457,   0.4477,   0.5655,   0.5231,   0.1767
B51167,1996,  57.6790,   3.4115,   1.9144,   5.5764,   0.4487,   0.6569,   0.6076,   0.2053
B51167,1997,  40.3499,   2.6822,   1.4166,   5.5071,   0.4497,   0.4713,   0.4359,   0.1473
B51167,1998,  50.8498,   3.2154,   1.9414,   5.4378,   0.4507,   0.6535,   0.6045,   0.2042
B51167,1999,  37.7683,   2.4007,   1.2564,   5.3685,   0.4518,   0.4228,   0.3911,   0.1321
B51167,2000,  42.9752,   2.8773,   1.5594,   5.2992,   0.4528,   0.5025,   0.4648,   0.1570
B51167,2001,  43.4545,   2.3676,   1.4042,   5.2299,   0.4538,   0.5190,   0.4801,   0.1622
B51167,2002,  52.7935,   2.6956,   1.6880,   5.1606,   0.4548,   0.6056,   0.5602,   0.1892
B51167,2003,  59.8184,   2.9110,   1.8506,   5.0913,   0.4558,   0.7114,   0.6580,   0.2223
B51167,2004,  54.9351,   2.2779,   1.5036,   5.0220,   0.4568,   0.6685,   0.6184,   0.2089
B51167,2005,  37.8052,   1.9786,   1.3679,   4.9527,   0.4579,   0.4320,   0.3996,   0.1350
