seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42009,1984,  43.7443,   4.3178,   2.0796,   7.4779,   0.8555,   0.5057,   0.4678,   0.1580
B42009,1985,  41.7258,   3.4911,   1.5976,   7.3746,   0.8548,   0.4605,   0.4260,   0.1439
B42009,1986,  34.7674,   3.5311,   1.6114,   7.2713,   0.8542,   0.3848,   0.3559,   0.1202
B42009,1987,  35.3966,   3.3716,   1.6133,   7.1679,   0.8536,   0.4277,   0.3956,   0.1336
B42009,1988,  34.2214,   3.0640,   1.4221,   7.0646,   0.8530,   0.4019,   0.3718,   0.1256
B42009,1989,  47.2724,   4.3258,   2.3784,   6.9613,   0.8524,   0.5615,   0.5194,   0.1755
B42009,1990,  43.6790,   3.2951,   1.7733,   6.8579,   0.8518,   0.4821,   0.4459,   0.1507
B42009,1991,  27.5206,   2.5576,   1.2681,   6.7546,   0.8511,   0.3017,   0.2791,   0.0943
B42009,1992,  35.6427,   2.9960,   1.5134,   6.6513,   0.8505,   0.3858,   0.3569,   0.1206
B42009,1993,  45.7084,   3.6920,   1.7687,   6.5479,   0.8499,   0.5386,   0.4982,   0.1683
B42009,1994,  42.5138,   3.4669,   1.7730,   6.4446,   0.8493,   0.4577,   0.4234,   0.1430
B42009,1995,  36.3872,   2.8749,   1.5429,   6.3413,   0.8487,   0.4387,   0.4058,   0.1371
B42009,1996,  57.9382,   4.5262,   2.5486,   6.2379,   0.8480,   0.6520,   0.6031,   0.2037
B42009,1997,  40.3355,   2.8940,   1.3663,   6.1346,   0.8474,   0.4450,   0.4117,   0.1391
B42009,1998,  38.1742,   3.4736,   1.8014,   6.0313,   0.8468,   0.4957,   0.4585,   0.1549
B42009,1999,  39.0105,   3.2430,   1.8204,   5.9279,   0.8462,   0.4408,   0.4078,   0.1378
B42009,2000,  38.3694,   3.2466,   1.7746,   5.8246,   0.8456,   0.4773,   0.4415,   0.1492
B42009,2001,  29.6635,   2.5304,   1.5974,   5.7213,   0.8450,   0.3660,   0.3385,   0.1144
B42009,2002,  40.2072,   3.1096,   1.9047,   5.6179,   0.8443,   0.4845,   0.4481,   0.1514
B42009,2003,  53.3854,   3.2450,   2.2832,   5.5146,   0.8437,   0.6335,   0.5860,   0.1980
B42009,2004,  50.9850,   3.0329,   2.1101,   5.4113,   0.8431,   0.5891,   0.5450,   0.1841
B42009,2005,  35.0784,   1.8744,   1.2709,   5.3079,   0.8425,   0.3741,   0.3460,   0.1169
