seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51061,1984,  47.8929,   3.1054,   1.4229,   7.9397,   1.0520,   0.5305,   0.4907,   0.1658
A51061,1985,  36.6172,   2.6559,   1.1493,   7.8104,   1.0536,   0.3986,   0.3687,   0.1246
A51061,1986,  34.4779,   3.1610,   1.4481,   7.6811,   1.0551,   0.3725,   0.3445,   0.1164
A51061,1987,  41.5204,   3.1449,   1.4566,   7.5518,   1.0567,   0.4933,   0.4563,   0.1542
A51061,1988,  33.9191,   2.6858,   1.2628,   7.4225,   1.0582,   0.4093,   0.3786,   0.1279
A51061,1989,  45.3448,   3.0795,   2.0854,   7.2932,   1.0598,   0.5751,   0.5320,   0.1797
A51061,1990,  46.3319,   2.7349,   1.7533,   7.1639,   1.0613,   0.5259,   0.4864,   0.1643
A51061,1991,  31.4604,   2.0607,   1.2014,   7.0346,   1.0629,   0.3402,   0.3147,   0.1063
A51061,1992,  45.2320,   2.4429,   1.3741,   6.9053,   1.0644,   0.5049,   0.4670,   0.1578
A51061,1993,  45.0600,   2.7927,   1.6535,   6.7760,   1.0660,   0.5118,   0.4734,   0.1599
A51061,1994,  47.1391,   2.8664,   1.7921,   6.6467,   1.0675,   0.5033,   0.4655,   0.1573
A51061,1995,  42.2560,   2.7830,   1.6480,   6.5174,   1.0691,   0.4986,   0.4612,   0.1558
A51061,1996,  57.8770,   3.7008,   1.9864,   6.3881,   1.0706,   0.6467,   0.5982,   0.2021
A51061,1997,  38.8996,   2.5572,   1.4515,   6.2588,   1.0722,   0.4207,   0.3891,   0.1315
A51061,1998,  43.4710,   2.6253,   1.6023,   6.1295,   1.0737,   0.5301,   0.4903,   0.1657
A51061,1999,  41.5918,   2.3511,   1.3948,   6.0002,   1.0753,   0.4316,   0.3992,   0.1349
A51061,2000,  38.2538,   2.1788,   1.3077,   5.8709,   1.0768,   0.4656,   0.4307,   0.1455
A51061,2001,  34.7283,   2.0669,   1.4823,   5.7416,   1.0784,   0.3995,   0.3696,   0.1249
A51061,2002,  39.1522,   2.3043,   1.6788,   5.6123,   1.0799,   0.4602,   0.4257,   0.1438
A51061,2003,  62.9619,   2.6090,   2.0636,   5.4830,   1.0815,   0.7305,   0.6757,   0.2283
A51061,2004,  45.3968,   2.1138,   1.6819,   5.3537,   1.0830,   0.5460,   0.5051,   0.1706
A51061,2005,  43.5480,   1.9202,   1.5424,   5.2244,   1.0846,   0.4994,   0.4620,   0.1561
