seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51640,1984,  40.8663,   2.1474,   1.6116,   6.2162,   1.0162,   0.4889,   0.4522,   0.1528
A51640,1985,  40.4947,   2.1457,   1.2968,   6.1565,   1.0193,   0.4408,   0.4078,   0.1378
A51640,1986,  35.7909,   2.3836,   1.5340,   6.0967,   1.0223,   0.3833,   0.3545,   0.1198
A51640,1987,  48.2852,   2.3189,   1.4658,   6.0369,   1.0253,   0.5636,   0.5213,   0.1761
A51640,1988,  30.7974,   1.9194,   1.2162,   5.9771,   1.0283,   0.3589,   0.3320,   0.1122
A51640,1989,  59.2325,   2.9913,   2.2568,   5.9174,   1.0314,   0.6794,   0.6284,   0.2123
A51640,1990,  44.2666,   1.9872,   1.7495,   5.8576,   1.0344,   0.4760,   0.4403,   0.1487
A51640,1991,  38.7206,   1.9694,   1.3314,   5.7978,   1.0374,   0.4492,   0.4155,   0.1404
A51640,1992,  48.4632,   2.3683,   1.6699,   5.7381,   1.0405,   0.5905,   0.5462,   0.1845
A51640,1993,  48.9907,   2.6759,   1.6985,   5.6783,   1.0435,   0.5307,   0.4909,   0.1659
A51640,1994,  43.6993,   2.0985,   1.7980,   5.6186,   1.0465,   0.4721,   0.4367,   0.1475
A51640,1995,  43.5610,   2.3991,   1.8921,   5.5588,   1.0496,   0.5068,   0.4688,   0.1584
A51640,1996,  55.8375,   3.0022,   2.2519,   5.4990,   1.0526,   0.6274,   0.5803,   0.1961
A51640,1997,  34.5817,   2.0526,   1.4140,   5.4393,   1.0556,   0.4130,   0.3820,   0.1291
A51640,1998,  48.1426,   2.3826,   1.8362,   5.3795,   1.0587,   0.5757,   0.5325,   0.1799
A51640,1999,  39.3613,   2.1533,   1.5635,   5.3197,   1.0617,   0.4414,   0.4083,   0.1379
A51640,2000,  36.0755,   2.1475,   1.6422,   5.2600,   1.0647,   0.4466,   0.4131,   0.1396
A51640,2001,  37.8460,   1.8885,   1.6121,   5.2002,   1.0678,   0.4692,   0.4340,   0.1466
A51640,2002,  43.9443,   1.8969,   1.4767,   5.1404,   1.0708,   0.4771,   0.4413,   0.1491
A51640,2003,  60.4418,   2.5631,   2.2835,   5.0807,   1.0738,   0.7140,   0.6605,   0.2231
A51640,2004,  51.2641,   1.9098,   1.7267,   5.0209,   1.0769,   0.5857,   0.5418,   0.1830
A51640,2005,  41.7495,   1.8375,   1.5929,   4.9611,   1.0799,   0.4693,   0.4341,   0.1467
