seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A37001,1984,  48.0017,   2.3534,   1.3720,   5.9158,   1.1994,   0.5352,   0.4951,   0.1673
A37001,1985,  47.5445,   2.2197,   1.1316,   5.8559,   1.2129,   0.5049,   0.4670,   0.1578
A37001,1986,  34.6957,   2.4435,   1.5120,   5.7961,   1.2265,   0.3587,   0.3318,   0.1121
A37001,1987,  44.4786,   2.2582,   1.3214,   5.7363,   1.2400,   0.4871,   0.4506,   0.1522
A37001,1988,  36.5857,   2.3035,   1.3410,   5.6765,   1.2536,   0.4156,   0.3844,   0.1299
A37001,1989,  54.3364,   3.2896,   2.5601,   5.6166,   1.2671,   0.6289,   0.5817,   0.1965
A37001,1990,  45.6359,   2.2239,   1.9045,   5.5568,   1.2807,   0.5242,   0.4849,   0.1638
A37001,1991,  39.9293,   2.1992,   1.5519,   5.4970,   1.2942,   0.4337,   0.4012,   0.1355
A37001,1992,  45.6406,   2.1832,   1.5371,   5.4372,   1.3078,   0.5118,   0.4734,   0.1599
A37001,1993,  49.0537,   2.3783,   1.6345,   5.3774,   1.3213,   0.5338,   0.4938,   0.1668
A37001,1994,  43.9520,   2.2439,   1.7852,   5.3175,   1.3349,   0.4718,   0.4364,   0.1474
A37001,1995,  55.4107,   2.6196,   1.9770,   5.2577,   1.3484,   0.6663,   0.6164,   0.2082
A37001,1996,  53.7030,   2.7247,   2.2649,   5.1979,   1.3620,   0.5916,   0.5472,   0.1849
A37001,1997,  43.4435,   2.3023,   1.7355,   5.1381,   1.3755,   0.5049,   0.4670,   0.1578
A37001,1998,  52.9676,   2.5117,   1.7358,   5.0782,   1.3891,   0.5808,   0.5373,   0.1815
A37001,1999,  49.4468,   2.2127,   1.6480,   5.0184,   1.4026,   0.5213,   0.4822,   0.1629
A37001,2000,  45.1101,   2.7160,   1.9117,   4.9586,   1.4162,   0.5503,   0.5090,   0.1720
A37001,2001,  36.4640,   1.9472,   1.6227,   4.8988,   1.4297,   0.4212,   0.3896,   0.1316
A37001,2002,  46.9027,   2.0548,   1.4210,   4.8390,   1.4433,   0.4792,   0.4433,   0.1498
A37001,2003,  65.3684,   2.7371,   2.4964,   4.7792,   1.4568,   0.7953,   0.7357,   0.2485
A37001,2004,  48.4225,   2.1053,   2.0577,   4.7193,   1.4704,   0.5359,   0.4957,   0.1675
A37001,2005,  36.6713,   1.5889,   1.4790,   4.6595,   1.4839,   0.3952,   0.3655,   0.1235
