seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51510,1984,  41.8004,   2.9879,   2.4774,  11.2724,   1.6178,   0.4750,   0.4393,   0.1484
A51510,1985,  37.3979,   2.6580,   2.1279,  11.0606,   1.6089,   0.4148,   0.3837,   0.1296
A51510,1986,  37.6009,   3.1717,   2.4927,  10.8487,   1.6000,   0.3920,   0.3626,   0.1225
A51510,1987,  38.4548,   2.9045,   2.4258,  10.6369,   1.5911,   0.4399,   0.4069,   0.1375
A51510,1988,  34.4005,   2.6059,   2.0863,  10.4250,   1.5821,   0.3892,   0.3600,   0.1216
A51510,1989,  51.0134,   3.6989,   3.7478,  10.2131,   1.5732,   0.6304,   0.5831,   0.1970
A51510,1990,  47.2580,   3.0892,   3.1360,  10.0013,   1.5643,   0.5482,   0.5071,   0.1713
A51510,1991,  34.6293,   2.5469,   2.4857,   9.7894,   1.5554,   0.3605,   0.3335,   0.1127
A51510,1992,  41.9114,   2.8503,   2.6093,   9.5775,   1.5465,   0.4595,   0.4250,   0.1436
A51510,1993,  47.7227,   3.4651,   3.2814,   9.3657,   1.5375,   0.5286,   0.4890,   0.1652
A51510,1994,  43.2263,   3.1265,   3.1024,   9.1538,   1.5286,   0.4586,   0.4242,   0.1433
A51510,1995,  39.8535,   2.5112,   2.6797,   8.9419,   1.5197,   0.4530,   0.4190,   0.1416
A51510,1996,  56.5308,   3.4403,   3.2258,   8.7301,   1.5108,   0.6293,   0.5821,   0.1967
A51510,1997,  38.2668,   2.5573,   2.3024,   8.5183,   1.5018,   0.4352,   0.4026,   0.1360
A51510,1998,  40.5123,   2.6991,   2.3774,   8.3064,   1.4929,   0.4886,   0.4519,   0.1527
A51510,1999,  44.1918,   2.1906,   2.0481,   8.0945,   1.4840,   0.4576,   0.4233,   0.1430
A51510,2000,  39.6025,   2.2240,   2.0292,   7.8827,   1.4751,   0.4722,   0.4368,   0.1476
A51510,2001,  39.3006,   2.2779,   2.8699,   7.6708,   1.4661,   0.4658,   0.4308,   0.1456
A51510,2002,  38.2175,   1.9681,   2.2513,   7.4589,   1.4572,   0.4410,   0.4079,   0.1378
A51510,2003,  65.6710,   2.8268,   3.8319,   7.2471,   1.4483,   0.7627,   0.7055,   0.2383
A51510,2004,  43.2495,   2.3241,   3.0156,   7.0352,   1.4394,   0.5001,   0.4626,   0.1563
A51510,2005,  46.3673,   2.1087,   2.1311,   6.8234,   1.4305,   0.5314,   0.4915,   0.1661
