seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42041,1984,   1,   1.3879,   0.1629,   0.0658,   0.4789,   0.0480,   0.0126,   0.0116,   0.0039
B42041,1984,   2,   6.9683,   0.3781,   0.1829,   0.4900,   0.0475,   0.0632,   0.0584,   0.0197
B42041,1984,   3,   5.6708,   0.5147,   0.2277,   0.6303,   0.1156,   0.0514,   0.0475,   0.0161
B42041,1984,   4,   4.7461,   0.4625,   0.3009,   0.6811,   0.2000,   0.0860,   0.0796,   0.0269
B42041,1984,   5,   4.0694,   0.4586,   0.3177,   0.7812,   0.2055,   0.0738,   0.0682,   0.0231
B42041,1984,   6,   4.7110,   0.4923,   0.3263,   0.8696,   0.3771,   0.0854,   0.0790,   0.0267
B42041,1984,   7,   5.4550,   0.5104,   0.2203,   0.8220,   0.4013,   0.0494,   0.0457,   0.0155
B42041,1984,   8,   6.1087,   0.7314,   0.2662,   0.8753,   0.3051,   0.0554,   0.0512,   0.0173
B42041,1984,   9,   1.5483,   0.1810,   0.0979,   0.8653,   0.1990,   0.0140,   0.0130,   0.0044
B42041,1984,  10,   2.4913,   0.2655,   0.1450,   0.7118,   0.1437,   0.0226,   0.0209,   0.0071
B42041,1984,  11,   4.2426,   0.2376,   0.1194,   0.4192,   0.0965,   0.0385,   0.0356,   0.0120
B42041,1984,  12,   2.0845,   0.2199,   0.0937,   0.4574,   0.0274,   0.0189,   0.0175,   0.0059
B42041,1985,   1,   1.3495,   0.1466,   0.0654,   0.4700,   0.0483,   0.0122,   0.0113,   0.0038
B42041,1985,   2,   2.9009,   0.1679,   0.0578,   0.4810,   0.0478,   0.0263,   0.0243,   0.0082
B42041,1985,   3,   3.1147,   0.2825,   0.1406,   0.6186,   0.1163,   0.0282,   0.0261,   0.0088
B42041,1985,   4,   1.0774,   0.1104,   0.0732,   0.6684,   0.2012,   0.0195,   0.0181,   0.0061
B42041,1985,   5,   6.2178,   0.5564,   0.3560,   0.7668,   0.2067,   0.1127,   0.1043,   0.0352
B42041,1985,   6,   2.5154,   0.3143,   0.1891,   0.8535,   0.3794,   0.0456,   0.0422,   0.0143
B42041,1985,   7,   5.4967,   0.5837,   0.2361,   0.8067,   0.4037,   0.0498,   0.0461,   0.0156
B42041,1985,   8,   2.7461,   0.3209,   0.1246,   0.8591,   0.3070,   0.0249,   0.0230,   0.0078
B42041,1985,   9,   2.2388,   0.1834,   0.0730,   0.8492,   0.2002,   0.0203,   0.0188,   0.0063
B42041,1985,  10,   2.0173,   0.1747,   0.0872,   0.6986,   0.1446,   0.0183,   0.0169,   0.0057
B42041,1985,  11,   9.2535,   0.4207,   0.1800,   0.4115,   0.0971,   0.0839,   0.0776,   0.0262
B42041,1985,  12,   1.6597,   0.1392,   0.0502,   0.4490,   0.0276,   0.0150,   0.0139,   0.0047
B42041,1986,   1,   1.7024,   0.1336,   0.0579,   0.4612,   0.0486,   0.0154,   0.0143,   0.0048
B42041,1986,   2,   4.5043,   0.4743,   0.2113,   0.4719,   0.0481,   0.0408,   0.0378,   0.0128
B42041,1986,   3,   2.8556,   0.2670,   0.1314,   0.6069,   0.1170,   0.0259,   0.0239,   0.0081
B42041,1986,   4,   3.8851,   0.3411,   0.2521,   0.6558,   0.2024,   0.0704,   0.0652,   0.0220
B42041,1986,   5,   2.6922,   0.2621,   0.1806,   0.7523,   0.2080,   0.0488,   0.0451,   0.0153
B42041,1986,   6,   2.7257,   0.3392,   0.2128,   0.8374,   0.3816,   0.0494,   0.0457,   0.0154
B42041,1986,   7,   3.5890,   0.4610,   0.2122,   0.7915,   0.4061,   0.0325,   0.0301,   0.0102
B42041,1986,   8,   4.2498,   0.4971,   0.1794,   0.8429,   0.3088,   0.0385,   0.0356,   0.0120
B42041,1986,   9,   1.7046,   0.1911,   0.1024,   0.8332,   0.2014,   0.0155,   0.0143,   0.0048
B42041,1986,  10,   2.3960,   0.2479,   0.1223,   0.6854,   0.1454,   0.0217,   0.0201,   0.0068
B42041,1986,  11,   4.9797,   0.3698,   0.1523,   0.4037,   0.0976,   0.0451,   0.0418,   0.0141
B42041,1986,  12,   5.0752,   0.2839,   0.0884,   0.4405,   0.0277,   0.0460,   0.0426,   0.0144
B42041,1987,   1,   3.3746,   0.2801,   0.0977,   0.4523,   0.0488,   0.0306,   0.0283,   0.0096
B42041,1987,   2,   1.1415,   0.1000,   0.0328,   0.4628,   0.0484,   0.0103,   0.0096,   0.0032
B42041,1987,   3,   1.8761,   0.1769,   0.0855,   0.5952,   0.1177,   0.0170,   0.0157,   0.0053
B42041,1987,   4,   3.9165,   0.3927,   0.2355,   0.6432,   0.2036,   0.0710,   0.0657,   0.0222
B42041,1987,   5,   3.7769,   0.4478,   0.2393,   0.7378,   0.2092,   0.0685,   0.0633,   0.0214
B42041,1987,   6,   2.4074,   0.4008,   0.2916,   0.8213,   0.3839,   0.0436,   0.0404,   0.0136
B42041,1987,   7,   2.4387,   0.3104,   0.1379,   0.7763,   0.4086,   0.0221,   0.0204,   0.0069
B42041,1987,   8,   2.7941,   0.3979,   0.1863,   0.8267,   0.3106,   0.0253,   0.0234,   0.0079
B42041,1987,   9,   8.6852,   0.5775,   0.2489,   0.8172,   0.2026,   0.0787,   0.0728,   0.0246
B42041,1987,  10,   2.1685,   0.2057,   0.0991,   0.6722,   0.1463,   0.0197,   0.0182,   0.0061
B42041,1987,  11,   4.3859,   0.2331,   0.1161,   0.3959,   0.0982,   0.0398,   0.0368,   0.0124
B42041,1987,  12,   1.9403,   0.1689,   0.0656,   0.4320,   0.0279,   0.0176,   0.0163,   0.0055
B42041,1988,   1,   2.3312,   0.1423,   0.0463,   0.4434,   0.0491,   0.0211,   0.0195,   0.0066
B42041,1988,   2,   2.4926,   0.2538,   0.1074,   0.4537,   0.0487,   0.0226,   0.0209,   0.0071
B42041,1988,   3,   1.6136,   0.2291,   0.1168,   0.5835,   0.1184,   0.0146,   0.0135,   0.0046
B42041,1988,   4,   2.2321,   0.3342,   0.2319,   0.6306,   0.2048,   0.0405,   0.0374,   0.0126
B42041,1988,   5,   6.7411,   0.5916,   0.3220,   0.7233,   0.2104,   0.1222,   0.1130,   0.0382
