seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A54031,1984,  41.5587,   3.1071,   1.5948,   7.4595,   2.2092,   0.4640,   0.4292,   0.1450
A54031,1985,  41.8546,   3.1990,   1.4430,   7.3177,   2.2007,   0.4631,   0.4283,   0.1447
A54031,1986,  32.8877,   3.6463,   1.7547,   7.1758,   2.1922,   0.3714,   0.3435,   0.1160
A54031,1987,  39.5069,   3.2957,   1.6268,   7.0340,   2.1836,   0.4733,   0.4378,   0.1479
A54031,1988,  30.4766,   2.6688,   1.3424,   6.8921,   2.1751,   0.3777,   0.3494,   0.1180
A54031,1989,  42.1533,   3.2180,   1.9544,   6.7503,   2.1666,   0.4966,   0.4594,   0.1552
A54031,1990,  36.8326,   2.4158,   1.5235,   6.6085,   2.1581,   0.4111,   0.3803,   0.1285
A54031,1991,  32.7533,   2.4124,   1.3684,   6.4666,   2.1495,   0.3644,   0.3371,   0.1139
A54031,1992,  35.9849,   2.5129,   1.4411,   6.3248,   2.1410,   0.4157,   0.3845,   0.1299
A54031,1993,  41.5063,   2.9673,   1.6921,   6.1829,   2.1325,   0.4704,   0.4351,   0.1470
A54031,1994,  43.7543,   2.9351,   1.8345,   6.0411,   2.1240,   0.4897,   0.4529,   0.1530
A54031,1995,  37.7509,   2.6786,   1.6771,   5.8992,   2.1154,   0.4532,   0.4192,   0.1416
A54031,1996,  59.2043,   3.9906,   2.1575,   5.7574,   2.1069,   0.6568,   0.6075,   0.2052
A54031,1997,  35.6751,   2.4404,   1.3065,   5.6156,   2.0984,   0.3960,   0.3663,   0.1238
A54031,1998,  37.4631,   2.5173,   1.5210,   5.4737,   2.0898,   0.4662,   0.4313,   0.1457
A54031,1999,  32.5485,   2.0074,   1.2004,   5.3319,   2.0813,   0.3417,   0.3161,   0.1068
A54031,2000,  36.2150,   2.2175,   1.3505,   5.1901,   2.0728,   0.4191,   0.3876,   0.1310
A54031,2001,  33.4036,   2.2503,   1.4936,   5.0482,   2.0643,   0.4045,   0.3741,   0.1264
A54031,2002,  44.7674,   2.6380,   1.8462,   4.9064,   2.0557,   0.5380,   0.4977,   0.1681
A54031,2003,  57.6574,   2.6551,   1.9423,   4.7645,   2.0472,   0.6743,   0.6237,   0.2107
A54031,2004,  43.0588,   2.0842,   1.7109,   4.6227,   2.0387,   0.5175,   0.4787,   0.1617
A54031,2005,  34.3715,   1.7672,   1.4793,   4.4809,   2.0302,   0.3891,   0.3599,   0.1216
