seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A37033,1984,  48.1060,   2.6260,   1.3568,   6.0502,   0.6369,   0.5270,   0.4875,   0.1647
A37033,1985,  42.0192,   2.2230,   0.9570,   5.9925,   0.6440,   0.4336,   0.4011,   0.1355
A37033,1986,  34.9798,   2.7609,   1.4810,   5.9348,   0.6511,   0.3662,   0.3387,   0.1144
A37033,1987,  48.2015,   2.5353,   1.2571,   5.8772,   0.6582,   0.5498,   0.5086,   0.1718
A37033,1988,  37.1269,   2.4753,   1.2399,   5.8195,   0.6653,   0.4218,   0.3901,   0.1318
A37033,1989,  57.3391,   3.6616,   2.4299,   5.7618,   0.6724,   0.6904,   0.6386,   0.2157
A37033,1990,  49.3726,   2.4620,   1.7454,   5.7042,   0.6795,   0.5604,   0.5183,   0.1751
A37033,1991,  38.7754,   2.2871,   1.3582,   5.6465,   0.6865,   0.4281,   0.3960,   0.1338
A37033,1992,  45.1792,   2.3214,   1.4091,   5.5888,   0.6936,   0.5218,   0.4827,   0.1631
A37033,1993,  50.4252,   2.7086,   1.6256,   5.5312,   0.7007,   0.5599,   0.5179,   0.1750
A37033,1994,  41.7061,   2.3656,   1.5680,   5.4735,   0.7078,   0.4432,   0.4100,   0.1385
A37033,1995,  53.6796,   2.8599,   1.8784,   5.4158,   0.7149,   0.6619,   0.6122,   0.2068
A37033,1996,  58.3776,   3.1474,   2.2616,   5.3581,   0.7220,   0.6302,   0.5830,   0.1969
A37033,1997,  42.3947,   2.6465,   1.6857,   5.3005,   0.7291,   0.4911,   0.4542,   0.1535
A37033,1998,  48.0375,   2.5361,   1.5600,   5.2428,   0.7361,   0.5593,   0.5174,   0.1748
A37033,1999,  47.4775,   2.4365,   1.5211,   5.1851,   0.7432,   0.5074,   0.4693,   0.1585
A37033,2000,  41.1253,   2.6198,   1.6063,   5.1275,   0.7503,   0.5011,   0.4635,   0.1566
A37033,2001,  33.0901,   1.9561,   1.3817,   5.0698,   0.7574,   0.3958,   0.3661,   0.1237
A37033,2002,  44.5826,   2.1715,   1.3269,   5.0121,   0.7645,   0.4720,   0.4366,   0.1475
A37033,2003,  64.1587,   2.9088,   2.2591,   4.9545,   0.7716,   0.7795,   0.7211,   0.2436
A37033,2004,  46.4773,   2.2045,   1.8189,   4.8968,   0.7787,   0.5248,   0.4855,   0.1640
A37033,2005,  36.9451,   1.6977,   1.3225,   4.8391,   0.7857,   0.3997,   0.3697,   0.1249
