seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B54023,1984,   1,   1.1033,   0.1361,   0.0585,   0.4138,   0.0374,   0.0100,   0.0093,   0.0031
B54023,1984,   2,   3.9585,   0.1535,   0.0708,   0.4440,   0.0609,   0.0359,   0.0332,   0.0112
B54023,1984,   3,   5.1196,   0.4467,   0.2067,   0.5050,   0.0891,   0.0464,   0.0429,   0.0145
B54023,1984,   4,   4.8514,   0.4324,   0.2596,   0.5796,   0.1668,   0.0880,   0.0814,   0.0275
B54023,1984,   5,   2.6585,   0.2327,   0.1642,   0.5710,   0.1619,   0.0482,   0.0446,   0.0151
B54023,1984,   6,   2.6642,   0.2653,   0.1643,   0.6259,   0.2318,   0.0483,   0.0447,   0.0151
B54023,1984,   7,   6.0369,   0.4482,   0.2051,   0.7445,   0.2900,   0.0547,   0.0506,   0.0171
B54023,1984,   8,   4.5052,   0.4386,   0.1804,   0.6029,   0.1996,   0.0408,   0.0378,   0.0128
B54023,1984,   9,   1.2294,   0.0896,   0.0426,   0.5731,   0.1880,   0.0111,   0.0103,   0.0035
B54023,1984,  10,   3.3405,   0.2239,   0.1001,   0.4583,   0.1396,   0.0303,   0.0280,   0.0095
B54023,1984,  11,   3.7559,   0.2014,   0.0856,   0.2965,   0.1078,   0.0340,   0.0315,   0.0106
B54023,1984,  12,   2.2789,   0.1306,   0.0584,   0.4053,   0.0149,   0.0207,   0.0191,   0.0065
B54023,1985,   1,   2.1595,   0.2116,   0.0802,   0.4061,   0.0372,   0.0196,   0.0181,   0.0061
B54023,1985,   2,   2.3103,   0.1450,   0.0480,   0.4357,   0.0606,   0.0209,   0.0194,   0.0065
B54023,1985,   3,   2.4295,   0.2282,   0.0995,   0.4955,   0.0886,   0.0220,   0.0204,   0.0069
B54023,1985,   4,   1.3399,   0.2160,   0.1823,   0.5687,   0.1658,   0.0243,   0.0225,   0.0076
B54023,1985,   5,   6.7061,   0.7914,   0.4437,   0.5603,   0.1610,   0.1216,   0.1125,   0.0380
B54023,1985,   6,   3.5096,   0.3159,   0.1692,   0.6141,   0.2304,   0.0636,   0.0589,   0.0199
B54023,1985,   7,   6.1590,   0.5714,   0.2568,   0.7305,   0.2884,   0.0558,   0.0516,   0.0174
B54023,1985,   8,   3.2356,   0.3865,   0.1408,   0.5916,   0.1984,   0.0293,   0.0271,   0.0092
B54023,1985,   9,   0.2652,   0.0267,   0.0129,   0.5623,   0.1869,   0.0024,   0.0022,   0.0008
B54023,1985,  10,   5.4329,   0.3954,   0.1546,   0.4497,   0.1388,   0.0492,   0.0456,   0.0154
B54023,1985,  11,  12.1813,   0.3660,   0.1389,   0.2910,   0.1071,   0.1104,   0.1021,   0.0345
B54023,1985,  12,   1.4816,   0.1392,   0.0462,   0.3977,   0.0148,   0.0134,   0.0124,   0.0042
B54023,1986,   1,   1.1495,   0.1141,   0.0511,   0.3983,   0.0370,   0.0104,   0.0096,   0.0033
B54023,1986,   2,   3.2853,   0.3673,   0.1618,   0.4273,   0.0602,   0.0298,   0.0275,   0.0093
B54023,1986,   3,   2.4776,   0.2359,   0.1016,   0.4860,   0.0881,   0.0225,   0.0208,   0.0070
B54023,1986,   4,   2.9852,   0.5263,   0.4081,   0.5578,   0.1649,   0.0541,   0.0501,   0.0169
B54023,1986,   5,   3.1286,   0.3806,   0.2146,   0.5495,   0.1601,   0.0567,   0.0525,   0.0177
B54023,1986,   6,   3.0993,   0.4188,   0.2398,   0.6024,   0.2291,   0.0562,   0.0520,   0.0176
B54023,1986,   7,   4.0949,   0.4482,   0.2000,   0.7166,   0.2867,   0.0371,   0.0343,   0.0116
B54023,1986,   8,   2.7290,   0.4127,   0.1716,   0.5803,   0.1973,   0.0247,   0.0229,   0.0077
B54023,1986,   9,   1.6103,   0.1560,   0.0685,   0.5516,   0.1859,   0.0146,   0.0135,   0.0046
B54023,1986,  10,   1.8211,   0.1865,   0.0826,   0.4410,   0.1380,   0.0165,   0.0153,   0.0052
B54023,1986,  11,   5.0978,   0.4599,   0.1578,   0.2854,   0.1065,   0.0462,   0.0427,   0.0144
B54023,1986,  12,   2.7292,   0.1909,   0.0619,   0.3901,   0.0147,   0.0247,   0.0229,   0.0077
B54023,1987,   1,   2.8353,   0.1768,   0.0585,   0.3905,   0.0367,   0.0257,   0.0238,   0.0080
B54023,1987,   2,   1.5917,   0.1095,   0.0414,   0.4190,   0.0599,   0.0144,   0.0133,   0.0045
B54023,1987,   3,   1.5440,   0.2005,   0.1042,   0.4765,   0.0876,   0.0140,   0.0129,   0.0044
B54023,1987,   4,   4.7717,   0.3975,   0.2323,   0.5470,   0.1639,   0.0865,   0.0800,   0.0270
B54023,1987,   5,   3.4773,   0.4717,   0.2819,   0.5388,   0.1592,   0.0630,   0.0583,   0.0197
