seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42043,1984,  42.7738,   4.6193,   3.5502,   8.3378,   3.4073,   0.5227,   0.4835,   0.1634
B42043,1985,  36.1424,   3.3115,   2.2912,   8.1663,   3.4094,   0.4126,   0.3817,   0.1289
B42043,1986,  45.9504,   4.7622,   3.1575,   7.9948,   3.4116,   0.4913,   0.4545,   0.1535
B42043,1987,  36.5058,   3.6410,   2.5796,   7.8234,   3.4137,   0.4180,   0.3866,   0.1306
B42043,1988,  35.8261,   3.4556,   2.2754,   7.6519,   3.4158,   0.3989,   0.3690,   0.1247
B42043,1989,  44.0065,   4.2754,   3.7257,   7.4805,   3.4180,   0.5377,   0.4974,   0.1680
B42043,1990,  45.2323,   3.9386,   3.3345,   7.3090,   3.4201,   0.5186,   0.4797,   0.1621
B42043,1991,  31.2312,   3.1430,   2.4998,   7.1375,   3.4222,   0.3360,   0.3108,   0.1050
B42043,1992,  36.3264,   3.2670,   2.5943,   6.9661,   3.4244,   0.4105,   0.3797,   0.1283
B42043,1993,  46.8592,   4.2453,   3.1992,   6.7946,   3.4265,   0.5312,   0.4913,   0.1660
B42043,1994,  47.6745,   4.1394,   3.5915,   6.6232,   3.4286,   0.5102,   0.4720,   0.1595
B42043,1995,  38.9986,   3.1182,   2.6868,   6.4517,   3.4307,   0.4325,   0.4001,   0.1352
B42043,1996,  54.9353,   4.6131,   4.0002,   6.2802,   3.4329,   0.6250,   0.5781,   0.1953
B42043,1997,  34.1145,   2.9784,   2.2564,   6.1088,   3.4350,   0.3810,   0.3524,   0.1191
B42043,1998,  45.8157,   4.0162,   3.2664,   5.9373,   3.4372,   0.5614,   0.5193,   0.1754
B42043,1999,  42.8364,   3.2792,   3.0506,   5.7659,   3.4393,   0.4577,   0.4234,   0.1430
B42043,2000,  42.9465,   2.8860,   2.7020,   5.5944,   3.4414,   0.5113,   0.4729,   0.1598
B42043,2001,  29.7766,   2.3314,   2.4599,   5.4230,   3.4436,   0.3456,   0.3197,   0.1080
B42043,2002,  42.9659,   2.7647,   2.8535,   5.2515,   3.4457,   0.5057,   0.4678,   0.1580
B42043,2003,  55.0624,   3.3647,   4.3409,   5.0801,   3.4478,   0.6433,   0.5950,   0.2010
B42043,2004,  56.8841,   3.3744,   4.3442,   4.9086,   3.4500,   0.6515,   0.6026,   0.2036
B42043,2005,  42.1110,   2.4180,   3.1181,   4.7371,   3.4521,   0.4607,   0.4261,   0.1440
