seg,year,month,day,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A24009,1984,   3,  10,   0.0000,   0.0000,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   3,  11,   0.0000,   0.0000,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   3,  12,   0.0007,   0.0000,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   3,  13,   0.9032,   0.0987,   0.0343,   0.0254,   0.0020,   0.0082,   0.0076,   0.0026
A24009,1984,   3,  14,   0.1717,   0.0143,   0.0052,   0.0254,   0.0020,   0.0016,   0.0014,   0.0005
A24009,1984,   3,  15,   0.0010,   0.0000,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   3,  16,   0.0000,   0.0000,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   3,  17,   0.0000,   0.0000,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   3,  18,   0.0000,   0.0000,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   3,  19,   0.0000,   0.0000,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   3,  20,   0.0000,   0.0000,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   3,  21,   0.5491,   0.0586,   0.0275,   0.0254,   0.0020,   0.0050,   0.0046,   0.0016
A24009,1984,   3,  22,   0.5022,   0.0358,   0.0277,   0.0254,   0.0020,   0.0046,   0.0042,   0.0014
A24009,1984,   3,  23,   0.0000,   0.0000,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   3,  24,   0.0000,   0.0000,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   3,  25,   0.7586,   0.0550,   0.0272,   0.0254,   0.0020,   0.0069,   0.0064,   0.0021
A24009,1984,   3,  26,   1.1911,   0.0503,   0.0260,   0.0254,   0.0020,   0.0108,   0.0100,   0.0034
A24009,1984,   3,  27,   0.0029,   0.0001,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   3,  28,   0.6600,   0.0285,   0.0114,   0.0254,   0.0020,   0.0060,   0.0055,   0.0019
A24009,1984,   3,  29,   1.3516,   0.0378,   0.0128,   0.0254,   0.0020,   0.0123,   0.0113,   0.0038
A24009,1984,   3,  30,   0.4060,   0.0076,   0.0024,   0.0254,   0.0020,   0.0037,   0.0034,   0.0012
A24009,1984,   3,  31,   0.0000,   0.0000,   0.0000,   0.0254,   0.0020,   0.0000,   0.0000,   0.0000
A24009,1984,   4,   1,   0.0000,   0.0000,   0.0000,   0.0288,   0.0037,   0.0000,   0.0000,   0.0000
A24009,1984,   4,   2,   0.0000,   0.0000,   0.0000,   0.0288,   0.0037,   0.0000,   0.0000,   0.0000
A24009,1984,   4,   3,   0.0000,   0.0000,   0.0000,   0.0288,   0.0037,   0.0000,   0.0000,   0.0000
A24009,1984,   4,   4,   0.4666,   0.0204,   0.0102,   0.0288,   0.0037,   0.0085,   0.0078,   0.0026
A24009,1984,   4,   5,   1.0138,   0.0492,   0.0314,   0.0288,   0.0037,   0.0184,   0.0170,   0.0057
A24009,1984,   4,   6,   0.0619,   0.0039,   0.0023,   0.0288,   0.0037,   0.0011,   0.0010,   0.0004
A24009,1984,   4,   7,   0.0013,   0.0000,   0.0000,   0.0288,   0.0037,   0.0000,   0.0000,   0.0000
A24009,1984,   4,   8,   0.0000,   0.0000,   0.0000,   0.0288,   0.0037,   0.0000,   0.0000,   0.0000
A24009,1984,   4,   9,   0.0029,   0.0000,   0.0000,   0.0288,   0.0037,   0.0001,   0.0000,   0.0000
A24009,1984,   4,  10,   0.0000,   0.0000,   0.0000,   0.0288,   0.0037,   0.0000,   0.0000,   0.0000
A24009,1984,   4,  11,   0.0017,   0.0000,   0.0000,   0.0288,   0.0037,   0.0000,   0.0000,   0.0000
A24009,1984,   4,  12,   0.0000,   0.0000,   0.0000,   0.0288,   0.0037,   0.0000,   0.0000,   0.0000
A24009,1984,   4,  13,   0.0760,   0.0041,   0.0036,   0.0288,   0.0037,   0.0014,   0.0013,   0.0004
A24009,1984,   4,  14,   0.4169,   0.0291,   0.0251,   0.0288,   0.0037,   0.0076,   0.0070,   0.0024
A24009,1984,   4,  15,   0.2765,   0.0165,   0.0133,   0.0288,   0.0037,   0.0050,   0.0046,   0.0016
A24009,1984,   4,  16,   0.6020,   0.0276,   0.0244,   0.0288,   0.0037,   0.0109,   0.0101,   0.0034
A24009,1984,   4,  17,   0.1914,   0.0118,   0.0080,   0.0288,   0.0037,   0.0035,   0.0032,   0.0011
A24009,1984,   4,  18,   0.0280,   0.0018,   0.0018,   0.0288,   0.0037,   0.0005,   0.0005,   0.0002
A24009,1984,   4,  19,   0.0256,   0.0015,   0.0013,   0.0288,   0.0037,   0.0005,   0.0004,   0.0001
A24009,1984,   4,  20,   0.0034,   0.0001,   0.0001,   0.0288,   0.0037,   0.0001,   0.0001,   0.0000
A24009,1984,   4,  21,   0.0000,   0.0000,   0.0000,   0.0288,   0.0037,   0.0000,   0.0000,   0.0000
A24009,1984,   4,  22,   0.1028,   0.0053,   0.0042,   0.0288,   0.0037,   0.0019,   0.0017,   0.0006
A24009,1984,   4,  23,   0.7248,   0.0504,   0.0289,   0.0288,   0.0037,   0.0131,   0.0122,   0.0041
A24009,1984,   4,  24,   0.0425,   0.0027,   0.0017,   0.0288,   0.0037,   0.0008,   0.0007,   0.0002
A24009,1984,   4,  25,   0.0033,   0.0000,   0.0000,   0.0288,   0.0037,   0.0001,   0.0001,   0.0000
A24009,1984,   4,  26,   0.0000,   0.0000,   0.0000,   0.0288,   0.0037,   0.0000,   0.0000,   0.0000
A24009,1984,   4,  27,   0.0000,   0.0000,   0.0000,   0.0288,   0.0037,   0.0000,   0.0000,   0.0000
A24009,1984,   4,  28,   0.0005,   0.0000,   0.0000,   0.0288,   0.0037,   0.0000,   0.0000,   0.0000
A24009,1984,   4,  29,   0.0550,   0.0029,   0.0020,   0.0288,   0.0037,   0.0010,   0.0009,   0.0003
A24009,1984,   4,  30,   0.0463,   0.0023,   0.0015,   0.0288,   0.0037,   0.0008,   0.0008,   0.0003
A24009,1984,   5,   1,   0.0234,   0.0021,   0.0024,   0.0287,   0.0032,   0.0004,   0.0004,   0.0001
A24009,1984,   5,   2,   0.0000,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,   3,   0.0451,   0.0051,   0.0036,   0.0287,   0.0032,   0.0008,   0.0008,   0.0003
A24009,1984,   5,   4,   0.3386,   0.0336,   0.0263,   0.0287,   0.0032,   0.0061,   0.0057,   0.0019
A24009,1984,   5,   5,   0.0232,   0.0019,   0.0011,   0.0287,   0.0032,   0.0004,   0.0004,   0.0001
A24009,1984,   5,   6,   0.3011,   0.0352,   0.0170,   0.0287,   0.0032,   0.0055,   0.0050,   0.0017
A24009,1984,   5,   7,   0.1191,   0.0131,   0.0076,   0.0287,   0.0032,   0.0022,   0.0020,   0.0007
A24009,1984,   5,   8,   0.3795,   0.0342,   0.0204,   0.0287,   0.0032,   0.0069,   0.0064,   0.0021
A24009,1984,   5,   9,   0.1883,   0.0179,   0.0106,   0.0287,   0.0032,   0.0034,   0.0032,   0.0011
A24009,1984,   5,  10,   0.0000,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  11,   0.0000,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  12,   0.0015,   0.0001,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  13,   0.0002,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  14,   0.0000,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  15,   0.0000,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  16,   0.0038,   0.0001,   0.0001,   0.0287,   0.0032,   0.0001,   0.0001,   0.0000
A24009,1984,   5,  17,   0.0000,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  18,   0.0000,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  19,   0.0318,   0.0032,   0.0034,   0.0287,   0.0032,   0.0006,   0.0005,   0.0002
A24009,1984,   5,  20,   0.0000,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  21,   0.0005,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  22,   0.0000,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  23,   0.5241,   0.0387,   0.0381,   0.0287,   0.0032,   0.0095,   0.0088,   0.0030
A24009,1984,   5,  24,   0.1764,   0.0142,   0.0109,   0.0287,   0.0032,   0.0032,   0.0030,   0.0010
A24009,1984,   5,  25,   0.0000,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  26,   0.0015,   0.0000,   0.0000,   0.0287,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   5,  27,   0.8470,   0.0694,   0.0473,   0.0287,   0.0032,   0.0154,   0.0142,   0.0048
A24009,1984,   5,  28,   0.1868,   0.0116,   0.0074,   0.0287,   0.0032,   0.0034,   0.0031,   0.0011
A24009,1984,   5,  29,   0.6355,   0.0270,   0.0238,   0.0287,   0.0032,   0.0115,   0.0107,   0.0036
A24009,1984,   5,  30,   1.7171,   0.1236,   0.0790,   0.0287,   0.0032,   0.0311,   0.0288,   0.0097
A24009,1984,   5,  31,   0.3055,   0.0200,   0.0086,   0.0287,   0.0032,   0.0055,   0.0051,   0.0017
A24009,1984,   6,   1,   0.0086,   0.0001,   0.0000,   0.0297,   0.0039,   0.0002,   0.0001,   0.0000
A24009,1984,   6,   2,   0.0078,   0.0002,   0.0001,   0.0297,   0.0039,   0.0001,   0.0001,   0.0000
A24009,1984,   6,   3,   0.0022,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,   4,   0.0000,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,   5,   0.0000,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,   6,   0.2700,   0.0294,   0.0211,   0.0297,   0.0039,   0.0049,   0.0045,   0.0015
A24009,1984,   6,   7,   0.1003,   0.0138,   0.0137,   0.0297,   0.0039,   0.0018,   0.0017,   0.0006
A24009,1984,   6,   8,   0.0000,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,   9,   0.0000,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,  10,   0.0000,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,  11,   0.0000,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,  12,   0.0000,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,  13,   0.0000,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,  14,   0.4111,   0.0511,   0.0398,   0.0297,   0.0039,   0.0075,   0.0069,   0.0023
A24009,1984,   6,  15,   0.0185,   0.0020,   0.0014,   0.0297,   0.0039,   0.0003,   0.0003,   0.0001
A24009,1984,   6,  16,   0.1003,   0.0125,   0.0087,   0.0297,   0.0039,   0.0018,   0.0017,   0.0006
A24009,1984,   6,  17,   0.1633,   0.0173,   0.0123,   0.0297,   0.0039,   0.0030,   0.0027,   0.0009
A24009,1984,   6,  18,   0.0196,   0.0021,   0.0015,   0.0297,   0.0039,   0.0004,   0.0003,   0.0001
A24009,1984,   6,  19,   0.2830,   0.0387,   0.0249,   0.0297,   0.0039,   0.0051,   0.0047,   0.0016
A24009,1984,   6,  20,   0.0000,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,  21,   0.0000,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,  22,   0.0000,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,  23,   0.0000,   0.0000,   0.0000,   0.0297,   0.0039,   0.0000,   0.0000,   0.0000
A24009,1984,   6,  24,   0.2847,   0.0304,   0.0164,   0.0297,   0.0039,   0.0052,   0.0048,   0.0016
A24009,1984,   6,  25,   0.1010,   0.0097,   0.0055,   0.0297,   0.0039,   0.0018,   0.0017,   0.0006
A24009,1984,   6,  26,   0.0254,   0.0023,   0.0014,   0.0297,   0.0039,   0.0005,   0.0004,   0.0001
A24009,1984,   6,  27,   0.0047,   0.0001,   0.0001,   0.0297,   0.0039,   0.0001,   0.0001,   0.0000
A24009,1984,   6,  28,   0.1024,   0.0105,   0.0072,   0.0297,   0.0039,   0.0019,   0.0017,   0.0006
A24009,1984,   6,  29,   0.1656,   0.0161,   0.0118,   0.0297,   0.0039,   0.0030,   0.0028,   0.0009
A24009,1984,   6,  30,   0.5471,   0.0320,   0.0234,   0.0297,   0.0039,   0.0099,   0.0092,   0.0031
A24009,1984,   7,   1,   0.6731,   0.0445,   0.0189,   0.0312,   0.0042,   0.0061,   0.0056,   0.0019
A24009,1984,   7,   2,   0.1823,   0.0169,   0.0059,   0.0312,   0.0042,   0.0017,   0.0015,   0.0005
A24009,1984,   7,   3,   0.5998,   0.0556,   0.0225,   0.0312,   0.0042,   0.0054,   0.0050,   0.0017
A24009,1984,   7,   4,   0.0000,   0.0000,   0.0000,   0.0312,   0.0042,   0.0000,   0.0000,   0.0000
A24009,1984,   7,   5,   0.0007,   0.0000,   0.0000,   0.0312,   0.0042,   0.0000,   0.0000,   0.0000
A24009,1984,   7,   6,   0.2955,   0.0177,   0.0060,   0.0312,   0.0042,   0.0027,   0.0025,   0.0008
A24009,1984,   7,   7,   0.4879,   0.0266,   0.0096,   0.0312,   0.0042,   0.0044,   0.0041,   0.0014
A24009,1984,   7,   8,   0.0062,   0.0004,   0.0001,   0.0312,   0.0042,   0.0001,   0.0001,   0.0000
A24009,1984,   7,   9,   0.0227,   0.0005,   0.0001,   0.0312,   0.0042,   0.0002,   0.0002,   0.0001
A24009,1984,   7,  10,   0.1336,   0.0125,   0.0043,   0.0312,   0.0042,   0.0012,   0.0011,   0.0004
A24009,1984,   7,  11,   0.0317,   0.0030,   0.0012,   0.0312,   0.0042,   0.0003,   0.0003,   0.0001
A24009,1984,   7,  12,   0.3571,   0.0298,   0.0103,   0.0312,   0.0042,   0.0032,   0.0030,   0.0010
A24009,1984,   7,  13,   0.0000,   0.0000,   0.0000,   0.0312,   0.0042,   0.0000,   0.0000,   0.0000
A24009,1984,   7,  14,   0.0000,   0.0000,   0.0000,   0.0312,   0.0042,   0.0000,   0.0000,   0.0000
A24009,1984,   7,  15,   0.0000,   0.0000,   0.0000,   0.0312,   0.0042,   0.0000,   0.0000,   0.0000
A24009,1984,   7,  16,   0.0240,   0.0026,   0.0011,   0.0312,   0.0042,   0.0002,   0.0002,   0.0001
A24009,1984,   7,  17,   0.0211,   0.0028,   0.0014,   0.0312,   0.0042,   0.0002,   0.0002,   0.0001
A24009,1984,   7,  18,   1.1480,   0.1276,   0.0687,   0.0312,   0.0042,   0.0104,   0.0096,   0.0033
A24009,1984,   7,  19,   0.4440,   0.0469,   0.0220,   0.0312,   0.0042,   0.0040,   0.0037,   0.0013
A24009,1984,   7,  20,   0.0005,   0.0000,   0.0000,   0.0312,   0.0042,   0.0000,   0.0000,   0.0000
A24009,1984,   7,  21,   1.0404,   0.0577,   0.0215,   0.0312,   0.0042,   0.0094,   0.0087,   0.0029
A24009,1984,   7,  22,   0.2365,   0.0091,   0.0027,   0.0312,   0.0042,   0.0021,   0.0020,   0.0007
A24009,1984,   7,  23,   0.0727,   0.0015,   0.0004,   0.0312,   0.0042,   0.0007,   0.0006,   0.0002
A24009,1984,   7,  24,   0.0197,   0.0007,   0.0001,   0.0312,   0.0042,   0.0002,   0.0002,   0.0001
A24009,1984,   7,  25,   0.0067,   0.0004,   0.0001,   0.0312,   0.0042,   0.0001,   0.0001,   0.0000
A24009,1984,   7,  26,   0.0247,   0.0018,   0.0005,   0.0312,   0.0042,   0.0002,   0.0002,   0.0001
A24009,1984,   7,  27,   0.3043,   0.0291,   0.0111,   0.0312,   0.0042,   0.0028,   0.0026,   0.0009
A24009,1984,   7,  28,   0.0008,   0.0001,   0.0000,   0.0312,   0.0042,   0.0000,   0.0000,   0.0000
A24009,1984,   7,  29,   0.0430,   0.0051,   0.0015,   0.0312,   0.0042,   0.0004,   0.0004,   0.0001
A24009,1984,   7,  30,   0.1794,   0.0222,   0.0067,   0.0312,   0.0042,   0.0016,   0.0015,   0.0005
A24009,1984,   7,  31,   0.0001,   0.0000,   0.0000,   0.0312,   0.0042,   0.0000,   0.0000,   0.0000
A24009,1984,   8,   1,   0.0001,   0.0000,   0.0000,   0.0345,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   8,   2,   0.0392,   0.0038,   0.0012,   0.0345,   0.0032,   0.0004,   0.0003,   0.0001
A24009,1984,   8,   3,   0.4345,   0.0558,   0.0233,   0.0345,   0.0032,   0.0039,   0.0036,   0.0012
A24009,1984,   8,   4,   0.0770,   0.0078,   0.0028,   0.0345,   0.0032,   0.0007,   0.0006,   0.0002
A24009,1984,   8,   5,   0.1260,   0.0119,   0.0033,   0.0345,   0.0032,   0.0011,   0.0011,   0.0004
A24009,1984,   8,   6,   0.0000,   0.0000,   0.0000,   0.0345,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   8,   7,   0.0002,   0.0000,   0.0000,   0.0345,   0.0032,   0.0000,   0.0000,   0.0000
A24009,1984,   8,   8,   0.2476,   0.0202,   0.0068,   0.0345,   0.0032,   0.0022,   0.0021,   0.0007
A24009,1984,   8,   9,   0.0181,   0.0015,   0.0003,   0.0345,   0.0032,   0.0002,   0.0002,   0.0001
A24009,1984,   8,  10,   0.0466,   0.0056,   0.0023,   0.0345,   0.0032,   0.0004,   0.0004,   0.0001
A24009,1984,   8,  11,   0.1722,   0.0216,   0.0079,   0.0345,   0.0032,   0.0016,   0.0014,   0.0005
A24009,1984,   8,  12,   1.4203,   0.1231,   0.0450,   0.0345,   0.0032,   0.0129,   0.0119,   0.0040
A24009,1984,   8,  13,   0.3367,   0.0246,   0.0078,   0.0345,   0.0032,   0.0031,   0.0028,   0.0010
A24009,1984,   8,  14,   0.0720,   0.0042,   0.0014,   0.0345,   0.0032,   0.0007,   0.0006,   0.0002
