seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51163,1984,  48.6492,   2.6535,   1.3546,   6.2065,   0.7553,   0.5560,   0.5143,   0.1738
B51163,1985,  44.4744,   2.5189,   1.0559,   6.1293,   0.7555,   0.4741,   0.4386,   0.1482
B51163,1986,  32.6553,   2.5474,   1.2064,   6.0521,   0.7557,   0.3498,   0.3236,   0.1093
B51163,1987,  47.7225,   2.5390,   1.1925,   5.9748,   0.7559,   0.5713,   0.5285,   0.1785
B51163,1988,  32.4892,   2.2313,   1.0834,   5.8976,   0.7561,   0.3767,   0.3484,   0.1177
B51163,1989,  52.7428,   3.0316,   1.7863,   5.8204,   0.7563,   0.6515,   0.6026,   0.2036
B51163,1990,  45.0825,   2.2223,   1.3861,   5.7431,   0.7565,   0.4999,   0.4624,   0.1562
B51163,1991,  40.8816,   2.3214,   1.2047,   5.6659,   0.7567,   0.4594,   0.4249,   0.1436
B51163,1992,  44.3705,   2.3164,   1.2532,   5.5887,   0.7569,   0.5286,   0.4890,   0.1652
B51163,1993,  46.3166,   2.8059,   1.6303,   5.5115,   0.7571,   0.5203,   0.4813,   0.1626
B51163,1994,  42.3792,   2.2893,   1.3724,   5.4342,   0.7573,   0.4541,   0.4200,   0.1419
B51163,1995,  51.5922,   2.7831,   1.7242,   5.3570,   0.7575,   0.6665,   0.6165,   0.2083
B51163,1996,  54.1541,   3.0949,   1.7532,   5.2798,   0.7577,   0.6081,   0.5625,   0.1900
B51163,1997,  37.3069,   2.2986,   1.2955,   5.2025,   0.7579,   0.4228,   0.3910,   0.1321
B51163,1998,  46.4011,   2.4260,   1.3413,   5.1253,   0.7581,   0.5676,   0.5250,   0.1774
B51163,1999,  39.4099,   1.9390,   1.0627,   5.0481,   0.7583,   0.4148,   0.3837,   0.1296
B51163,2000,  40.5689,   2.1071,   1.1814,   4.9708,   0.7585,   0.4853,   0.4489,   0.1517
B51163,2001,  29.3756,   1.7862,   1.0938,   4.8936,   0.7587,   0.3471,   0.3211,   0.1085
B51163,2002,  38.1233,   1.9606,   1.2128,   4.8163,   0.7589,   0.4116,   0.3808,   0.1286
B51163,2003,  63.8998,   2.6157,   1.7858,   4.7391,   0.7591,   0.7500,   0.6937,   0.2344
B51163,2004,  46.3636,   1.8218,   1.2612,   4.6619,   0.7593,   0.5420,   0.5013,   0.1694
B51163,2005,  42.4652,   1.6791,   1.2111,   4.5847,   0.7595,   0.4553,   0.4211,   0.1423
