seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51045,1984,  40.6763,   2.1760,   1.3622,   6.5807,   0.4963,   0.4679,   0.4328,   0.1462
A51045,1985,  40.4549,   2.4190,   1.1308,   6.4900,   0.4964,   0.4497,   0.4159,   0.1405
A51045,1986,  34.8704,   2.6887,   1.3245,   6.3993,   0.4965,   0.3785,   0.3501,   0.1183
A51045,1987,  41.2074,   2.1973,   1.1476,   6.3086,   0.4966,   0.4866,   0.4501,   0.1520
A51045,1988,  30.2022,   1.9648,   0.9955,   6.2178,   0.4967,   0.3463,   0.3203,   0.1082
A51045,1989,  46.9880,   2.7430,   1.6819,   6.1271,   0.4968,   0.5576,   0.5158,   0.1742
A51045,1990,  40.9263,   2.0148,   1.4226,   6.0364,   0.4969,   0.4608,   0.4262,   0.1440
A51045,1991,  34.7704,   1.8330,   0.9913,   5.9457,   0.4970,   0.3879,   0.3588,   0.1212
A51045,1992,  39.1671,   2.1448,   1.1572,   5.8550,   0.4971,   0.4841,   0.4478,   0.1513
A51045,1993,  40.5115,   2.3143,   1.2114,   5.7643,   0.4972,   0.4445,   0.4111,   0.1389
A51045,1994,  38.9875,   2.0870,   1.4759,   5.6736,   0.4973,   0.4282,   0.3961,   0.1338
A51045,1995,  39.4475,   2.1372,   1.3383,   5.5829,   0.4974,   0.4870,   0.4505,   0.1522
A51045,1996,  49.3546,   2.7451,   1.6460,   5.4921,   0.4975,   0.5553,   0.5137,   0.1735
A51045,1997,  31.9085,   1.9868,   1.0879,   5.4014,   0.4976,   0.3667,   0.3392,   0.1146
A51045,1998,  43.6293,   2.2287,   1.4507,   5.3107,   0.4977,   0.5363,   0.4960,   0.1676
A51045,1999,  35.6162,   1.8541,   1.0811,   5.2200,   0.4978,   0.3886,   0.3595,   0.1214
A51045,2000,  37.5060,   2.0901,   1.5066,   5.1293,   0.4979,   0.4487,   0.4150,   0.1402
A51045,2001,  32.0927,   1.7501,   1.1745,   5.0386,   0.4980,   0.3919,   0.3625,   0.1225
A51045,2002,  40.5946,   1.7920,   1.1978,   4.9478,   0.4981,   0.4633,   0.4286,   0.1448
A51045,2003,  55.1240,   2.2636,   1.7225,   4.8571,   0.4982,   0.6756,   0.6249,   0.2111
A51045,2004,  48.6410,   1.8156,   1.2820,   4.7664,   0.4983,   0.5652,   0.5228,   0.1766
A51045,2005,  34.9395,   1.6398,   1.1907,   4.6757,   0.4984,   0.3841,   0.3553,   0.1200
