seg,year,month,day,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A42055,1984,   1,   1,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,   2,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,   3,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,   4,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,   5,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,   6,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,   7,   0.0008,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,   8,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,   9,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,  10,   0.0982,   0.0147,   0.0075,   0.0119,   0.0025,   0.0009,   0.0008,   0.0003
A42055,1984,   1,  11,   0.1974,   0.0245,   0.0099,   0.0119,   0.0025,   0.0018,   0.0017,   0.0006
A42055,1984,   1,  12,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,  13,   0.0558,   0.0048,   0.0020,   0.0119,   0.0025,   0.0005,   0.0005,   0.0002
A42055,1984,   1,  14,   0.0409,   0.0041,   0.0018,   0.0119,   0.0025,   0.0004,   0.0003,   0.0001
A42055,1984,   1,  15,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,  16,   0.0259,   0.0033,   0.0014,   0.0119,   0.0025,   0.0002,   0.0002,   0.0001
A42055,1984,   1,  17,   0.0276,   0.0039,   0.0018,   0.0119,   0.0025,   0.0003,   0.0002,   0.0001
A42055,1984,   1,  18,   0.0894,   0.0213,   0.0081,   0.0119,   0.0025,   0.0008,   0.0007,   0.0003
A42055,1984,   1,  19,   0.1319,   0.0213,   0.0095,   0.0119,   0.0025,   0.0012,   0.0011,   0.0004
A42055,1984,   1,  20,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,  21,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,  22,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,  23,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,  24,   0.3943,   0.0403,   0.0191,   0.0119,   0.0025,   0.0036,   0.0033,   0.0011
A42055,1984,   1,  25,   0.0446,   0.0043,   0.0023,   0.0119,   0.0025,   0.0004,   0.0004,   0.0001
A42055,1984,   1,  26,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,  27,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,  28,   0.0000,   0.0000,   0.0000,   0.0119,   0.0025,   0.0000,   0.0000,   0.0000
A42055,1984,   1,  29,   0.0406,   0.0035,   0.0015,   0.0119,   0.0025,   0.0004,   0.0003,   0.0001
A42055,1984,   1,  30,   0.1238,   0.0136,   0.0059,   0.0119,   0.0025,   0.0011,   0.0010,   0.0004
A42055,1984,   1,  31,   0.0536,   0.0096,   0.0063,   0.0119,   0.0025,   0.0005,   0.0004,   0.0002
A42055,1984,   2,   1,   0.0000,   0.0000,   0.0000,   0.0141,   0.0023,   0.0000,   0.0000,   0.0000
A42055,1984,   2,   2,   0.0000,   0.0000,   0.0000,   0.0141,   0.0023,   0.0000,   0.0000,   0.0000
A42055,1984,   2,   3,   0.0956,   0.0134,   0.0087,   0.0141,   0.0023,   0.0009,   0.0008,   0.0003
A42055,1984,   2,   4,   0.0326,   0.0043,   0.0039,   0.0141,   0.0023,   0.0003,   0.0003,   0.0001
A42055,1984,   2,   5,   0.0883,   0.0140,   0.0108,   0.0141,   0.0023,   0.0008,   0.0007,   0.0003
