seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42027,1984,  50.9152,   5.1235,   2.3865,   7.5189,   0.6635,   0.5999,   0.5549,   0.1875
B42027,1985,  43.7807,   3.8932,   1.7246,   7.3999,   0.6607,   0.4949,   0.4578,   0.1546
B42027,1986,  47.1190,   4.2815,   1.7757,   7.2809,   0.6580,   0.5318,   0.4919,   0.1662
B42027,1987,  42.2876,   4.5200,   2.0089,   7.1619,   0.6552,   0.5015,   0.4639,   0.1567
B42027,1988,  36.3641,   3.2133,   1.4036,   7.0429,   0.6525,   0.4028,   0.3726,   0.1259
B42027,1989,  43.1626,   4.0655,   2.2978,   6.9239,   0.6497,   0.5408,   0.5002,   0.1690
B42027,1990,  51.8573,   4.2471,   2.1171,   6.8049,   0.6470,   0.5925,   0.5481,   0.1852
B42027,1991,  35.9734,   3.4488,   1.6283,   6.6859,   0.6442,   0.3923,   0.3629,   0.1226
B42027,1992,  44.4026,   3.8400,   1.8041,   6.5669,   0.6415,   0.4804,   0.4443,   0.1501
B42027,1993,  50.9634,   4.1141,   1.7188,   6.4479,   0.6387,   0.5846,   0.5408,   0.1827
B42027,1994,  52.4175,   3.9784,   1.9058,   6.3289,   0.6360,   0.5885,   0.5443,   0.1839
B42027,1995,  39.1869,   2.9258,   1.4731,   6.2099,   0.6332,   0.4557,   0.4215,   0.1424
B42027,1996,  59.3897,   4.6155,   2.4682,   6.0909,   0.6305,   0.6611,   0.6115,   0.2066
B42027,1997,  41.6649,   3.0018,   1.3327,   5.9719,   0.6277,   0.4520,   0.4181,   0.1412
B42027,1998,  42.2179,   3.8024,   1.7001,   5.8530,   0.6250,   0.5279,   0.4883,   0.1650
B42027,1999,  42.0457,   3.1144,   1.6429,   5.7340,   0.6222,   0.4679,   0.4328,   0.1462
B42027,2000,  40.6876,   3.4385,   1.8431,   5.6150,   0.6195,   0.4974,   0.4601,   0.1554
B42027,2001,  37.3464,   3.1540,   1.9655,   5.4960,   0.6167,   0.4267,   0.3947,   0.1334
B42027,2002,  45.7406,   3.4211,   2.0483,   5.3770,   0.6140,   0.5664,   0.5239,   0.1770
B42027,2003,  59.1039,   3.6203,   2.3117,   5.2580,   0.6113,   0.6616,   0.6120,   0.2068
B42027,2004,  60.6905,   3.3691,   2.2097,   5.1390,   0.6085,   0.6851,   0.6338,   0.2141
B42027,2005,  43.2118,   2.3714,   1.3923,   5.0200,   0.6058,   0.4541,   0.4200,   0.1419
