seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51175,1984,  45.1886,   2.2807,   1.3272,   6.3739,   1.2087,   0.5250,   0.4857,   0.1641
A51175,1985,  48.8997,   2.2511,   1.3740,   6.2964,   1.2186,   0.5220,   0.4828,   0.1631
A51175,1986,  37.2982,   2.4543,   1.5310,   6.2190,   1.2286,   0.3972,   0.3674,   0.1241
A51175,1987,  48.6263,   2.6962,   1.6383,   6.1416,   1.2385,   0.5496,   0.5084,   0.1718
A51175,1988,  41.3092,   2.5624,   1.5185,   6.0641,   1.2485,   0.4950,   0.4579,   0.1547
A51175,1989,  57.5104,   3.0807,   2.0139,   5.9866,   1.2585,   0.6902,   0.6384,   0.2157
A51175,1990,  41.4910,   2.2076,   1.7703,   5.9092,   1.2684,   0.4721,   0.4367,   0.1475
A51175,1991,  42.5740,   2.3022,   1.4654,   5.8318,   1.2784,   0.4594,   0.4250,   0.1436
A51175,1992,  49.6016,   2.5106,   1.7320,   5.7543,   1.2883,   0.5492,   0.5080,   0.1716
A51175,1993,  43.0254,   2.4259,   2.0356,   5.6769,   1.2983,   0.5001,   0.4626,   0.1563
A51175,1994,  43.9852,   2.1955,   1.6675,   5.5994,   1.3082,   0.4598,   0.4253,   0.1437
A51175,1995,  41.4931,   2.1998,   1.5942,   5.5220,   1.3182,   0.4798,   0.4438,   0.1499
A51175,1996,  61.0450,   3.0359,   2.4747,   5.4446,   1.3282,   0.6842,   0.6329,   0.2138
A51175,1997,  39.1894,   2.1050,   1.6097,   5.3671,   1.3381,   0.4284,   0.3962,   0.1339
A51175,1998,  50.2818,   2.5015,   1.7712,   5.2897,   1.3481,   0.5456,   0.5047,   0.1705
A51175,1999,  65.4207,   1.9523,   1.4411,   5.2122,   1.3580,   0.6602,   0.6107,   0.2063
A51175,2000,  47.4315,   2.4838,   1.8612,   5.1348,   1.3680,   0.5703,   0.5275,   0.1782
A51175,2001,  35.0904,   1.8568,   1.5895,   5.0573,   1.3779,   0.4267,   0.3947,   0.1333
A51175,2002,  47.7556,   2.2071,   1.7882,   4.9799,   1.3879,   0.5088,   0.4707,   0.1590
A51175,2003,  63.4804,   2.5630,   2.5923,   4.9025,   1.3978,   0.7374,   0.6821,   0.2304
A51175,2004,  54.7828,   2.1178,   2.1689,   4.8250,   1.4078,   0.6164,   0.5702,   0.1926
A51175,2005,  42.6841,   1.7714,   1.6934,   4.7476,   1.4178,   0.4650,   0.4301,   0.1453
