seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51173,1984,  41.0793,   2.0280,   1.1987,   5.5243,   0.5798,   0.4975,   0.4602,   0.1555
B51173,1985,  41.3361,   2.1067,   1.0027,   5.4778,   0.5825,   0.4540,   0.4199,   0.1419
B51173,1986,  37.0893,   2.1857,   1.0730,   5.4313,   0.5853,   0.4020,   0.3718,   0.1256
B51173,1987,  43.0917,   2.1632,   1.1604,   5.3848,   0.5880,   0.5122,   0.4738,   0.1601
B51173,1988,  31.2959,   1.7841,   0.9042,   5.3383,   0.5908,   0.3535,   0.3269,   0.1105
B51173,1989,  49.4416,   2.4013,   1.4932,   5.2918,   0.5936,   0.5630,   0.5208,   0.1759
B51173,1990,  51.1891,   2.2688,   1.5321,   5.2453,   0.5963,   0.5702,   0.5274,   0.1782
B51173,1991,  44.0613,   2.1737,   1.1315,   5.1988,   0.5991,   0.5026,   0.4649,   0.1571
B51173,1992,  46.6782,   2.3192,   1.2695,   5.1523,   0.6018,   0.5576,   0.5158,   0.1743
B51173,1993,  42.0970,   2.2909,   1.1357,   5.1058,   0.6046,   0.4526,   0.4186,   0.1414
B51173,1994,  45.9563,   1.9683,   1.3463,   5.0593,   0.6073,   0.5220,   0.4828,   0.1631
B51173,1995,  46.8544,   2.3771,   1.5462,   5.0128,   0.6101,   0.5661,   0.5237,   0.1769
B51173,1996,  51.5233,   2.6718,   1.6044,   4.9663,   0.6128,   0.5697,   0.5270,   0.1780
B51173,1997,  38.3587,   2.0610,   1.1720,   4.9198,   0.6156,   0.4505,   0.4168,   0.1408
B51173,1998,  48.6762,   2.4461,   1.5148,   4.8733,   0.6183,   0.6319,   0.5845,   0.1975
B51173,1999,  39.1163,   2.0923,   1.1363,   4.8268,   0.6211,   0.4368,   0.4040,   0.1365
B51173,2000,  38.7145,   2.1878,   1.3002,   4.7803,   0.6238,   0.4642,   0.4293,   0.1451
B51173,2001,  39.4898,   1.8551,   1.2334,   4.7338,   0.6266,   0.4652,   0.4303,   0.1454
B51173,2002,  46.5580,   1.9518,   1.2250,   4.6873,   0.6293,   0.5008,   0.4633,   0.1565
B51173,2003,  59.8208,   2.4049,   1.6661,   4.6408,   0.6321,   0.7015,   0.6489,   0.2192
B51173,2004,  49.9333,   1.8522,   1.3079,   4.5943,   0.6348,   0.5924,   0.5480,   0.1851
B51173,2005,  38.5137,   1.7239,   1.2409,   4.5478,   0.6376,   0.4396,   0.4066,   0.1374
