seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42015,1984,  47.2464,   4.5956,   2.2610,   7.3841,   1.2447,   0.5717,   0.5288,   0.1786
B42015,1985,  36.1084,   3.5852,   1.7433,   7.2541,   1.2387,   0.4132,   0.3822,   0.1291
B42015,1986,  41.5879,   4.2258,   2.0401,   7.1241,   1.2327,   0.4917,   0.4548,   0.1537
B42015,1987,  37.7563,   3.7837,   1.8696,   6.9940,   1.2267,   0.4501,   0.4164,   0.1407
B42015,1988,  31.8079,   3.0887,   1.4158,   6.8640,   1.2208,   0.3589,   0.3320,   0.1122
B42015,1989,  41.7638,   3.6809,   2.0294,   6.7340,   1.2148,   0.5233,   0.4841,   0.1635
B42015,1990,  47.1768,   4.0127,   2.1881,   6.6040,   1.2088,   0.5175,   0.4787,   0.1617
B42015,1991,  32.5141,   3.1100,   1.5553,   6.4739,   1.2028,   0.3468,   0.3208,   0.1084
B42015,1992,  40.3945,   3.5972,   1.9188,   6.3439,   1.1968,   0.4459,   0.4124,   0.1393
B42015,1993,  44.3168,   4.0469,   1.9303,   6.2139,   1.1908,   0.5260,   0.4865,   0.1644
B42015,1994,  51.5418,   4.2704,   2.4273,   6.0838,   1.1849,   0.5822,   0.5385,   0.1819
B42015,1995,  38.2977,   3.0755,   1.7353,   5.9538,   1.1789,   0.4262,   0.3942,   0.1332
B42015,1996,  50.7565,   4.0709,   2.2805,   5.8238,   1.1729,   0.5816,   0.5380,   0.1818
B42015,1997,  34.8759,   3.0281,   1.5446,   5.6938,   1.1669,   0.3887,   0.3595,   0.1215
B42015,1998,  43.3427,   3.3399,   1.8981,   5.5637,   1.1609,   0.5430,   0.5023,   0.1697
B42015,1999,  39.6952,   2.9579,   1.5945,   5.4337,   1.1549,   0.4337,   0.4012,   0.1355
B42015,2000,  41.1376,   3.4462,   1.9629,   5.3037,   1.1490,   0.5116,   0.4733,   0.1599
B42015,2001,  40.0900,   3.3932,   2.1745,   5.1737,   1.1430,   0.4644,   0.4296,   0.1451
B42015,2002,  44.5202,   3.1694,   2.0608,   5.0436,   1.1370,   0.5270,   0.4875,   0.1647
B42015,2003,  51.9942,   3.3245,   2.3707,   4.9136,   1.1310,   0.5934,   0.5489,   0.1855
B42015,2004,  53.9180,   3.2053,   2.2116,   4.7836,   1.1250,   0.6006,   0.5555,   0.1877
B42015,2005,  45.7010,   2.4093,   1.7410,   4.6536,   1.1191,   0.5028,   0.4651,   0.1571
