seg,year,month,day,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A37185,1984,   1,   1,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,   2,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,   3,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,   4,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,   5,   0.0007,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,   6,   0.0007,   0.0001,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,   7,   0.0039,   0.0001,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,   8,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,   9,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  10,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  11,   1.6208,   0.0411,   0.0122,   0.0146,   0.0008,   0.0147,   0.0136,   0.0046
A37185,1984,   1,  12,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  13,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  14,   0.1239,   0.0041,   0.0008,   0.0146,   0.0008,   0.0011,   0.0010,   0.0004
A37185,1984,   1,  15,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  16,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  17,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  18,   0.0739,   0.0055,   0.0017,   0.0146,   0.0008,   0.0007,   0.0006,   0.0002
A37185,1984,   1,  19,   0.6239,   0.0190,   0.0036,   0.0146,   0.0008,   0.0057,   0.0052,   0.0018
A37185,1984,   1,  20,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  21,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  22,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  23,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  24,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  25,   0.5305,   0.0110,   0.0053,   0.0146,   0.0008,   0.0048,   0.0044,   0.0015
A37185,1984,   1,  26,   0.0072,   0.0004,   0.0001,   0.0146,   0.0008,   0.0001,   0.0001,   0.0000
A37185,1984,   1,  27,   0.0007,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  28,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  29,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  30,   0.0000,   0.0000,   0.0000,   0.0146,   0.0008,   0.0000,   0.0000,   0.0000
A37185,1984,   1,  31,   0.0472,   0.0033,   0.0023,   0.0146,   0.0008,   0.0004,   0.0004,   0.0001
A37185,1984,   2,   1,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,   2,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,   3,   0.0001,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,   4,   0.3633,   0.0126,   0.0095,   0.0166,   0.0014,   0.0033,   0.0030,   0.0010
A37185,1984,   2,   5,   0.1399,   0.0057,   0.0032,   0.0166,   0.0014,   0.0013,   0.0012,   0.0004
A37185,1984,   2,   6,   0.0173,   0.0008,   0.0004,   0.0166,   0.0014,   0.0002,   0.0001,   0.0000
A37185,1984,   2,   7,   0.1407,   0.0062,   0.0025,   0.0166,   0.0014,   0.0013,   0.0012,   0.0004
A37185,1984,   2,   8,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,   9,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,  10,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,  11,   0.1132,   0.0044,   0.0037,   0.0166,   0.0014,   0.0010,   0.0009,   0.0003
A37185,1984,   2,  12,   0.0565,   0.0020,   0.0019,   0.0166,   0.0014,   0.0005,   0.0005,   0.0002
A37185,1984,   2,  13,   0.0732,   0.0026,   0.0038,   0.0166,   0.0014,   0.0007,   0.0006,   0.0002
A37185,1984,   2,  14,   1.0866,   0.0152,   0.0150,   0.0166,   0.0014,   0.0098,   0.0091,   0.0031
A37185,1984,   2,  15,   0.1399,   0.0023,   0.0025,   0.0166,   0.0014,   0.0013,   0.0012,   0.0004
A37185,1984,   2,  16,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,  17,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,  18,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,  19,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,  20,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,  21,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,  22,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,  23,   0.4099,   0.0175,   0.0073,   0.0166,   0.0014,   0.0037,   0.0034,   0.0012
A37185,1984,   2,  24,   0.8199,   0.0224,   0.0062,   0.0166,   0.0014,   0.0074,   0.0069,   0.0023
A37185,1984,   2,  25,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,  26,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,  27,   0.0000,   0.0000,   0.0000,   0.0166,   0.0014,   0.0000,   0.0000,   0.0000
A37185,1984,   2,  28,   0.6998,   0.0124,   0.0043,   0.0166,   0.0014,   0.0063,   0.0059,   0.0020
A37185,1984,   2,  29,   0.0265,   0.0005,   0.0003,   0.0166,   0.0014,   0.0002,   0.0002,   0.0001
A37185,1984,   3,   1,   0.0000,   0.0000,   0.0000,   0.0171,   0.0023,   0.0000,   0.0000,   0.0000
A37185,1984,   3,   2,   0.0000,   0.0000,   0.0000,   0.0171,   0.0023,   0.0000,   0.0000,   0.0000
A37185,1984,   3,   3,   0.0000,   0.0000,   0.0000,   0.0171,   0.0023,   0.0000,   0.0000,   0.0000
A37185,1984,   3,   4,   0.0000,   0.0000,   0.0000,   0.0171,   0.0023,   0.0000,   0.0000,   0.0000
A37185,1984,   3,   5,   0.0000,   0.0000,   0.0000,   0.0171,   0.0023,   0.0000,   0.0000,   0.0000
A37185,1984,   3,   6,   2.2765,   0.0767,   0.0461,   0.0171,   0.0023,   0.0206,   0.0191,   0.0064
A37185,1984,   3,   7,   0.4300,   0.0184,   0.0076,   0.0171,   0.0023,   0.0039,   0.0036,   0.0012
A37185,1984,   3,   8,   0.0000,   0.0000,   0.0000,   0.0171,   0.0023,   0.0000,   0.0000,   0.0000
