seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A54071,1984,  38.0879,   2.6741,   1.2927,   6.0033,   1.6558,   0.4211,   0.3895,   0.1316
A54071,1985,  47.3166,   3.2795,   1.5076,   5.8945,   1.6506,   0.5196,   0.4807,   0.1624
A54071,1986,  28.9974,   2.9105,   1.4207,   5.7858,   1.6453,   0.3354,   0.3103,   0.1048
A54071,1987,  36.2571,   2.9307,   1.4585,   5.6771,   1.6401,   0.4339,   0.4013,   0.1356
A54071,1988,  25.6135,   2.2226,   1.0948,   5.5683,   1.6348,   0.3104,   0.2871,   0.0970
A54071,1989,  43.2404,   3.1003,   1.7318,   5.4596,   1.6296,   0.5111,   0.4728,   0.1597
A54071,1990,  36.5442,   2.3836,   1.4191,   5.3509,   1.6244,   0.4188,   0.3874,   0.1309
A54071,1991,  32.6819,   2.2735,   1.1435,   5.2422,   1.6191,   0.3516,   0.3252,   0.1099
A54071,1992,  32.4176,   2.3953,   1.3238,   5.1334,   1.6139,   0.3845,   0.3556,   0.1201
A54071,1993,  37.9931,   2.8680,   1.5407,   5.0247,   1.6086,   0.4257,   0.3938,   0.1330
A54071,1994,  38.3671,   2.4233,   1.4227,   4.9159,   1.6034,   0.4238,   0.3920,   0.1324
A54071,1995,  37.7040,   2.6641,   1.6712,   4.8072,   1.5982,   0.4556,   0.4214,   0.1424
A54071,1996,  59.1189,   3.8944,   2.0805,   4.6985,   1.5929,   0.6737,   0.6232,   0.2105
A54071,1997,  33.9696,   2.3038,   1.2818,   4.5897,   1.5877,   0.3708,   0.3430,   0.1159
A54071,1998,  36.2858,   2.3555,   1.3431,   4.4810,   1.5825,   0.4522,   0.4183,   0.1413
A54071,1999,  31.3737,   1.8357,   1.0280,   4.3723,   1.5772,   0.3278,   0.3032,   0.1024
A54071,2000,  34.2488,   1.9853,   1.1391,   4.2636,   1.5720,   0.4146,   0.3835,   0.1296
A54071,2001,  30.9629,   1.9796,   1.2451,   4.1548,   1.5667,   0.3727,   0.3448,   0.1165
A54071,2002,  42.2540,   2.3855,   1.5833,   4.0461,   1.5615,   0.4939,   0.4569,   0.1544
A54071,2003,  55.1108,   2.6127,   1.8372,   3.9374,   1.5563,   0.6512,   0.6024,   0.2035
A54071,2004,  41.5073,   1.9825,   1.5087,   3.8286,   1.5510,   0.4939,   0.4569,   0.1544
A54071,2005,  33.6573,   1.6916,   1.4182,   3.7199,   1.5458,   0.3785,   0.3501,   0.1183
