seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51185,1984,  44.5007,   2.5796,   1.4684,   6.1672,   0.4557,   0.5392,   0.4988,   0.1685
B51185,1985,  41.4321,   2.5606,   1.1487,   6.0958,   0.4560,   0.4643,   0.4295,   0.1451
B51185,1986,  40.9718,   2.9671,   1.4422,   6.0245,   0.4562,   0.4529,   0.4189,   0.1415
B51185,1987,  46.9628,   3.0119,   1.6102,   5.9531,   0.4564,   0.5921,   0.5477,   0.1850
B51185,1988,  32.2619,   1.9913,   0.9694,   5.8817,   0.4566,   0.3562,   0.3295,   0.1113
B51185,1989,  51.7637,   3.0175,   1.7786,   5.8103,   0.4569,   0.6105,   0.5648,   0.1908
B51185,1990,  48.7899,   2.5475,   1.6429,   5.7390,   0.4571,   0.5596,   0.5176,   0.1749
B51185,1991,  46.7519,   2.6580,   1.2958,   5.6676,   0.4573,   0.5218,   0.4827,   0.1631
B51185,1992,  39.7279,   2.4062,   1.2376,   5.5962,   0.4576,   0.4604,   0.4259,   0.1439
B51185,1993,  43.4855,   2.7381,   1.3584,   5.5248,   0.4578,   0.4705,   0.4352,   0.1470
B51185,1994,  48.0028,   2.5322,   1.6179,   5.4534,   0.4580,   0.5377,   0.4974,   0.1680
B51185,1995,  43.3667,   2.4739,   1.5360,   5.3821,   0.4582,   0.5186,   0.4797,   0.1620
B51185,1996,  56.9019,   3.3751,   1.9264,   5.3107,   0.4585,   0.6442,   0.5959,   0.2013
B51185,1997,  37.2087,   2.4508,   1.3098,   5.2393,   0.4587,   0.4328,   0.4003,   0.1353
B51185,1998,  46.7110,   2.8910,   1.7633,   5.1679,   0.4589,   0.5934,   0.5489,   0.1854
B51185,1999,  36.3416,   2.1792,   1.1683,   5.0965,   0.4591,   0.4041,   0.3738,   0.1263
B51185,2000,  41.0329,   2.5551,   1.4627,   5.0252,   0.4594,   0.4871,   0.4506,   0.1522
B51185,2001,  41.8875,   2.2504,   1.3812,   4.9538,   0.4596,   0.4975,   0.4602,   0.1555
B51185,2002,  50.7167,   2.4185,   1.5452,   4.8824,   0.4598,   0.5880,   0.5439,   0.1838
B51185,2003,  59.9493,   2.7464,   1.7938,   4.8110,   0.4601,   0.7071,   0.6541,   0.2210
B51185,2004,  54.5876,   2.1495,   1.4648,   4.7397,   0.4603,   0.6694,   0.6192,   0.2092
B51185,2005,  39.3285,   1.9536,   1.3954,   4.6683,   0.4605,   0.4432,   0.4100,   0.1385
