seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A42047,1984,  55.0470,   5.1510,   2.5976,   7.1066,   0.4899,   0.6863,   0.6349,   0.2145
A42047,1985,  47.5819,   4.3020,   2.0741,   7.0059,   0.4882,   0.5238,   0.4845,   0.1637
A42047,1986,  48.0122,   4.7586,   2.2476,   6.9052,   0.4865,   0.5493,   0.5081,   0.1717
A42047,1987,  44.7632,   4.1440,   2.1230,   6.8045,   0.4848,   0.5376,   0.4973,   0.1680
A42047,1988,  37.4248,   3.8416,   1.7134,   6.7038,   0.4831,   0.4182,   0.3868,   0.1307
A42047,1989,  46.4236,   4.0564,   2.2079,   6.6031,   0.4814,   0.5932,   0.5487,   0.1854
A42047,1990,  56.0758,   4.5489,   2.3369,   6.5025,   0.4797,   0.6324,   0.5850,   0.1976
A42047,1991,  37.2654,   3.8714,   1.9765,   6.4018,   0.4780,   0.4155,   0.3843,   0.1298
A42047,1992,  51.4213,   4.0657,   2.1908,   6.3011,   0.4763,   0.5446,   0.5038,   0.1702
A42047,1993,  49.1402,   4.2103,   1.7760,   6.2004,   0.4747,   0.5531,   0.5116,   0.1728
A42047,1994,  54.0307,   4.6223,   2.4002,   6.0997,   0.4730,   0.6262,   0.5792,   0.1957
A42047,1995,  40.6754,   3.5798,   1.8521,   5.9990,   0.4713,   0.4766,   0.4409,   0.1489
A42047,1996,  55.5261,   4.2708,   2.4466,   5.8983,   0.4696,   0.6332,   0.5857,   0.1979
A42047,1997,  45.0232,   3.8629,   1.8568,   5.7976,   0.4679,   0.5046,   0.4667,   0.1577
A42047,1998,  40.1622,   3.3795,   1.6629,   5.6970,   0.4662,   0.4978,   0.4604,   0.1556
A42047,1999,  43.8053,   3.4068,   1.6592,   5.5963,   0.4645,   0.4882,   0.4516,   0.1526
A42047,2000,  43.0799,   3.9471,   2.2201,   5.4956,   0.4628,   0.5377,   0.4973,   0.1680
A42047,2001,  38.8464,   3.1870,   1.8151,   5.3949,   0.4611,   0.4513,   0.4174,   0.1410
A42047,2002,  46.0080,   3.4667,   2.1562,   5.2942,   0.4594,   0.5760,   0.5328,   0.1800
A42047,2003,  56.6299,   4.0438,   2.6577,   5.1935,   0.4577,   0.6285,   0.5813,   0.1964
A42047,2004,  59.4510,   3.4163,   2.3305,   5.0929,   0.4560,   0.6813,   0.6302,   0.2129
A42047,2005,  44.1735,   2.4452,   1.7183,   4.9922,   0.4544,   0.4724,   0.4370,   0.1476
