seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B54057,1984,  39.9156,   3.2429,   1.6557,   5.8085,   0.7213,   0.4546,   0.4205,   0.1421
B54057,1985,  42.0596,   3.2896,   1.4967,   5.7164,   0.7192,   0.4693,   0.4341,   0.1467
B54057,1986,  33.7670,   3.5871,   1.6827,   5.6242,   0.7171,   0.3735,   0.3455,   0.1167
B54057,1987,  33.9039,   2.8934,   1.4531,   5.5320,   0.7149,   0.4020,   0.3719,   0.1256
B54057,1988,  33.9286,   2.9382,   1.4530,   5.4399,   0.7128,   0.4117,   0.3808,   0.1287
B54057,1989,  40.7496,   3.3944,   1.9309,   5.3477,   0.7107,   0.4824,   0.4462,   0.1508
B54057,1990,  39.1852,   2.7656,   1.5972,   5.2556,   0.7085,   0.4304,   0.3981,   0.1345
B54057,1991,  27.5956,   2.2280,   1.1510,   5.1634,   0.7064,   0.3060,   0.2830,   0.0956
B54057,1992,  32.7249,   2.6383,   1.3802,   5.0712,   0.7043,   0.3648,   0.3374,   0.1140
B54057,1993,  41.4993,   3.2284,   1.6411,   4.9791,   0.7021,   0.4854,   0.4490,   0.1517
B54057,1994,  41.8149,   3.0362,   1.7117,   4.8869,   0.7000,   0.4652,   0.4303,   0.1454
B54057,1995,  35.4208,   2.6770,   1.5824,   4.7948,   0.6978,   0.4347,   0.4021,   0.1358
B54057,1996,  54.9219,   3.9352,   2.1267,   4.7026,   0.6957,   0.6078,   0.5622,   0.1899
B54057,1997,  34.6441,   2.5436,   1.2220,   4.6105,   0.6936,   0.3757,   0.3475,   0.1174
B54057,1998,  36.8393,   2.8950,   1.6545,   4.5183,   0.6914,   0.4624,   0.4278,   0.1445
B54057,1999,  31.2990,   2.2852,   1.3191,   4.4261,   0.6893,   0.3574,   0.3306,   0.1117
B54057,2000,  35.6493,   2.5329,   1.4457,   4.3340,   0.6872,   0.4152,   0.3840,   0.1297
B54057,2001,  31.4709,   2.4482,   1.5186,   4.2418,   0.6850,   0.3885,   0.3593,   0.1214
B54057,2002,  40.1198,   2.6489,   1.6869,   4.1497,   0.6829,   0.4717,   0.4363,   0.1474
B54057,2003,  52.9391,   2.8269,   2.0129,   4.0575,   0.6808,   0.6326,   0.5851,   0.1977
B54057,2004,  44.1240,   2.4090,   1.7863,   3.9653,   0.6786,   0.5151,   0.4765,   0.1610
B54057,2005,  33.6951,   1.6683,   1.2213,   3.8732,   0.6765,   0.3710,   0.3432,   0.1159
