seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51067,1984,  40.3903,   2.2103,   1.3423,   6.7294,   0.6284,   0.4563,   0.4221,   0.1426
B51067,1985,  49.1982,   2.6887,   1.3101,   6.6420,   0.6285,   0.5401,   0.4996,   0.1688
B51067,1986,  36.8804,   2.5612,   1.2755,   6.5546,   0.6286,   0.3833,   0.3546,   0.1198
B51067,1987,  53.2864,   2.4935,   1.2824,   6.4672,   0.6287,   0.6252,   0.5783,   0.1954
B51067,1988,  32.7029,   2.0550,   1.0518,   6.3798,   0.6288,   0.3799,   0.3514,   0.1187
B51067,1989,  54.8985,   3.0746,   1.8980,   6.2924,   0.6289,   0.6508,   0.6020,   0.2034
B51067,1990,  49.7784,   2.2977,   1.6081,   6.2050,   0.6290,   0.5443,   0.5035,   0.1701
B51067,1991,  38.4325,   2.0769,   1.1533,   6.1176,   0.6291,   0.4354,   0.4028,   0.1361
B51067,1992,  49.0630,   2.4162,   1.3645,   6.0303,   0.6292,   0.6089,   0.5632,   0.1903
B51067,1993,  46.7196,   2.5649,   1.3878,   5.9429,   0.6293,   0.5089,   0.4707,   0.1590
B51067,1994,  48.0802,   2.5387,   1.7499,   5.8555,   0.6294,   0.5125,   0.4740,   0.1601
B51067,1995,  42.9125,   2.1928,   1.3902,   5.7681,   0.6295,   0.5191,   0.4801,   0.1622
B51067,1996,  56.5471,   2.8899,   1.7404,   5.6807,   0.6296,   0.6284,   0.5813,   0.1964
B51067,1997,  35.2215,   2.0699,   1.1727,   5.5933,   0.6297,   0.4087,   0.3780,   0.1277
B51067,1998,  46.1000,   2.3095,   1.5036,   5.5059,   0.6298,   0.5368,   0.4965,   0.1677
B51067,1999,  38.8796,   1.9148,   1.1187,   5.4185,   0.6299,   0.4154,   0.3843,   0.1298
B51067,2000,  39.6569,   2.2174,   1.4960,   5.3311,   0.6300,   0.4775,   0.4417,   0.1492
B51067,2001,  33.4059,   1.7672,   1.1869,   5.2437,   0.6301,   0.3975,   0.3677,   0.1242
B51067,2002,  40.4049,   1.6858,   1.0868,   5.1563,   0.6302,   0.4266,   0.3946,   0.1333
B51067,2003,  60.2831,   2.5156,   1.8995,   5.0689,   0.6303,   0.7303,   0.6755,   0.2282
B51067,2004,  52.5046,   1.9410,   1.3715,   4.9815,   0.6304,   0.6063,   0.5609,   0.1895
B51067,2005,  40.0699,   1.6706,   1.2083,   4.8941,   0.6305,   0.4304,   0.3981,   0.1345
