seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
C51015,1984,   1,   1.4420,   0.0996,   0.0368,   0.4439,   0.0232,   0.0131,   0.0121,   0.0041
C51015,1984,   2,   4.3367,   0.1348,   0.0768,   0.4631,   0.0360,   0.0393,   0.0364,   0.0123
C51015,1984,   3,   4.6854,   0.3379,   0.1645,   0.4999,   0.0715,   0.0425,   0.0393,   0.0133
C51015,1984,   4,   4.7590,   0.3537,   0.2126,   0.5116,   0.1020,   0.0863,   0.0798,   0.0270
C51015,1984,   5,   3.2585,   0.2355,   0.1707,   0.5436,   0.0982,   0.0591,   0.0546,   0.0185
C51015,1984,   6,   1.4417,   0.1547,   0.0933,   0.4683,   0.1369,   0.0261,   0.0242,   0.0082
C51015,1984,   7,   5.2976,   0.3518,   0.1560,   0.5245,   0.2345,   0.0480,   0.0444,   0.0150
C51015,1984,   8,   6.3460,   0.4038,   0.1649,   0.4689,   0.1971,   0.0575,   0.0532,   0.0180
C51015,1984,   9,   1.4618,   0.0708,   0.0323,   0.5701,   0.1398,   0.0133,   0.0123,   0.0041
C51015,1984,  10,   4.1398,   0.1832,   0.0867,   0.5054,   0.0882,   0.0375,   0.0347,   0.0117
C51015,1984,  11,   3.3018,   0.1279,   0.0541,   0.3821,   0.0640,   0.0299,   0.0277,   0.0094
C51015,1984,  12,   2.0213,   0.0946,   0.0382,   0.4163,   0.0125,   0.0183,   0.0169,   0.0057
C51015,1985,   1,   2.0525,   0.1219,   0.0407,   0.4373,   0.0232,   0.0186,   0.0172,   0.0058
C51015,1985,   2,   2.9272,   0.1250,   0.0439,   0.4562,   0.0360,   0.0265,   0.0245,   0.0083
C51015,1985,   3,   1.8927,   0.1769,   0.0764,   0.4925,   0.0716,   0.0172,   0.0159,   0.0054
C51015,1985,   4,   1.1537,   0.1392,   0.1027,   0.5040,   0.1021,   0.0209,   0.0193,   0.0065
C51015,1985,   5,   5.0107,   0.5013,   0.2721,   0.5355,   0.0983,   0.0908,   0.0840,   0.0284
C51015,1985,   6,   1.7055,   0.1818,   0.1076,   0.4613,   0.1370,   0.0309,   0.0286,   0.0097
C51015,1985,   7,   5.5735,   0.4335,   0.1529,   0.5167,   0.2347,   0.0505,   0.0467,   0.0158
C51015,1985,   8,   5.1129,   0.4994,   0.1839,   0.4620,   0.1972,   0.0463,   0.0429,   0.0145
C51015,1985,   9,   0.3778,   0.0182,   0.0080,   0.5616,   0.1399,   0.0034,   0.0032,   0.0011
C51015,1985,  10,   3.9916,   0.2470,   0.1005,   0.4979,   0.0883,   0.0362,   0.0335,   0.0113
C51015,1985,  11,  13.1546,   0.2831,   0.1053,   0.3764,   0.0641,   0.1192,   0.1103,   0.0373
C51015,1985,  12,   0.8119,   0.0594,   0.0222,   0.4102,   0.0125,   0.0074,   0.0068,   0.0023
C51015,1986,   1,   0.6275,   0.0501,   0.0221,   0.4307,   0.0232,   0.0057,   0.0053,   0.0018
C51015,1986,   2,   2.7128,   0.2690,   0.1157,   0.4493,   0.0360,   0.0246,   0.0227,   0.0077
C51015,1986,   3,   1.7849,   0.1472,   0.0721,   0.4850,   0.0716,   0.0162,   0.0150,   0.0051
C51015,1986,   4,   2.0587,   0.2961,   0.2370,   0.4964,   0.1022,   0.0373,   0.0345,   0.0117
C51015,1986,   5,   3.4168,   0.3283,   0.1850,   0.5275,   0.0983,   0.0619,   0.0573,   0.0194
C51015,1986,   6,   2.0407,   0.2118,   0.1386,   0.4543,   0.1371,   0.0370,   0.0342,   0.0116
C51015,1986,   7,   2.7203,   0.2821,   0.1149,   0.5089,   0.2348,   0.0247,   0.0228,   0.0077
C51015,1986,   8,   3.2930,   0.3481,   0.1364,   0.4550,   0.1973,   0.0298,   0.0276,   0.0093
C51015,1986,   9,   2.3953,   0.1174,   0.0439,   0.5532,   0.1400,   0.0217,   0.0201,   0.0068
C51015,1986,  10,   1.1068,   0.0933,   0.0408,   0.4904,   0.0883,   0.0100,   0.0093,   0.0031
C51015,1986,  11,   4.7738,   0.3243,   0.1187,   0.3707,   0.0641,   0.0433,   0.0400,   0.0135
C51015,1986,  12,   3.7650,   0.1879,   0.0558,   0.4040,   0.0125,   0.0341,   0.0316,   0.0107
C51015,1987,   1,   3.5744,   0.1763,   0.0583,   0.4241,   0.0232,   0.0324,   0.0300,   0.0101
C51015,1987,   2,   1.9214,   0.1015,   0.0396,   0.4424,   0.0360,   0.0174,   0.0161,   0.0054
C51015,1987,   3,   3.4369,   0.2879,   0.1546,   0.4776,   0.0717,   0.0312,   0.0288,   0.0097
C51015,1987,   4,   7.2955,   0.3152,   0.1726,   0.4888,   0.1022,   0.1323,   0.1223,   0.0413
C51015,1987,   5,   4.0115,   0.4831,   0.3099,   0.5194,   0.0984,   0.0727,   0.0673,   0.0227
C51015,1987,   6,   2.0431,   0.1985,   0.1120,   0.4474,   0.1372,   0.0370,   0.0343,   0.0116
C51015,1987,   7,   3.0782,   0.2953,   0.1187,   0.5011,   0.2350,   0.0279,   0.0258,   0.0087
C51015,1987,   8,   1.6799,   0.1443,   0.0685,   0.4480,   0.1975,   0.0152,   0.0141,   0.0048
C51015,1987,   9,   9.2174,   0.3269,   0.1452,   0.5447,   0.1401,   0.0836,   0.0773,   0.0261
C51015,1987,  10,   1.0956,   0.1028,   0.0484,   0.4828,   0.0884,   0.0099,   0.0092,   0.0031
C51015,1987,  11,   2.8369,   0.1416,   0.0572,   0.3650,   0.0642,   0.0257,   0.0238,   0.0080
C51015,1987,  12,   2.4638,   0.1767,   0.0679,   0.3978,   0.0125,   0.0223,   0.0207,   0.0070
C51015,1988,   1,   1.9909,   0.0870,   0.0281,   0.4175,   0.0232,   0.0180,   0.0167,   0.0056
C51015,1988,   2,   1.0149,   0.0705,   0.0316,   0.4355,   0.0361,   0.0092,   0.0085,   0.0029
C51015,1988,   3,   1.1691,   0.1172,   0.0675,   0.4701,   0.0717,   0.0106,   0.0098,   0.0033
C51015,1988,   4,   1.9553,   0.2022,   0.1253,   0.4812,   0.1023,   0.0354,   0.0328,   0.0111
C51015,1988,   5,   4.4883,   0.4492,   0.2512,   0.5113,   0.0985,   0.0814,   0.0753,   0.0254
C51015,1988,   6,   1.1966,   0.1545,   0.0938,   0.4404,   0.1373,   0.0217,   0.0201,   0.0068
C51015,1988,   7,   5.7544,   0.4634,   0.1742,   0.4933,   0.2351,   0.0522,   0.0482,   0.0163
C51015,1988,   8,   4.5459,   0.4078,   0.1687,   0.4410,   0.1976,   0.0412,   0.0381,   0.0129
C51015,1988,   9,   3.1212,   0.1682,   0.0674,   0.5362,   0.1402,   0.0283,   0.0262,   0.0088
C51015,1988,  10,   1.1385,   0.0821,   0.0371,   0.4753,   0.0885,   0.0103,   0.0095,   0.0032
C51015,1988,  11,   3.6020,   0.1699,   0.0703,   0.3594,   0.0642,   0.0327,   0.0302,   0.0102
C51015,1988,  12,   1.6102,   0.0910,   0.0313,   0.3916,   0.0125,   0.0146,   0.0135,   0.0046
C51015,1989,   1,   2.1095,   0.1172,   0.0619,   0.4109,   0.0233,   0.0191,   0.0177,   0.0060
C51015,1989,   2,   2.1921,   0.1207,   0.0673,   0.4286,   0.0361,   0.0199,   0.0184,   0.0062
C51015,1989,   3,   3.4693,   0.2480,   0.1395,   0.4627,   0.0718,   0.0314,   0.0291,   0.0098
C51015,1989,   4,   3.5399,   0.2908,   0.1837,   0.4735,   0.1024,   0.0642,   0.0594,   0.0201
C51015,1989,   5,   6.1440,   0.3552,   0.2445,   0.5032,   0.0985,   0.1114,   0.1030,   0.0348
C51015,1989,   6,   6.4554,   0.3990,   0.2950,   0.4334,   0.1374,   0.1170,   0.1083,   0.0366
C51015,1989,   7,   4.6021,   0.3393,   0.1699,   0.4855,   0.2353,   0.0417,   0.0386,   0.0130
C51015,1989,   8,   5.7806,   0.4020,   0.1852,   0.4341,   0.1978,   0.0524,   0.0485,   0.0164
C51015,1989,   9,   6.0239,   0.3369,   0.2125,   0.5277,   0.1403,   0.0546,   0.0505,   0.0171
C51015,1989,  10,   4.5701,   0.1674,   0.0968,   0.4678,   0.0885,   0.0414,   0.0383,   0.0129
C51015,1989,  11,   2.6504,   0.1265,   0.0761,   0.3537,   0.0643,   0.0240,   0.0222,   0.0075
C51015,1989,  12,   1.9444,   0.1194,   0.0472,   0.3854,   0.0125,   0.0176,   0.0163,   0.0055
C51015,1990,   1,   2.4409,   0.1203,   0.0657,   0.4043,   0.0233,   0.0221,   0.0205,   0.0069
C51015,1990,   2,   2.7283,   0.1295,   0.0972,   0.4217,   0.0361,   0.0247,   0.0229,   0.0077
C51015,1990,   3,   2.3565,   0.1660,   0.1023,   0.4553,   0.0718,   0.0214,   0.0198,   0.0067
C51015,1990,   4,   2.4830,   0.2200,   0.1533,   0.4659,   0.1025,   0.0450,   0.0416,   0.0141
C51015,1990,   5,   6.2647,   0.4107,   0.2964,   0.4951,   0.0986,   0.1136,   0.1051,   0.0355
C51015,1990,   6,   1.9117,   0.1297,   0.1046,   0.4265,   0.1375,   0.0347,   0.0321,   0.0108
C51015,1990,   7,   3.9948,   0.2554,   0.1564,   0.4777,   0.2355,   0.0362,   0.0335,   0.0113
C51015,1990,   8,   5.0323,   0.3992,   0.1983,   0.4271,   0.1979,   0.0456,   0.0422,   0.0143
C51015,1990,   9,   2.0927,   0.1723,   0.0869,   0.5192,   0.1404,   0.0190,   0.0175,   0.0059
C51015,1990,  10,   8.7205,   0.2116,   0.1458,   0.4603,   0.0886,   0.0790,   0.0731,   0.0247
C51015,1990,  11,   1.1902,   0.0552,   0.0270,   0.3480,   0.0643,   0.0108,   0.0100,   0.0034
C51015,1990,  12,   4.3385,   0.1757,   0.0758,   0.3792,   0.0126,   0.0393,   0.0364,   0.0123
C51015,1991,   1,   3.6424,   0.1445,   0.0573,   0.3977,   0.0233,   0.0330,   0.0305,   0.0103
C51015,1991,   2,   1.8063,   0.1473,   0.0771,   0.4148,   0.0361,   0.0164,   0.0151,   0.0051
C51015,1991,   3,   6.1667,   0.3360,   0.1749,   0.4478,   0.0719,   0.0559,   0.0517,   0.0175
C51015,1991,   4,   2.1858,   0.1718,   0.1208,   0.4583,   0.1025,   0.0396,   0.0367,   0.0124
C51015,1991,   5,   1.6590,   0.1597,   0.0977,   0.4870,   0.0987,   0.0301,   0.0278,   0.0094
C51015,1991,   6,   3.0355,   0.2138,   0.1267,   0.4195,   0.1376,   0.0550,   0.0509,   0.0172
C51015,1991,   7,   9.1162,   0.6077,   0.2895,   0.4699,   0.2356,   0.0826,   0.0764,   0.0258
C51015,1991,   8,   2.6604,   0.2460,   0.1436,   0.4201,   0.1980,   0.0241,   0.0223,   0.0075
C51015,1991,   9,   0.6831,   0.0575,   0.0310,   0.5107,   0.1405,   0.0062,   0.0057,   0.0019
C51015,1991,  10,   1.0579,   0.0649,   0.0372,   0.4528,   0.0886,   0.0096,   0.0089,   0.0030
C51015,1991,  11,   2.0790,   0.0749,   0.0289,   0.3423,   0.0643,   0.0188,   0.0174,   0.0059
C51015,1991,  12,   5.5203,   0.2060,   0.0870,   0.3730,   0.0126,   0.0500,   0.0463,   0.0156
C51015,1992,   1,   2.0824,   0.0932,   0.0392,   0.3911,   0.0233,   0.0189,   0.0175,   0.0059
C51015,1992,   2,   3.2999,   0.1581,   0.0899,   0.4079,   0.0362,   0.0299,   0.0277,   0.0093
C51015,1992,   3,   3.3031,   0.2806,   0.1738,   0.4404,   0.0719,   0.0299,   0.0277,   0.0094
C51015,1992,   4,   4.5427,   0.1817,   0.1793,   0.4507,   0.1026,   0.0824,   0.0762,   0.0257
C51015,1992,   5,   5.0903,   0.4349,   0.2194,   0.4789,   0.0988,   0.0923,   0.0854,   0.0288
C51015,1992,   6,   4.6288,   0.3451,   0.1980,   0.4125,   0.1376,   0.0839,   0.0776,   0.0262
C51015,1992,   7,   3.2980,   0.2638,   0.1265,   0.4621,   0.2358,   0.0299,   0.0277,   0.0093
C51015,1992,   8,   2.7441,   0.2280,   0.1171,   0.4131,   0.1982,   0.0249,   0.0230,   0.0078
C51015,1992,   9,   3.7748,   0.2465,   0.1345,   0.5023,   0.1406,   0.0342,   0.0317,   0.0107
C51015,1992,  10,   1.2189,   0.0828,   0.0476,   0.4452,   0.0887,   0.0110,   0.0102,   0.0035
C51015,1992,  11,   4.7654,   0.1726,   0.0877,   0.3366,   0.0644,   0.0432,   0.0400,   0.0135
C51015,1992,  12,   3.0618,   0.1233,   0.0370,   0.3668,   0.0126,   0.0278,   0.0257,   0.0087
C51015,1993,   1,   2.4156,   0.1259,   0.0585,   0.3845,   0.0233,   0.0219,   0.0203,   0.0068
C51015,1993,   2,   2.8507,   0.1333,   0.0507,   0.4011,   0.0362,   0.0258,   0.0239,   0.0081
C51015,1993,   3,   7.2801,   0.4771,   0.2135,   0.4330,   0.0720,   0.0660,   0.0610,   0.0206
C51015,1993,   4,   4.4920,   0.2625,   0.1884,   0.4431,   0.1027,   0.0814,   0.0753,   0.0254
C51015,1993,   5,   2.6915,   0.2414,   0.1701,   0.4708,   0.0988,   0.0488,   0.0451,   0.0152
C51015,1993,   6,   2.6562,   0.3318,   0.2585,   0.4056,   0.1377,   0.0482,   0.0445,   0.0150
C51015,1993,   7,   2.3054,   0.2418,   0.1397,   0.4543,   0.2360,   0.0209,   0.0193,   0.0065
C51015,1993,   8,   2.6019,   0.2296,   0.1438,   0.4061,   0.1983,   0.0236,   0.0218,   0.0074
C51015,1993,   9,   4.6744,   0.3110,   0.1758,   0.4938,   0.1407,   0.0424,   0.0392,   0.0132
C51015,1993,  10,   1.9823,   0.1214,   0.0764,   0.4377,   0.0888,   0.0180,   0.0166,   0.0056
