seg,year,month,day,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51017,1984,   2,   8,   0.0000,   0.0000,   0.0000,   0.0137,   0.0007,   0.0000,   0.0000,   0.0000
B51017,1984,   2,   9,   0.0000,   0.0000,   0.0000,   0.0137,   0.0007,   0.0000,   0.0000,   0.0000
B51017,1984,   2,  10,   0.0443,   0.0018,   0.0007,   0.0137,   0.0007,   0.0004,   0.0004,   0.0001
B51017,1984,   2,  11,   0.1258,   0.0095,   0.0055,   0.0137,   0.0007,   0.0011,   0.0011,   0.0004
B51017,1984,   2,  12,   0.1551,   0.0095,   0.0047,   0.0137,   0.0007,   0.0014,   0.0013,   0.0004
B51017,1984,   2,  13,   0.4881,   0.0277,   0.0149,   0.0137,   0.0007,   0.0044,   0.0041,   0.0014
B51017,1984,   2,  14,   1.6497,   0.0223,   0.0237,   0.0137,   0.0007,   0.0150,   0.0138,   0.0047
B51017,1984,   2,  15,   0.2834,   0.0047,   0.0027,   0.0137,   0.0007,   0.0026,   0.0024,   0.0008
B51017,1984,   2,  16,   0.0000,   0.0000,   0.0000,   0.0137,   0.0007,   0.0000,   0.0000,   0.0000
B51017,1984,   2,  17,   0.0000,   0.0000,   0.0000,   0.0137,   0.0007,   0.0000,   0.0000,   0.0000
B51017,1984,   2,  18,   0.0000,   0.0000,   0.0000,   0.0137,   0.0007,   0.0000,   0.0000,   0.0000
B51017,1984,   2,  19,   0.0869,   0.0017,   0.0010,   0.0137,   0.0007,   0.0008,   0.0007,   0.0002
B51017,1984,   2,  20,   0.1978,   0.0073,   0.0045,   0.0137,   0.0007,   0.0018,   0.0017,   0.0006
B51017,1984,   2,  21,   0.0000,   0.0000,   0.0000,   0.0137,   0.0007,   0.0000,   0.0000,   0.0000
B51017,1984,   2,  22,   0.0262,   0.0006,   0.0001,   0.0137,   0.0007,   0.0002,   0.0002,   0.0001
B51017,1984,   2,  23,   0.1639,   0.0059,   0.0025,   0.0137,   0.0007,   0.0015,   0.0014,   0.0005
B51017,1984,   2,  24,   1.2139,   0.0256,   0.0097,   0.0137,   0.0007,   0.0110,   0.0102,   0.0034
B51017,1984,   2,  25,   0.0202,   0.0005,   0.0003,   0.0137,   0.0007,   0.0002,   0.0002,   0.0001
B51017,1984,   2,  26,   0.0000,   0.0000,   0.0000,   0.0137,   0.0007,   0.0000,   0.0000,   0.0000
B51017,1984,   2,  27,   0.0796,   0.0035,   0.0017,   0.0137,   0.0007,   0.0007,   0.0007,   0.0002
B51017,1984,   2,  28,   0.2241,   0.0058,   0.0018,   0.0137,   0.0007,   0.0020,   0.0019,   0.0006
B51017,1984,   2,  29,   0.1371,   0.0028,   0.0012,   0.0137,   0.0007,   0.0012,   0.0011,   0.0004
B51017,1984,   3,   1,   0.0211,   0.0006,   0.0003,   0.0134,   0.0013,   0.0002,   0.0002,   0.0001
B51017,1984,   3,   2,   0.0225,   0.0012,   0.0006,   0.0134,   0.0013,   0.0002,   0.0002,   0.0001
B51017,1984,   3,   3,   0.0000,   0.0000,   0.0000,   0.0134,   0.0013,   0.0000,   0.0000,   0.0000
B51017,1984,   3,   4,   0.0000,   0.0000,   0.0000,   0.0134,   0.0013,   0.0000,   0.0000,   0.0000
B51017,1984,   3,   5,   0.0732,   0.0052,   0.0030,   0.0134,   0.0013,   0.0007,   0.0006,   0.0002
B51017,1984,   3,   6,   0.2012,   0.0243,   0.0135,   0.0134,   0.0013,   0.0018,   0.0017,   0.0006
B51017,1984,   3,   7,   0.0746,   0.0062,   0.0028,   0.0134,   0.0013,   0.0007,   0.0006,   0.0002
B51017,1984,   3,   8,   0.0442,   0.0033,   0.0014,   0.0134,   0.0013,   0.0004,   0.0004,   0.0001
B51017,1984,   3,   9,   0.0802,   0.0088,   0.0043,   0.0134,   0.0013,   0.0007,   0.0007,   0.0002
B51017,1984,   3,  10,   0.0003,   0.0000,   0.0000,   0.0134,   0.0013,   0.0000,   0.0000,   0.0000
B51017,1984,   3,  11,   0.0000,   0.0000,   0.0000,   0.0134,   0.0013,   0.0000,   0.0000,   0.0000
B51017,1984,   3,  12,   0.0000,   0.0000,   0.0000,   0.0134,   0.0013,   0.0000,   0.0000,   0.0000
B51017,1984,   3,  13,   0.4227,   0.0483,   0.0185,   0.0134,   0.0013,   0.0038,   0.0035,   0.0012
B51017,1984,   3,  14,   0.2467,   0.0203,   0.0084,   0.0134,   0.0013,   0.0022,   0.0021,   0.0007
B51017,1984,   3,  15,   0.0000,   0.0000,   0.0000,   0.0134,   0.0013,   0.0000,   0.0000,   0.0000
B51017,1984,   3,  16,   0.0000,   0.0000,   0.0000,   0.0134,   0.0013,   0.0000,   0.0000,   0.0000
B51017,1984,   3,  17,   0.0000,   0.0000,   0.0000,   0.0134,   0.0013,   0.0000,   0.0000,   0.0000
B51017,1984,   3,  18,   0.0029,   0.0000,   0.0000,   0.0134,   0.0013,   0.0000,   0.0000,   0.0000
B51017,1984,   3,  19,   0.0111,   0.0002,   0.0001,   0.0134,   0.0013,   0.0001,   0.0001,   0.0000
B51017,1984,   3,  20,   0.1887,   0.0183,   0.0105,   0.0134,   0.0013,   0.0017,   0.0016,   0.0005
B51017,1984,   3,  21,   1.7567,   0.1065,   0.0634,   0.0134,   0.0013,   0.0159,   0.0147,   0.0050
B51017,1984,   3,  22,   0.2701,   0.0100,   0.0079,   0.0134,   0.0013,   0.0024,   0.0023,   0.0008
B51017,1984,   3,  23,   0.0084,   0.0002,   0.0001,   0.0134,   0.0013,   0.0001,   0.0001,   0.0000
B51017,1984,   3,  24,   0.0000,   0.0000,   0.0000,   0.0134,   0.0013,   0.0000,   0.0000,   0.0000
B51017,1984,   3,  25,   0.1979,   0.0068,   0.0034,   0.0134,   0.0013,   0.0018,   0.0017,   0.0006
B51017,1984,   3,  26,   0.2193,   0.0077,   0.0035,   0.0134,   0.0013,   0.0020,   0.0018,   0.0006
B51017,1984,   3,  27,   0.0554,   0.0020,   0.0011,   0.0134,   0.0013,   0.0005,   0.0005,   0.0002
B51017,1984,   3,  28,   0.3592,   0.0280,   0.0170,   0.0134,   0.0013,   0.0033,   0.0030,   0.0010
B51017,1984,   3,  29,   1.0986,   0.0593,   0.0272,   0.0134,   0.0013,   0.0100,   0.0092,   0.0031
B51017,1984,   3,  30,   0.0008,   0.0000,   0.0000,   0.0134,   0.0013,   0.0000,   0.0000,   0.0000
B51017,1984,   3,  31,   0.0002,   0.0000,   0.0000,   0.0134,   0.0013,   0.0000,   0.0000,   0.0000
B51017,1984,   4,   1,   0.0000,   0.0000,   0.0000,   0.0163,   0.0014,   0.0000,   0.0000,   0.0000
B51017,1984,   4,   2,   0.0000,   0.0000,   0.0000,   0.0163,   0.0014,   0.0000,   0.0000,   0.0000
B51017,1984,   4,   3,   0.0000,   0.0000,   0.0000,   0.0163,   0.0014,   0.0000,   0.0000,   0.0000
B51017,1984,   4,   4,   0.0350,   0.0022,   0.0013,   0.0163,   0.0014,   0.0006,   0.0006,   0.0002
B51017,1984,   4,   5,   0.9776,   0.0712,   0.0419,   0.0163,   0.0014,   0.0177,   0.0164,   0.0055
B51017,1984,   4,   6,   0.0164,   0.0005,   0.0005,   0.0163,   0.0014,   0.0003,   0.0003,   0.0001
B51017,1984,   4,   7,   0.0016,   0.0001,   0.0000,   0.0163,   0.0014,   0.0000,   0.0000,   0.0000
B51017,1984,   4,   8,   0.0000,   0.0000,   0.0000,   0.0163,   0.0014,   0.0000,   0.0000,   0.0000
B51017,1984,   4,   9,   0.0000,   0.0000,   0.0000,   0.0163,   0.0014,   0.0000,   0.0000,   0.0000
B51017,1984,   4,  10,   0.0205,   0.0011,   0.0006,   0.0163,   0.0014,   0.0004,   0.0003,   0.0001
B51017,1984,   4,  11,   0.0000,   0.0000,   0.0000,   0.0163,   0.0014,   0.0000,   0.0000,   0.0000
B51017,1984,   4,  12,   0.0000,   0.0000,   0.0000,   0.0163,   0.0014,   0.0000,   0.0000,   0.0000
B51017,1984,   4,  13,   0.0151,   0.0018,   0.0012,   0.0163,   0.0014,   0.0003,   0.0003,   0.0001
B51017,1984,   4,  14,   0.1846,   0.0165,   0.0093,   0.0163,   0.0014,   0.0033,   0.0031,   0.0010
B51017,1984,   4,  15,   0.5762,   0.0385,   0.0271,   0.0163,   0.0014,   0.0104,   0.0097,   0.0033
B51017,1984,   4,  16,   0.3452,   0.0194,   0.0148,   0.0163,   0.0014,   0.0063,   0.0058,   0.0020
B51017,1984,   4,  17,   0.0297,   0.0012,   0.0010,   0.0163,   0.0014,   0.0005,   0.0005,   0.0002
B51017,1984,   4,  18,   0.0237,   0.0009,   0.0006,   0.0163,   0.0014,   0.0004,   0.0004,   0.0001
B51017,1984,   4,  19,   0.0106,   0.0004,   0.0003,   0.0163,   0.0014,   0.0002,   0.0002,   0.0001
B51017,1984,   4,  20,   0.0260,   0.0012,   0.0007,   0.0163,   0.0014,   0.0005,   0.0004,   0.0001
B51017,1984,   4,  21,   0.0047,   0.0003,   0.0001,   0.0163,   0.0014,   0.0001,   0.0001,   0.0000
B51017,1984,   4,  22,   0.3929,   0.0440,   0.0175,   0.0163,   0.0014,   0.0071,   0.0066,   0.0022
B51017,1984,   4,  23,   1.1158,   0.0829,   0.0497,   0.0163,   0.0014,   0.0202,   0.0187,   0.0063
B51017,1984,   4,  24,   0.1617,   0.0089,   0.0060,   0.0163,   0.0014,   0.0029,   0.0027,   0.0009
B51017,1984,   4,  25,   0.0002,   0.0000,   0.0000,   0.0163,   0.0014,   0.0000,   0.0000,   0.0000
B51017,1984,   4,  26,   0.0000,   0.0000,   0.0000,   0.0163,   0.0014,   0.0000,   0.0000,   0.0000
B51017,1984,   4,  27,   0.0000,   0.0000,   0.0000,   0.0163,   0.0014,   0.0000,   0.0000,   0.0000
B51017,1984,   4,  28,   0.0052,   0.0002,   0.0001,   0.0163,   0.0014,   0.0001,   0.0001,   0.0000
B51017,1984,   4,  29,   0.5558,   0.0575,   0.0358,   0.0163,   0.0014,   0.0101,   0.0093,   0.0031
B51017,1984,   4,  30,   0.0163,   0.0013,   0.0012,   0.0163,   0.0014,   0.0003,   0.0003,   0.0001
B51017,1984,   5,   1,   0.0449,   0.0030,   0.0024,   0.0155,   0.0015,   0.0008,   0.0008,   0.0003
B51017,1984,   5,   2,   0.0199,   0.0003,   0.0003,   0.0155,   0.0015,   0.0004,   0.0003,   0.0001
B51017,1984,   5,   3,   0.1011,   0.0068,   0.0043,   0.0155,   0.0015,   0.0018,   0.0017,   0.0006
B51017,1984,   5,   4,   0.5840,   0.0403,   0.0246,   0.0155,   0.0015,   0.0106,   0.0098,   0.0033
B51017,1984,   5,   5,   0.1725,   0.0094,   0.0055,   0.0155,   0.0015,   0.0031,   0.0029,   0.0010
B51017,1984,   5,   6,   0.5432,   0.0342,   0.0222,   0.0155,   0.0015,   0.0098,   0.0091,   0.0031
B51017,1984,   5,   7,   0.7112,   0.0488,   0.0339,   0.0155,   0.0015,   0.0129,   0.0119,   0.0040
B51017,1984,   5,   8,   0.0835,   0.0039,   0.0023,   0.0155,   0.0015,   0.0015,   0.0014,   0.0005
B51017,1984,   5,   9,   0.0494,   0.0020,   0.0015,   0.0155,   0.0015,   0.0009,   0.0008,   0.0003
B51017,1984,   5,  10,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  11,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  12,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  13,   0.0002,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  14,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  15,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  16,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  17,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  18,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  19,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  20,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  21,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  22,   0.1593,   0.0121,   0.0189,   0.0155,   0.0015,   0.0029,   0.0027,   0.0009
B51017,1984,   5,  23,   0.2590,   0.0198,   0.0210,   0.0155,   0.0015,   0.0047,   0.0043,   0.0015
B51017,1984,   5,  24,   0.1156,   0.0085,   0.0084,   0.0155,   0.0015,   0.0021,   0.0019,   0.0007
B51017,1984,   5,  25,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  26,   0.0580,   0.0032,   0.0023,   0.0155,   0.0015,   0.0011,   0.0010,   0.0003
B51017,1984,   5,  27,   0.2680,   0.0197,   0.0134,   0.0155,   0.0015,   0.0049,   0.0045,   0.0015
B51017,1984,   5,  28,   0.3241,   0.0247,   0.0190,   0.0155,   0.0015,   0.0059,   0.0054,   0.0018
B51017,1984,   5,  29,   0.2059,   0.0142,   0.0095,   0.0155,   0.0015,   0.0037,   0.0035,   0.0012
B51017,1984,   5,  30,   0.0003,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   5,  31,   0.0000,   0.0000,   0.0000,   0.0155,   0.0015,   0.0000,   0.0000,   0.0000
B51017,1984,   6,   1,   0.0000,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,   2,   0.0000,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,   3,   0.0000,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,   4,   0.0004,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,   5,   0.0001,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,   6,   0.0000,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,   7,   0.0000,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,   8,   0.0000,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,   9,   0.0000,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,  10,   0.0001,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,  11,   0.0284,   0.0025,   0.0027,   0.0146,   0.0019,   0.0005,   0.0005,   0.0002
B51017,1984,   6,  12,   0.0184,   0.0010,   0.0007,   0.0146,   0.0019,   0.0003,   0.0003,   0.0001
B51017,1984,   6,  13,   0.0061,   0.0006,   0.0005,   0.0146,   0.0019,   0.0001,   0.0001,   0.0000
B51017,1984,   6,  14,   0.1063,   0.0088,   0.0057,   0.0146,   0.0019,   0.0019,   0.0018,   0.0006
B51017,1984,   6,  15,   0.0000,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,  16,   0.0108,   0.0008,   0.0006,   0.0146,   0.0019,   0.0002,   0.0002,   0.0001
B51017,1984,   6,  17,   0.0016,   0.0002,   0.0001,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,  18,   0.2950,   0.0321,   0.0193,   0.0146,   0.0019,   0.0053,   0.0049,   0.0017
B51017,1984,   6,  19,   0.0001,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,  20,   0.0000,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,  21,   0.0215,   0.0024,   0.0016,   0.0146,   0.0019,   0.0004,   0.0004,   0.0001
B51017,1984,   6,  22,   0.1220,   0.0128,   0.0080,   0.0146,   0.0019,   0.0022,   0.0020,   0.0007
B51017,1984,   6,  23,   0.0016,   0.0001,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,  24,   0.2008,   0.0258,   0.0167,   0.0146,   0.0019,   0.0036,   0.0034,   0.0011
B51017,1984,   6,  25,   0.6096,   0.0667,   0.0360,   0.0146,   0.0019,   0.0111,   0.0102,   0.0035
B51017,1984,   6,  26,   0.0010,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,  27,   0.0000,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,  28,   0.0005,   0.0000,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   6,  29,   0.0313,   0.0024,   0.0015,   0.0146,   0.0019,   0.0006,   0.0005,   0.0002
B51017,1984,   6,  30,   0.0007,   0.0001,   0.0000,   0.0146,   0.0019,   0.0000,   0.0000,   0.0000
B51017,1984,   7,   1,   1.1411,   0.0825,   0.0382,   0.0144,   0.0026,   0.0103,   0.0096,   0.0032
B51017,1984,   7,   2,   0.0035,   0.0002,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,   3,   0.0316,   0.0018,   0.0005,   0.0144,   0.0026,   0.0003,   0.0003,   0.0001
B51017,1984,   7,   4,   0.0000,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,   5,   0.1540,   0.0088,   0.0031,   0.0144,   0.0026,   0.0014,   0.0013,   0.0004
B51017,1984,   7,   6,   0.2035,   0.0108,   0.0046,   0.0144,   0.0026,   0.0018,   0.0017,   0.0006
B51017,1984,   7,   7,   0.9337,   0.0474,   0.0164,   0.0144,   0.0026,   0.0085,   0.0078,   0.0026
B51017,1984,   7,   8,   0.0000,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,   9,   0.0000,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,  10,   0.0107,   0.0008,   0.0003,   0.0144,   0.0026,   0.0001,   0.0001,   0.0000
B51017,1984,   7,  11,   0.4003,   0.0180,   0.0066,   0.0144,   0.0026,   0.0036,   0.0034,   0.0011
B51017,1984,   7,  12,   0.1850,   0.0074,   0.0025,   0.0144,   0.0026,   0.0017,   0.0016,   0.0005
B51017,1984,   7,  13,   0.0006,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,  14,   0.0000,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,  15,   0.0000,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,  16,   0.0002,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,  17,   0.0112,   0.0008,   0.0003,   0.0144,   0.0026,   0.0001,   0.0001,   0.0000
B51017,1984,   7,  18,   0.4306,   0.0459,   0.0268,   0.0144,   0.0026,   0.0039,   0.0036,   0.0012
B51017,1984,   7,  19,   0.0108,   0.0003,   0.0001,   0.0144,   0.0026,   0.0001,   0.0001,   0.0000
B51017,1984,   7,  20,   0.0000,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,  21,   1.9324,   0.1061,   0.0519,   0.0144,   0.0026,   0.0175,   0.0162,   0.0055
B51017,1984,   7,  22,   0.2870,   0.0129,   0.0046,   0.0144,   0.0026,   0.0026,   0.0024,   0.0008
B51017,1984,   7,  23,   0.0970,   0.0038,   0.0011,   0.0144,   0.0026,   0.0009,   0.0008,   0.0003
B51017,1984,   7,  24,   0.0000,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,  25,   0.0005,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,  26,   0.0872,   0.0052,   0.0016,   0.0144,   0.0026,   0.0008,   0.0007,   0.0002
B51017,1984,   7,  27,   0.3531,   0.0195,   0.0067,   0.0144,   0.0026,   0.0032,   0.0030,   0.0010
B51017,1984,   7,  28,   0.0036,   0.0001,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,  29,   0.0001,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,  30,   0.0000,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   7,  31,   0.0000,   0.0000,   0.0000,   0.0144,   0.0026,   0.0000,   0.0000,   0.0000
B51017,1984,   8,   1,   0.0003,   0.0000,   0.0000,   0.0139,   0.0023,   0.0000,   0.0000,   0.0000
B51017,1984,   8,   2,   0.2800,   0.0275,   0.0112,   0.0139,   0.0023,   0.0025,   0.0023,   0.0008
B51017,1984,   8,   3,   0.3166,   0.0281,   0.0118,   0.0139,   0.0023,   0.0029,   0.0027,   0.0009
B51017,1984,   8,   4,   0.0011,   0.0001,   0.0000,   0.0139,   0.0023,   0.0000,   0.0000,   0.0000
B51017,1984,   8,   5,   0.2213,   0.0142,   0.0049,   0.0139,   0.0023,   0.0020,   0.0019,   0.0006
B51017,1984,   8,   6,   0.1792,   0.0096,   0.0030,   0.0139,   0.0023,   0.0016,   0.0015,   0.0005
B51017,1984,   8,   7,   0.1362,   0.0066,   0.0020,   0.0139,   0.0023,   0.0012,   0.0011,   0.0004
B51017,1984,   8,   8,   0.0231,   0.0011,   0.0003,   0.0139,   0.0023,   0.0002,   0.0002,   0.0001
B51017,1984,   8,   9,   0.3746,   0.0231,   0.0081,   0.0139,   0.0023,   0.0034,   0.0031,   0.0011
B51017,1984,   8,  10,   0.1935,   0.0119,   0.0048,   0.0139,   0.0023,   0.0018,   0.0016,   0.0005
B51017,1984,   8,  11,   0.6823,   0.0364,   0.0168,   0.0139,   0.0023,   0.0062,   0.0057,   0.0019
B51017,1984,   8,  12,   1.8513,   0.0912,   0.0398,   0.0139,   0.0023,   0.0168,   0.0155,   0.0052
B51017,1984,   8,  13,   0.8289,   0.0326,   0.0102,   0.0139,   0.0023,   0.0075,   0.0070,   0.0023
B51017,1984,   8,  14,   0.7373,   0.0224,   0.0064,   0.0139,   0.0023,   0.0067,   0.0062,   0.0021
