seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51161,1984,   1,   1.4421,   0.0958,   0.0536,   0.4761,   0.0269,   0.0131,   0.0121,   0.0041
B51161,1984,   2,   4.7028,   0.1397,   0.1179,   0.4788,   0.0277,   0.0426,   0.0394,   0.0133
B51161,1984,   3,   4.5185,   0.3274,   0.2488,   0.4956,   0.0526,   0.0410,   0.0379,   0.0128
B51161,1984,   4,   3.9110,   0.2299,   0.1768,   0.6523,   0.0622,   0.0709,   0.0656,   0.0222
B51161,1984,   5,   4.7850,   0.2653,   0.2586,   0.6314,   0.0651,   0.0867,   0.0802,   0.0271
B51161,1984,   6,   1.4946,   0.1353,   0.1224,   0.5643,   0.0815,   0.0271,   0.0251,   0.0085
B51161,1984,   7,   5.1370,   0.3288,   0.1825,   0.6624,   0.0975,   0.0466,   0.0431,   0.0146
B51161,1984,   8,   6.2232,   0.3778,   0.2148,   0.5906,   0.0619,   0.0564,   0.0522,   0.0176
B51161,1984,   9,   1.1847,   0.0447,   0.0252,   0.6754,   0.0524,   0.0107,   0.0099,   0.0034
B51161,1984,  10,   2.4213,   0.0911,   0.0660,   0.6364,   0.0355,   0.0219,   0.0203,   0.0069
B51161,1984,  11,   2.4476,   0.1080,   0.0643,   0.4237,   0.0412,   0.0222,   0.0205,   0.0069
B51161,1984,  12,   1.5485,   0.0756,   0.0445,   0.4602,   0.0204,   0.0140,   0.0130,   0.0044
B51161,1985,   1,   2.4976,   0.1119,   0.0539,   0.4698,   0.0268,   0.0226,   0.0209,   0.0071
B51161,1985,   2,   3.6107,   0.1151,   0.0596,   0.4724,   0.0276,   0.0327,   0.0303,   0.0102
B51161,1985,   3,   1.5434,   0.1249,   0.0717,   0.4890,   0.0525,   0.0140,   0.0129,   0.0044
B51161,1985,   4,   1.8948,   0.1332,   0.1149,   0.6436,   0.0621,   0.0344,   0.0318,   0.0107
B51161,1985,   5,   5.9220,   0.4704,   0.3376,   0.6230,   0.0650,   0.1074,   0.0993,   0.0336
B51161,1985,   6,   2.1328,   0.1858,   0.1257,   0.5567,   0.0815,   0.0387,   0.0358,   0.0121
B51161,1985,   7,   4.5871,   0.3637,   0.1591,   0.6536,   0.0974,   0.0416,   0.0385,   0.0130
B51161,1985,   8,   8.1361,   0.4911,   0.2227,   0.5827,   0.0618,   0.0738,   0.0682,   0.0230
B51161,1985,   9,   0.9239,   0.0746,   0.0409,   0.6663,   0.0524,   0.0084,   0.0077,   0.0026
B51161,1985,  10,   3.4517,   0.2039,   0.1031,   0.6279,   0.0355,   0.0313,   0.0289,   0.0098
B51161,1985,  11,  10.5889,   0.2517,   0.1179,   0.4180,   0.0412,   0.0960,   0.0888,   0.0300
B51161,1985,  12,   0.8576,   0.0442,   0.0189,   0.4541,   0.0204,   0.0078,   0.0072,   0.0024
B51161,1986,   1,   1.0150,   0.0689,   0.0379,   0.4634,   0.0268,   0.0092,   0.0085,   0.0029
B51161,1986,   2,   2.8008,   0.2205,   0.1289,   0.4660,   0.0276,   0.0254,   0.0235,   0.0079
B51161,1986,   3,   1.5812,   0.1190,   0.0797,   0.4824,   0.0525,   0.0143,   0.0133,   0.0045
B51161,1986,   4,   1.3794,   0.1862,   0.1946,   0.6349,   0.0620,   0.0250,   0.0231,   0.0078
B51161,1986,   5,   4.1131,   0.3679,   0.2569,   0.6145,   0.0650,   0.0746,   0.0690,   0.0233
B51161,1986,   6,   0.6003,   0.0739,   0.0583,   0.5492,   0.0814,   0.0109,   0.0101,   0.0034
B51161,1986,   7,   3.1902,   0.3193,   0.1844,   0.6447,   0.0973,   0.0289,   0.0267,   0.0090
B51161,1986,   8,   5.3767,   0.4141,   0.1787,   0.5749,   0.0618,   0.0487,   0.0451,   0.0152
B51161,1986,   9,   3.4566,   0.1524,   0.0746,   0.6573,   0.0523,   0.0313,   0.0290,   0.0098
B51161,1986,  10,   2.5030,   0.1534,   0.0764,   0.6194,   0.0354,   0.0227,   0.0210,   0.0071
B51161,1986,  11,   4.1243,   0.2658,   0.1184,   0.4124,   0.0411,   0.0374,   0.0346,   0.0117
B51161,1986,  12,   4.9173,   0.2062,   0.0711,   0.4480,   0.0204,   0.0446,   0.0412,   0.0139
B51161,1987,   1,   4.0743,   0.1750,   0.0669,   0.4570,   0.0268,   0.0369,   0.0342,   0.0115
B51161,1987,   2,   3.4705,   0.1270,   0.0583,   0.4596,   0.0276,   0.0315,   0.0291,   0.0098
B51161,1987,   3,   4.5959,   0.3030,   0.1816,   0.4758,   0.0524,   0.0417,   0.0385,   0.0130
B51161,1987,   4,  10.1312,   0.4150,   0.3030,   0.6262,   0.0620,   0.1837,   0.1699,   0.0574
B51161,1987,   5,   2.2155,   0.2257,   0.1712,   0.6061,   0.0649,   0.0402,   0.0372,   0.0126
B51161,1987,   6,   1.6389,   0.1313,   0.0914,   0.5417,   0.0813,   0.0297,   0.0275,   0.0093
B51161,1987,   7,   3.6489,   0.2458,   0.1198,   0.6359,   0.0973,   0.0331,   0.0306,   0.0103
B51161,1987,   8,   1.5318,   0.1404,   0.0743,   0.5670,   0.0617,   0.0139,   0.0128,   0.0043
B51161,1987,   9,   9.4509,   0.2678,   0.1361,   0.6483,   0.0523,   0.0857,   0.0792,   0.0268
B51161,1987,  10,   1.2295,   0.0838,   0.0520,   0.6110,   0.0354,   0.0111,   0.0103,   0.0035
B51161,1987,  11,   3.8663,   0.1353,   0.0698,   0.4067,   0.0411,   0.0350,   0.0324,   0.0110
B51161,1987,  12,   2.5094,   0.0900,   0.0447,   0.4418,   0.0204,   0.0227,   0.0210,   0.0071
B51161,1988,   1,   1.9249,   0.0882,   0.0372,   0.4507,   0.0268,   0.0174,   0.0161,   0.0055
B51161,1988,   2,   1.1990,   0.0639,   0.0434,   0.4532,   0.0276,   0.0109,   0.0101,   0.0034
B51161,1988,   3,   1.1306,   0.0805,   0.0630,   0.4692,   0.0524,   0.0102,   0.0095,   0.0032
B51161,1988,   4,   3.5434,   0.2280,   0.1581,   0.6175,   0.0619,   0.0642,   0.0594,   0.0201
B51161,1988,   5,   2.5749,   0.2015,   0.1481,   0.5977,   0.0648,   0.0467,   0.0432,   0.0146
B51161,1988,   6,   3.1880,   0.2954,   0.1993,   0.5341,   0.0812,   0.0578,   0.0535,   0.0181
B51161,1988,   7,   4.4203,   0.2857,   0.1288,   0.6270,   0.0972,   0.0401,   0.0371,   0.0125
B51161,1988,   8,   4.2314,   0.3091,   0.1653,   0.5591,   0.0617,   0.0384,   0.0355,   0.0120
B51161,1988,   9,   3.1619,   0.1776,   0.0917,   0.6393,   0.0522,   0.0287,   0.0265,   0.0090
B51161,1988,  10,   1.2429,   0.0757,   0.0466,   0.6025,   0.0354,   0.0113,   0.0104,   0.0035
B51161,1988,  11,   2.8316,   0.1205,   0.0618,   0.4011,   0.0410,   0.0257,   0.0237,   0.0080
B51161,1988,  12,   1.2927,   0.0645,   0.0265,   0.4357,   0.0203,   0.0117,   0.0108,   0.0037
B51161,1989,   1,   1.6554,   0.0972,   0.0630,   0.4443,   0.0267,   0.0150,   0.0139,   0.0047
B51161,1989,   2,   2.1475,   0.1390,   0.0904,   0.4468,   0.0275,   0.0195,   0.0180,   0.0061
B51161,1989,   3,   3.0555,   0.2690,   0.1630,   0.4625,   0.0523,   0.0277,   0.0256,   0.0087
