seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51091,1984,  43.4087,   2.5775,   1.2526,   5.8913,   0.6642,   0.4782,   0.4424,   0.1494
A51091,1985,  48.6035,   3.0293,   1.3611,   5.8058,   0.6649,   0.5290,   0.4893,   0.1653
A51091,1986,  37.0156,   3.1925,   1.5524,   5.7203,   0.6656,   0.4275,   0.3954,   0.1336
A51091,1987,  40.3450,   2.6486,   1.3267,   5.6348,   0.6663,   0.4771,   0.4413,   0.1491
A51091,1988,  30.4241,   2.2767,   1.0660,   5.5493,   0.6669,   0.3468,   0.3208,   0.1084
A51091,1989,  51.9556,   3.2588,   1.7957,   5.4638,   0.6676,   0.6241,   0.5773,   0.1950
A51091,1990,  45.3241,   2.6371,   1.5544,   5.3783,   0.6683,   0.5116,   0.4732,   0.1599
A51091,1991,  38.8358,   2.3567,   1.1276,   5.2928,   0.6690,   0.4107,   0.3799,   0.1283
A51091,1992,  42.6416,   2.7678,   1.4335,   5.2073,   0.6697,   0.5079,   0.4698,   0.1587
A51091,1993,  44.3057,   2.8897,   1.5222,   5.1218,   0.6703,   0.4930,   0.4561,   0.1541
A51091,1994,  44.4706,   2.5462,   1.4833,   5.0363,   0.6710,   0.4906,   0.4538,   0.1533
A51091,1995,  40.7433,   2.5812,   1.6031,   4.9508,   0.6717,   0.4964,   0.4592,   0.1551
A51091,1996,  61.2356,   3.6914,   2.0357,   4.8653,   0.6724,   0.7090,   0.6558,   0.2215
A51091,1997,  39.3681,   2.5241,   1.3301,   4.7798,   0.6731,   0.4419,   0.4088,   0.1381
A51091,1998,  41.5575,   2.5635,   1.4409,   4.6943,   0.6737,   0.5120,   0.4736,   0.1600
A51091,1999,  37.1417,   2.1694,   1.1653,   4.6088,   0.6744,   0.3943,   0.3647,   0.1232
A51091,2000,  40.6041,   2.2526,   1.2721,   4.5233,   0.6751,   0.4927,   0.4557,   0.1540
A51091,2001,  35.2762,   2.0858,   1.2551,   4.4378,   0.6758,   0.4245,   0.3927,   0.1327
A51091,2002,  48.4204,   2.5047,   1.5976,   4.3523,   0.6765,   0.5679,   0.5253,   0.1775
A51091,2003,  59.1371,   2.7396,   1.9048,   4.2668,   0.6771,   0.7086,   0.6555,   0.2214
A51091,2004,  45.6223,   1.9359,   1.3874,   4.1813,   0.6778,   0.5439,   0.5031,   0.1700
A51091,2005,  38.4672,   1.8321,   1.4555,   4.0958,   0.6785,   0.4323,   0.3999,   0.1351
