seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B54071,1984,   1,   1.6716,   0.1498,   0.0543,   0.6465,   0.0353,   0.0152,   0.0140,   0.0047
B54071,1984,   2,   4.5349,   0.1717,   0.0896,   0.5770,   0.0539,   0.0411,   0.0380,   0.0128
B54071,1984,   3,   4.8123,   0.3896,   0.1792,   0.5776,   0.0735,   0.0436,   0.0404,   0.0136
B54071,1984,   4,   4.7502,   0.3736,   0.2060,   0.5463,   0.1027,   0.0861,   0.0797,   0.0269
B54071,1984,   5,   2.9843,   0.2241,   0.1593,   0.5806,   0.0937,   0.0541,   0.0500,   0.0169
B54071,1984,   6,   2.1474,   0.2060,   0.1286,   0.5417,   0.1486,   0.0389,   0.0360,   0.0122
B54071,1984,   7,   5.5945,   0.3887,   0.1605,   0.6373,   0.2071,   0.0507,   0.0469,   0.0158
B54071,1984,   8,   5.4757,   0.4077,   0.1636,   0.5678,   0.1436,   0.0496,   0.0459,   0.0155
B54071,1984,   9,   1.6709,   0.1010,   0.0440,   0.5558,   0.1180,   0.0151,   0.0140,   0.0047
B54071,1984,  10,   3.1565,   0.1919,   0.0861,   0.5116,   0.0918,   0.0286,   0.0265,   0.0089
B54071,1984,  11,   3.3394,   0.1720,   0.0718,   0.4551,   0.0925,   0.0303,   0.0280,   0.0095
B54071,1984,  12,   2.4217,   0.0991,   0.0396,   0.5851,   0.0231,   0.0220,   0.0203,   0.0069
B54071,1985,   1,   2.2641,   0.1883,   0.0666,   0.6349,   0.0351,   0.0205,   0.0190,   0.0064
B54071,1985,   2,   2.4758,   0.1397,   0.0497,   0.5667,   0.0537,   0.0224,   0.0208,   0.0070
B54071,1985,   3,   2.3407,   0.2071,   0.0866,   0.5672,   0.0732,   0.0212,   0.0196,   0.0066
B54071,1985,   4,   1.5278,   0.1904,   0.1388,   0.5365,   0.1022,   0.0277,   0.0256,   0.0087
B54071,1985,   5,   7.3303,   0.8163,   0.4520,   0.5702,   0.0932,   0.1329,   0.1229,   0.0415
