seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42009,1984,   1,   1.3115,   0.1588,   0.0612,   0.6043,   0.0236,   0.0119,   0.0110,   0.0037
B42009,1984,   2,   4.2541,   0.2797,   0.1230,   0.5396,   0.0298,   0.0386,   0.0357,   0.0121
B42009,1984,   3,   4.7635,   0.5797,   0.2373,   0.6161,   0.0621,   0.0432,   0.0399,   0.0135
B42009,1984,   4,   5.0799,   0.4710,   0.3004,   0.6591,   0.0755,   0.0921,   0.0852,   0.0288
B42009,1984,   5,   4.0031,   0.4621,   0.2858,   0.6673,   0.0854,   0.0726,   0.0671,   0.0227
B42009,1984,   6,   2.9605,   0.3529,   0.2409,   0.7192,   0.1386,   0.0537,   0.0496,   0.0168
B42009,1984,   7,   4.2957,   0.4290,   0.2141,   0.8300,   0.1256,   0.0389,   0.0360,   0.0122
B42009,1984,   8,   5.9762,   0.6253,   0.2313,   0.5824,   0.1234,   0.0542,   0.0501,   0.0169
B42009,1984,   9,   2.0065,   0.2277,   0.1033,   0.6286,   0.0771,   0.0182,   0.0168,   0.0057
B42009,1984,  10,   2.5486,   0.2572,   0.1107,   0.6307,   0.0538,   0.0231,   0.0214,   0.0072
B42009,1984,  11,   3.5456,   0.2214,   0.0872,   0.4878,   0.0430,   0.0321,   0.0297,   0.0100
B42009,1984,  12,   2.9992,   0.2531,   0.0847,   0.5131,   0.0174,   0.0272,   0.0251,   0.0085
B42009,1985,   1,   1.7828,   0.2165,   0.0778,   0.5959,   0.0236,   0.0162,   0.0149,   0.0051
B42009,1985,   2,   2.9809,   0.2431,   0.0801,   0.5321,   0.0298,   0.0270,   0.0250,   0.0084
B42009,1985,   3,   4.6123,   0.3444,   0.1448,   0.6075,   0.0620,   0.0418,   0.0387,   0.0131
B42009,1985,   4,   1.7219,   0.1560,   0.1011,   0.6500,   0.0755,   0.0312,   0.0289,   0.0098
B42009,1985,   5,   5.0566,   0.5051,   0.3095,   0.6581,   0.0854,   0.0917,   0.0848,   0.0286
B42009,1985,   6,   2.2977,   0.2541,   0.1587,   0.7092,   0.1385,   0.0417,   0.0385,   0.0130
B42009,1985,   7,   4.8533,   0.4775,   0.2078,   0.8185,   0.1255,   0.0440,   0.0407,   0.0137
B42009,1985,   8,   2.4978,   0.3237,   0.1339,   0.5743,   0.1233,   0.0226,   0.0209,   0.0071
B42009,1985,   9,   0.3427,   0.0358,   0.0181,   0.6199,   0.0771,   0.0031,   0.0029,   0.0010
B42009,1985,  10,   3.9004,   0.3016,   0.1325,   0.6220,   0.0538,   0.0354,   0.0327,   0.0110
B42009,1985,  11,  10.4144,   0.5257,   0.1975,   0.4810,   0.0430,   0.0944,   0.0873,   0.0295
B42009,1985,  12,   1.2650,   0.1077,   0.0355,   0.5060,   0.0173,   0.0115,   0.0106,   0.0036
B42009,1986,   1,   1.6595,   0.1657,   0.0590,   0.5876,   0.0236,   0.0150,   0.0139,   0.0047
B42009,1986,   2,   4.3218,   0.3951,   0.1363,   0.5247,   0.0298,   0.0392,   0.0362,   0.0122
B42009,1986,   3,   2.5265,   0.2437,   0.0963,   0.5990,   0.0620,   0.0229,   0.0212,   0.0072
B42009,1986,   4,   2.5644,   0.3864,   0.2663,   0.6409,   0.0754,   0.0465,   0.0430,   0.0145
B42009,1986,   5,   2.5479,   0.2954,   0.1740,   0.6489,   0.0853,   0.0462,   0.0427,   0.0144
B42009,1986,   6,   2.5677,   0.3242,   0.1932,   0.6993,   0.1384,   0.0466,   0.0431,   0.0145
B42009,1986,   7,   3.6124,   0.4160,   0.1832,   0.8071,   0.1254,   0.0327,   0.0303,   0.0102
B42009,1986,   8,   1.6857,   0.2231,   0.1015,   0.5663,   0.1232,   0.0153,   0.0141,   0.0048
B42009,1986,   9,   2.3268,   0.1978,   0.0918,   0.6112,   0.0770,   0.0211,   0.0195,   0.0066
B42009,1986,  10,   3.1812,   0.2907,   0.1256,   0.6133,   0.0537,   0.0288,   0.0267,   0.0090
B42009,1986,  11,   4.6290,   0.3659,   0.1182,   0.4743,   0.0430,   0.0420,   0.0388,   0.0131
B42009,1986,  12,   3.1445,   0.2270,   0.0660,   0.4989,   0.0173,   0.0285,   0.0264,   0.0089
B42009,1987,   1,   3.0223,   0.2248,   0.0734,   0.5792,   0.0236,   0.0274,   0.0253,   0.0086
B42009,1987,   2,   0.9642,   0.0889,   0.0285,   0.5172,   0.0298,   0.0087,   0.0081,   0.0027
B42009,1987,   3,   2.6590,   0.3019,   0.1449,   0.5905,   0.0619,   0.0241,   0.0223,   0.0075
B42009,1987,   4,   6.0772,   0.4836,   0.2768,   0.6317,   0.0754,   0.1102,   0.1019,   0.0344
B42009,1987,   5,   3.1179,   0.3615,   0.1983,   0.6397,   0.0853,   0.0565,   0.0523,   0.0177
B42009,1987,   6,   2.5892,   0.3201,   0.2108,   0.6894,   0.1383,   0.0469,   0.0434,   0.0147
B42009,1987,   7,   2.3432,   0.2600,   0.1149,   0.7956,   0.1253,   0.0212,   0.0196,   0.0066
B42009,1987,   8,   2.5253,   0.3115,   0.1461,   0.5582,   0.1231,   0.0229,   0.0212,   0.0072
B42009,1987,   9,   5.0423,   0.4194,   0.1764,   0.6026,   0.0770,   0.0457,   0.0423,   0.0143
B42009,1987,  10,   1.5977,   0.1854,   0.0865,   0.6045,   0.0537,   0.0145,   0.0134,   0.0045
B42009,1987,  11,   2.9102,   0.1933,   0.0829,   0.4675,   0.0429,   0.0264,   0.0244,   0.0082
B42009,1987,  12,   2.5481,   0.2211,   0.0739,   0.4918,   0.0173,   0.0231,   0.0214,   0.0072
B42009,1988,   1,   2.2694,   0.1328,   0.0356,   0.5709,   0.0236,   0.0206,   0.0190,   0.0064
B42009,1988,   2,   2.2653,   0.2008,   0.0678,   0.5097,   0.0298,   0.0205,   0.0190,   0.0064
B42009,1988,   3,   2.4505,   0.2800,   0.1284,   0.5820,   0.0619,   0.0222,   0.0205,   0.0069
B42009,1988,   4,   2.7448,   0.3881,   0.2455,   0.6226,   0.0753,   0.0498,   0.0460,   0.0156
B42009,1988,   5,   5.7954,   0.5278,   0.3155,   0.6304,   0.0852,   0.1051,   0.0972,   0.0328
B42009,1988,   6,   1.5754,   0.1670,   0.1062,   0.6794,   0.1382,   0.0286,   0.0264,   0.0089
B42009,1988,   7,   4.0249,   0.3439,   0.1307,   0.7841,   0.1252,   0.0365,   0.0337,   0.0114
B42009,1988,   8,   3.0009,   0.2877,   0.1078,   0.5502,   0.1231,   0.0272,   0.0252,   0.0085
B42009,1988,   9,   3.9793,   0.2699,   0.1063,   0.5939,   0.0769,   0.0361,   0.0334,   0.0113
B42009,1988,  10,   1.1544,   0.1102,   0.0454,   0.5958,   0.0537,   0.0105,   0.0097,   0.0033
B42009,1988,  11,   3.5886,   0.2190,   0.0911,   0.4608,   0.0429,   0.0325,   0.0301,   0.0102
B42009,1988,  12,   1.3724,   0.1367,   0.0419,   0.4847,   0.0173,   0.0124,   0.0115,   0.0039
B42009,1989,   1,   2.4630,   0.1958,   0.0845,   0.5625,   0.0236,   0.0223,   0.0207,   0.0070
B42009,1989,   2,   2.6067,   0.1912,   0.0865,   0.5023,   0.0297,   0.0236,   0.0219,   0.0074
B42009,1989,   3,   4.4411,   0.3999,   0.2091,   0.5735,   0.0618,   0.0403,   0.0372,   0.0126
B42009,1989,   4,   1.6484,   0.2451,   0.1544,   0.6135,   0.0753,   0.0299,   0.0276,   0.0093
B42009,1989,   5,   6.2565,   0.6214,   0.3773,   0.6212,   0.0851,   0.1134,   0.1049,   0.0354
B42009,1989,   6,   6.7638,   0.6266,   0.4404,   0.6695,   0.1381,   0.1226,   0.1134,   0.0383
B42009,1989,   7,  10.4917,   0.9004,   0.4445,   0.7726,   0.1251,   0.0951,   0.0880,   0.0297
B42009,1989,   8,   1.1427,   0.1412,   0.0766,   0.5421,   0.1230,   0.0104,   0.0096,   0.0032
B42009,1989,   9,   3.7386,   0.4007,   0.2016,   0.5852,   0.0769,   0.0339,   0.0313,   0.0106
B42009,1989,  10,   3.9220,   0.2569,   0.1268,   0.5871,   0.0536,   0.0356,   0.0329,   0.0111
B42009,1989,  11,   2.7550,   0.2158,   0.1240,   0.4541,   0.0429,   0.0250,   0.0231,   0.0078
B42009,1989,  12,   1.0429,   0.1306,   0.0527,   0.4776,   0.0173,   0.0095,   0.0087,   0.0030
B42009,1990,   1,   3.3383,   0.2404,   0.1192,   0.5542,   0.0235,   0.0303,   0.0280,   0.0095
B42009,1990,   2,   1.7409,   0.1470,   0.0831,   0.4948,   0.0297,   0.0158,   0.0146,   0.0049
B42009,1990,   3,   1.2664,   0.1490,   0.0862,   0.5650,   0.0618,   0.0115,   0.0106,   0.0036
B42009,1990,   4,   1.9725,   0.2463,   0.1600,   0.6044,   0.0752,   0.0358,   0.0331,   0.0112
B42009,1990,   5,   5.5519,   0.5155,   0.3502,   0.6120,   0.0851,   0.1007,   0.0931,   0.0315
B42009,1990,   6,   1.9810,   0.1719,   0.1169,   0.6595,   0.1380,   0.0359,   0.0332,   0.0112
B42009,1990,   7,   4.5120,   0.3575,   0.1903,   0.7612,   0.1250,   0.0409,   0.0378,   0.0128
B42009,1990,   8,   5.2233,   0.4378,   0.2096,   0.5341,   0.1229,   0.0473,   0.0438,   0.0148
B42009,1990,   9,   3.6073,   0.2683,   0.1185,   0.5765,   0.0768,   0.0327,   0.0302,   0.0102
B42009,1990,  10,   6.7351,   0.3376,   0.1878,   0.5784,   0.0536,   0.0611,   0.0565,   0.0191
B42009,1990,  11,   1.4615,   0.1024,   0.0418,   0.4473,   0.0429,   0.0132,   0.0123,   0.0041
B42009,1990,  12,   6.2888,   0.3213,   0.1097,   0.4705,   0.0173,   0.0570,   0.0527,   0.0178
B42009,1991,   1,   2.5198,   0.2208,   0.0776,   0.5458,   0.0235,   0.0228,   0.0211,   0.0071
B42009,1991,   2,   1.8855,   0.1745,   0.0866,   0.4874,   0.0297,   0.0171,   0.0158,   0.0053
B42009,1991,   3,   3.8023,   0.3798,   0.1991,   0.5565,   0.0618,   0.0345,   0.0319,   0.0108
B42009,1991,   4,   2.5050,   0.2493,   0.1599,   0.5953,   0.0752,   0.0454,   0.0420,   0.0142
B42009,1991,   5,   1.8101,   0.2165,   0.1317,   0.6028,   0.0850,   0.0328,   0.0304,   0.0103
B42009,1991,   6,   1.4475,   0.1741,   0.1010,   0.6496,   0.1379,   0.0262,   0.0243,   0.0082
B42009,1991,   7,   2.5937,   0.3440,   0.1868,   0.7497,   0.1249,   0.0235,   0.0217,   0.0073
B42009,1991,   8,   2.2580,   0.2534,   0.1021,   0.5260,   0.1228,   0.0205,   0.0189,   0.0064
B42009,1991,   9,   1.5864,   0.1359,   0.0610,   0.5678,   0.0768,   0.0144,   0.0133,   0.0045
B42009,1991,  10,   1.1264,   0.1075,   0.0594,   0.5697,   0.0535,   0.0102,   0.0094,   0.0032
B42009,1991,  11,   3.0931,   0.1243,   0.0463,   0.4406,   0.0428,   0.0280,   0.0259,   0.0088
B42009,1991,  12,   2.8926,   0.1776,   0.0566,   0.4634,   0.0173,   0.0262,   0.0243,   0.0082
B42009,1992,   1,   1.6944,   0.1507,   0.0589,   0.5375,   0.0235,   0.0154,   0.0142,   0.0048
B42009,1992,   2,   2.1341,   0.2153,   0.1031,   0.4799,   0.0297,   0.0193,   0.0179,   0.0060
B42009,1992,   3,   4.0397,   0.3813,   0.1805,   0.5480,   0.0617,   0.0366,   0.0339,   0.0114
B42009,1992,   4,   1.9013,   0.2066,   0.1517,   0.5862,   0.0751,   0.0345,   0.0319,   0.0108
B42009,1992,   5,   3.1006,   0.2864,   0.1657,   0.5936,   0.0849,   0.0562,   0.0520,   0.0176
B42009,1992,   6,   1.9155,   0.1677,   0.0938,   0.6397,   0.1378,   0.0347,   0.0321,   0.0109
B42009,1992,   7,   5.2603,   0.5045,   0.2590,   0.7382,   0.1248,   0.0477,   0.0441,   0.0149
B42009,1992,   8,   3.2805,   0.3247,   0.1661,   0.5180,   0.1227,   0.0297,   0.0275,   0.0093
B42009,1992,   9,   3.3088,   0.2623,   0.1348,   0.5591,   0.0767,   0.0300,   0.0277,   0.0094
B42009,1992,  10,   0.7490,   0.0708,   0.0378,   0.5610,   0.0535,   0.0068,   0.0063,   0.0021
