seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A42011,1984,  51.3336,   4.7859,   2.8460,   6.9552,   3.4815,   0.6269,   0.5798,   0.1959
A42011,1985,  39.4747,   3.4383,   1.7951,   6.8394,   3.4933,   0.4457,   0.4123,   0.1393
A42011,1986,  44.4841,   4.2191,   2.0890,   6.7236,   3.5051,   0.4698,   0.4346,   0.1468
A42011,1987,  41.0440,   3.9385,   2.0694,   6.6078,   3.5170,   0.4609,   0.4263,   0.1440
A42011,1988,  42.3125,   3.4813,   1.7511,   6.4920,   3.5288,   0.4783,   0.4424,   0.1495
A42011,1989,  48.5198,   4.0515,   2.4937,   6.3761,   3.5407,   0.6122,   0.5663,   0.1913
A42011,1990,  48.6378,   3.9270,   2.5682,   6.2603,   3.5525,   0.5521,   0.5107,   0.1725
A42011,1991,  36.3392,   3.3373,   2.0159,   6.1445,   3.5643,   0.3968,   0.3670,   0.1240
A42011,1992,  42.0659,   3.3995,   2.0380,   6.0287,   3.5762,   0.4798,   0.4438,   0.1499
A42011,1993,  51.4773,   4.1581,   2.4627,   5.9129,   3.5880,   0.5870,   0.5430,   0.1834
A42011,1994,  48.4165,   4.1322,   2.9402,   5.7970,   3.5999,   0.5372,   0.4969,   0.1679
A42011,1995,  38.2648,   2.9000,   1.8845,   5.6812,   3.6117,   0.4242,   0.3924,   0.1326
A42011,1996,  60.8661,   4.5552,   3.1605,   5.5654,   3.6235,   0.6865,   0.6350,   0.2145
A42011,1997,  34.7000,   2.9253,   1.7094,   5.4496,   3.6354,   0.3823,   0.3536,   0.1195
A42011,1998,  45.8700,   3.9117,   2.6486,   5.3338,   3.6472,   0.5751,   0.5319,   0.1797
A42011,1999,  44.0981,   2.8086,   1.8115,   5.2179,   3.6591,   0.4657,   0.4308,   0.1455
A42011,2000,  44.8406,   3.1160,   2.0631,   5.1021,   3.6709,   0.5336,   0.4936,   0.1667
A42011,2001,  36.8972,   3.0445,   2.2998,   4.9863,   3.6827,   0.4296,   0.3974,   0.1343
A42011,2002,  47.6683,   3.1095,   2.4349,   4.8705,   3.6946,   0.5607,   0.5186,   0.1752
A42011,2003,  59.7263,   3.3851,   3.0552,   4.7547,   3.7064,   0.6922,   0.6403,   0.2163
A42011,2004,  58.4512,   3.6942,   3.3076,   4.6388,   3.7183,   0.6632,   0.6135,   0.2072
A42011,2005,  48.9995,   2.6480,   2.4118,   4.5230,   3.7301,   0.5319,   0.4920,   0.1662
