seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51015,1984,   1,   1.2775,   0.0791,   0.0300,   0.4994,   0.0361,   0.0116,   0.0107,   0.0036
B51015,1984,   2,   5.0846,   0.1369,   0.0811,   0.4861,   0.0524,   0.0461,   0.0426,   0.0144
B51015,1984,   3,   5.6024,   0.3477,   0.1683,   0.5728,   0.0836,   0.0508,   0.0470,   0.0159
B51015,1984,   4,   6.0626,   0.4080,   0.2549,   0.5440,   0.1416,   0.1099,   0.1017,   0.0343
B51015,1984,   5,   4.1715,   0.2854,   0.2015,   0.6030,   0.1282,   0.0756,   0.0700,   0.0236
B51015,1984,   6,   1.8014,   0.1902,   0.1222,   0.4943,   0.1775,   0.0327,   0.0302,   0.0102
B51015,1984,   7,   5.6369,   0.3644,   0.1610,   0.6069,   0.3512,   0.0511,   0.0473,   0.0160
B51015,1984,   8,   7.8450,   0.4652,   0.1818,   0.5636,   0.2508,   0.0711,   0.0658,   0.0222
B51015,1984,   9,   1.0530,   0.0589,   0.0275,   0.6621,   0.1505,   0.0095,   0.0088,   0.0030
B51015,1984,  10,   3.9789,   0.1696,   0.0774,   0.6154,   0.0976,   0.0361,   0.0334,   0.0113
B51015,1984,  11,   3.2816,   0.1244,   0.0514,   0.4075,   0.0978,   0.0297,   0.0275,   0.0093
B51015,1984,  12,   1.9431,   0.1053,   0.0430,   0.4395,   0.0164,   0.0176,   0.0163,   0.0055
B51015,1985,   1,   2.1258,   0.1239,   0.0427,   0.4933,   0.0362,   0.0193,   0.0178,   0.0060
B51015,1985,   2,   3.2185,   0.1263,   0.0397,   0.4801,   0.0525,   0.0292,   0.0270,   0.0091
B51015,1985,   3,   1.7022,   0.1569,   0.0662,   0.5658,   0.0837,   0.0154,   0.0143,   0.0048
B51015,1985,   4,   1.3550,   0.1662,   0.1223,   0.5374,   0.1417,   0.0246,   0.0227,   0.0077
