seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A36053,1984,  45.9638,   4.4507,   2.6783,   5.3903,   1.6524,   0.5485,   0.5074,   0.1714
A36053,1985,  39.8547,   4.3213,   2.4568,   5.3121,   1.6459,   0.4451,   0.4117,   0.1391
A36053,1986,  44.0044,   4.8154,   2.6547,   5.2339,   1.6393,   0.5000,   0.4625,   0.1563
A36053,1987,  36.1261,   3.9986,   2.2669,   5.1558,   1.6328,   0.4158,   0.3846,   0.1299
A36053,1988,  35.9823,   3.8528,   2.0852,   5.0776,   1.6263,   0.3866,   0.3576,   0.1208
A36053,1989,  41.9057,   4.1813,   2.4504,   4.9994,   1.6198,   0.5027,   0.4650,   0.1571
A36053,1990,  50.9689,   4.9286,   2.9634,   4.9212,   1.6132,   0.5914,   0.5471,   0.1848
A36053,1991,  39.1594,   4.1144,   2.1811,   4.8430,   1.6067,   0.4484,   0.4147,   0.1401
A36053,1992,  47.2548,   4.4866,   2.7395,   4.7648,   1.6002,   0.5354,   0.4952,   0.1673
A36053,1993,  45.3884,   4.4205,   2.4756,   4.6866,   1.5937,   0.5311,   0.4913,   0.1660
A36053,1994,  46.5268,   4.3360,   2.9065,   4.6084,   1.5872,   0.5466,   0.5057,   0.1708
A36053,1995,  36.0281,   3.7229,   2.5262,   4.5302,   1.5806,   0.4019,   0.3718,   0.1256
A36053,1996,  51.2427,   4.7227,   2.9643,   4.4520,   1.5741,   0.6072,   0.5617,   0.1898
A36053,1997,  37.4895,   3.8811,   2.3106,   4.3738,   1.5676,   0.4279,   0.3958,   0.1337
A36053,1998,  42.7040,   3.8737,   2.4328,   4.2956,   1.5611,   0.5103,   0.4721,   0.1595
A36053,1999,  39.2151,   3.2184,   1.8806,   4.2175,   1.5546,   0.4204,   0.3889,   0.1314
A36053,2000,  52.1359,   5.0151,   3.3407,   4.1392,   1.5480,   0.6596,   0.6101,   0.2061
A36053,2001,  39.5192,   3.6408,   2.3945,   4.0611,   1.5415,   0.4508,   0.4170,   0.1409
A36053,2002,  51.1769,   4.4416,   3.1515,   3.9829,   1.5350,   0.6130,   0.5670,   0.1915
A36053,2003,  53.9128,   4.1334,   3.1156,   3.9047,   1.5285,   0.6069,   0.5614,   0.1896
A36053,2004,  50.9226,   3.3966,   2.7231,   3.8265,   1.5219,   0.5724,   0.5295,   0.1789
A36053,2005,  49.6597,   2.7256,   2.1923,   3.7483,   1.5154,   0.5406,   0.5000,   0.1689
