seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51023,1984,  46.3469,   2.5527,   1.3666,   6.2906,   0.5770,   0.5205,   0.4814,   0.1626
B51023,1985,  47.0295,   2.5969,   1.1372,   6.2139,   0.5771,   0.5123,   0.4739,   0.1601
B51023,1986,  34.9769,   2.6242,   1.2697,   6.1372,   0.5772,   0.3693,   0.3416,   0.1154
B51023,1987,  54.1413,   2.7212,   1.3263,   6.0605,   0.5773,   0.6432,   0.5949,   0.2010
B51023,1988,  32.6535,   2.1517,   1.0328,   5.9838,   0.5774,   0.3846,   0.3558,   0.1202
B51023,1989,  53.6182,   3.1118,   1.8259,   5.9071,   0.5775,   0.6608,   0.6112,   0.2065
B51023,1990,  54.0674,   2.5608,   1.6477,   5.8304,   0.5776,   0.6086,   0.5629,   0.1902
B51023,1991,  38.8609,   2.1762,   1.0960,   5.7537,   0.5777,   0.4222,   0.3905,   0.1319
B51023,1992,  47.8105,   2.4384,   1.2681,   5.6770,   0.5778,   0.5713,   0.5285,   0.1785
B51023,1993,  48.5422,   2.8486,   1.5734,   5.6003,   0.5779,   0.5504,   0.5092,   0.1720
B51023,1994,  46.4324,   2.5157,   1.5694,   5.5236,   0.5780,   0.5004,   0.4628,   0.1564
B51023,1995,  52.8968,   2.7810,   1.7155,   5.4469,   0.5781,   0.6673,   0.6173,   0.2085
B51023,1996,  57.9347,   3.2132,   1.8480,   5.3702,   0.5782,   0.6513,   0.6024,   0.2035
B51023,1997,  38.2881,   2.4620,   1.3462,   5.2935,   0.5783,   0.4387,   0.4058,   0.1371
B51023,1998,  48.9912,   2.4849,   1.4407,   5.2167,   0.5784,   0.5838,   0.5400,   0.1824
B51023,1999,  40.1041,   1.9180,   1.0731,   5.1401,   0.5785,   0.4202,   0.3887,   0.1313
B51023,2000,  41.5059,   2.3242,   1.3820,   5.0634,   0.5786,   0.4897,   0.4530,   0.1530
B51023,2001,  31.6730,   1.8543,   1.1151,   4.9866,   0.5787,   0.3785,   0.3501,   0.1183
B51023,2002,  38.0751,   1.7930,   1.0973,   4.9099,   0.5788,   0.4081,   0.3775,   0.1275
B51023,2003,  67.6294,   2.9913,   2.0508,   4.8332,   0.5789,   0.8226,   0.7609,   0.2571
B51023,2004,  45.1787,   1.7439,   1.1705,   4.7565,   0.5790,   0.5242,   0.4848,   0.1638
B51023,2005,  40.4492,   1.6103,   1.1142,   4.6798,   0.5791,   0.4334,   0.4009,   0.1354
