seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51113,1984,  46.9455,   2.8043,   1.3399,   9.0848,   1.7080,   0.5211,   0.4821,   0.1629
B51113,1985,  46.1132,   3.0911,   1.3053,   8.8879,   1.7109,   0.4993,   0.4619,   0.1560
B51113,1986,  34.9151,   3.1248,   1.3932,   8.6909,   1.7139,   0.3639,   0.3366,   0.1137
B51113,1987,  46.7272,   3.1971,   1.3908,   8.4940,   1.7168,   0.5497,   0.5085,   0.1718
B51113,1988,  34.0057,   2.7479,   1.3390,   8.2971,   1.7198,   0.4011,   0.3710,   0.1253
B51113,1989,  47.0401,   2.5785,   2.0049,   8.1002,   1.7227,   0.5754,   0.5323,   0.1798
B51113,1990,  48.4147,   2.0017,   1.5803,   7.9032,   1.7256,   0.5475,   0.5064,   0.1711
B51113,1991,  37.3451,   1.8154,   1.3126,   7.7063,   1.7286,   0.4111,   0.3802,   0.1285
B51113,1992,  47.5203,   1.6594,   1.2101,   7.5093,   1.7315,   0.5419,   0.5012,   0.1693
B51113,1993,  48.2201,   2.1816,   1.6502,   7.3124,   1.7344,   0.5354,   0.4953,   0.1673
B51113,1994,  49.3656,   2.3456,   1.8690,   7.1155,   1.7374,   0.5285,   0.4889,   0.1652
B51113,1995,  47.7806,   2.9302,   1.7637,   6.9185,   1.7403,   0.5749,   0.5318,   0.1797
B51113,1996,  66.0568,   3.7877,   1.9808,   6.7216,   1.7432,   0.7178,   0.6640,   0.2243
B51113,1997,  45.7871,   2.1791,   1.5812,   6.5246,   1.7462,   0.4840,   0.4477,   0.1513
B51113,1998,  45.8147,   2.0090,   1.6367,   6.3277,   1.7491,   0.5467,   0.5057,   0.1708
B51113,1999,  41.0240,   1.6694,   1.2621,   6.1308,   1.7520,   0.4163,   0.3851,   0.1301
B51113,2000,  42.2220,   1.9188,   1.3977,   5.9338,   1.7550,   0.5036,   0.4658,   0.1574
B51113,2001,  35.4335,   1.6762,   1.4681,   5.7369,   1.7579,   0.4313,   0.3990,   0.1348
B51113,2002,  39.3178,   1.8621,   1.6297,   5.5400,   1.7609,   0.4491,   0.4154,   0.1403
B51113,2003,  68.5478,   2.2356,   2.0172,   5.3430,   1.7638,   0.7731,   0.7152,   0.2416
B51113,2004,  44.8177,   1.4220,   1.5035,   5.1461,   1.7667,   0.5242,   0.4849,   0.1638
B51113,2005,  41.1880,   1.3547,   1.3416,   4.9491,   1.7697,   0.4418,   0.4086,   0.1380
