seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51107,1984,  47.3582,   3.6673,   1.9380,   8.5163,   1.0599,   0.5332,   0.4932,   0.1666
A51107,1985,  35.2847,   2.8662,   1.4127,   8.3732,   1.0587,   0.3848,   0.3559,   0.1202
A51107,1986,  32.7257,   3.2096,   1.6923,   8.2301,   1.0575,   0.3524,   0.3259,   0.1101
A51107,1987,  39.8352,   3.1819,   1.7242,   8.0870,   1.0563,   0.4696,   0.4344,   0.1468
A51107,1988,  37.6163,   3.1447,   1.6439,   7.9439,   1.0551,   0.4549,   0.4208,   0.1421
A51107,1989,  41.1132,   3.4281,   2.3926,   7.8007,   1.0539,   0.5186,   0.4797,   0.1621
A51107,1990,  46.1817,   3.1550,   2.1460,   7.6576,   1.0527,   0.5195,   0.4805,   0.1623
A51107,1991,  30.1659,   2.4091,   1.5108,   7.5145,   1.0515,   0.3300,   0.3052,   0.1031
A51107,1992,  44.5938,   2.9584,   1.8184,   7.3714,   1.0504,   0.4996,   0.4621,   0.1561
A51107,1993,  43.7778,   3.2911,   2.0676,   7.2283,   1.0492,   0.4986,   0.4612,   0.1558
A51107,1994,  43.5844,   3.1973,   2.1270,   7.0852,   1.0480,   0.4848,   0.4484,   0.1515
A51107,1995,  38.5903,   2.6223,   1.6996,   6.9421,   1.0468,   0.4438,   0.4105,   0.1387
A51107,1996,  60.5162,   4.0672,   2.5205,   6.7990,   1.0456,   0.6916,   0.6397,   0.2161
A51107,1997,  35.0780,   2.6765,   1.5612,   6.6559,   1.0444,   0.3749,   0.3468,   0.1172
A51107,1998,  39.4724,   2.8632,   1.7222,   6.5128,   1.0432,   0.4802,   0.4442,   0.1501
A51107,1999,  42.6889,   2.7508,   1.7662,   6.3696,   1.0420,   0.4465,   0.4130,   0.1395
A51107,2000,  37.5167,   2.4269,   1.5444,   6.2265,   1.0408,   0.4396,   0.4066,   0.1374
A51107,2001,  38.1618,   2.4640,   1.9722,   6.0834,   1.0396,   0.4524,   0.4185,   0.1414
A51107,2002,  39.6463,   2.5436,   1.9882,   5.9403,   1.0385,   0.4667,   0.4317,   0.1458
A51107,2003,  63.5204,   3.0534,   2.7054,   5.7972,   1.0373,   0.7463,   0.6903,   0.2332
A51107,2004,  45.5991,   2.4328,   2.1753,   5.6541,   1.0361,   0.5522,   0.5107,   0.1725
A51107,2005,  44.3031,   2.1589,   1.7752,   5.5110,   1.0349,   0.5013,   0.4637,   0.1567
