seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42079,1984,  45.8096,   4.3565,   2.2090,   7.7160,   0.8465,   0.5622,   0.5200,   0.1757
B42079,1985,  47.5120,   4.1989,   2.0378,   7.5626,   0.8405,   0.5496,   0.5083,   0.1717
B42079,1986,  48.1723,   4.7420,   2.2251,   7.4091,   0.8346,   0.5542,   0.5126,   0.1732
B42079,1987,  44.8122,   4.2302,   2.0209,   7.2556,   0.8286,   0.5097,   0.4715,   0.1593
B42079,1988,  40.6059,   3.7056,   1.6890,   7.1022,   0.8227,   0.4537,   0.4197,   0.1418
B42079,1989,  48.9322,   4.1411,   2.1890,   6.9487,   0.8167,   0.6107,   0.5649,   0.1908
B42079,1990,  54.0208,   4.5533,   2.5272,   6.7952,   0.8108,   0.6132,   0.5672,   0.1916
B42079,1991,  39.2604,   3.5033,   1.8082,   6.6418,   0.8048,   0.4377,   0.4049,   0.1368
B42079,1992,  39.5768,   3.2756,   1.7013,   6.4883,   0.7989,   0.4461,   0.4126,   0.1394
B42079,1993,  50.4209,   4.0255,   1.9181,   6.3348,   0.7929,   0.5844,   0.5405,   0.1826
B42079,1994,  53.4014,   4.1259,   2.3787,   6.1814,   0.7870,   0.6059,   0.5605,   0.1893
B42079,1995,  35.0607,   2.5136,   1.4519,   6.0279,   0.7810,   0.3809,   0.3524,   0.1190
B42079,1996,  60.2449,   4.5779,   2.7161,   5.8744,   0.7751,   0.6877,   0.6361,   0.2149
B42079,1997,  35.8690,   2.9513,   1.4877,   5.7209,   0.7691,   0.4018,   0.3716,   0.1256
B42079,1998,  38.9191,   2.8933,   1.6836,   5.5675,   0.7632,   0.4724,   0.4370,   0.1476
B42079,1999,  41.4015,   2.9449,   1.5794,   5.4140,   0.7572,   0.4502,   0.4164,   0.1407
B42079,2000,  46.2197,   3.4904,   1.9124,   5.2605,   0.7513,   0.5500,   0.5088,   0.1719
B42079,2001,  38.8967,   2.8899,   1.7480,   5.1071,   0.7453,   0.4421,   0.4089,   0.1381
B42079,2002,  51.4596,   3.1356,   2.0272,   4.9536,   0.7394,   0.6069,   0.5614,   0.1897
B42079,2003,  58.6722,   3.3385,   2.3628,   4.8001,   0.7334,   0.6688,   0.6186,   0.2090
B42079,2004,  52.9600,   3.1113,   2.3046,   4.6467,   0.7275,   0.6107,   0.5649,   0.1909
B42079,2005,  47.2046,   2.2204,   1.5862,   4.4932,   0.7215,   0.5143,   0.4758,   0.1607
