seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51085,1984,  47.3627,   3.1114,   1.8526,   8.5899,   1.0325,   0.5446,   0.5037,   0.1702
A51085,1985,  46.3462,   3.2403,   1.7699,   8.4442,   1.0325,   0.4885,   0.4518,   0.1526
A51085,1986,  35.8424,   3.1593,   1.8214,   8.2985,   1.0324,   0.3835,   0.3547,   0.1198
A51085,1987,  44.7780,   3.5970,   2.0279,   8.1529,   1.0324,   0.5415,   0.5009,   0.1692
A51085,1988,  36.9012,   2.9149,   1.7614,   8.0072,   1.0324,   0.4166,   0.3854,   0.1302
A51085,1989,  49.7483,   3.5648,   2.5098,   7.8615,   1.0323,   0.5847,   0.5408,   0.1827
A51085,1990,  41.9069,   2.8302,   2.1827,   7.7158,   1.0323,   0.4931,   0.4561,   0.1541
A51085,1991,  35.1403,   2.4292,   1.5379,   7.5701,   1.0322,   0.3761,   0.3479,   0.1175
A51085,1992,  40.2943,   2.6057,   1.6502,   7.4245,   1.0322,   0.4421,   0.4089,   0.1381
A51085,1993,  45.6781,   3.0867,   2.2355,   7.2788,   1.0322,   0.5203,   0.4813,   0.1626
A51085,1994,  46.0339,   2.8706,   2.2723,   7.1331,   1.0321,   0.4958,   0.4586,   0.1549
A51085,1995,  42.2689,   2.8644,   2.1860,   6.9874,   1.0321,   0.5003,   0.4628,   0.1563
A51085,1996,  51.7195,   3.4768,   2.3795,   6.8417,   1.0321,   0.5583,   0.5165,   0.1745
A51085,1997,  35.4216,   2.4532,   1.7584,   6.6960,   1.0320,   0.3948,   0.3652,   0.1234
A51085,1998,  44.0192,   2.6897,   1.7790,   6.5503,   1.0320,   0.5069,   0.4688,   0.1584
A51085,1999,  42.5168,   2.2702,   1.6038,   6.4047,   1.0319,   0.4416,   0.4085,   0.1380
A51085,2000,  42.3257,   2.6172,   1.8153,   6.2590,   1.0319,   0.5177,   0.4788,   0.1618
A51085,2001,  33.9318,   2.1299,   1.8044,   6.1133,   1.0319,   0.4056,   0.3752,   0.1268
A51085,2002,  39.3021,   2.1607,   1.7965,   5.9676,   1.0318,   0.4302,   0.3980,   0.1344
A51085,2003,  63.0696,   3.0030,   2.7410,   5.8219,   1.0318,   0.7327,   0.6778,   0.2290
A51085,2004,  50.5174,   2.3738,   2.2070,   5.6762,   1.0317,   0.5925,   0.5481,   0.1852
A51085,2005,  39.2437,   1.8362,   1.7955,   5.5305,   1.0317,   0.4282,   0.3961,   0.1338
