seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B42043,1984,   1,   1.3706,   0.1905,   0.1169,   0.4186,   0.0918,   0.0124,   0.0115,   0.0039
B42043,1984,   2,   4.2868,   0.3096,   0.2023,   0.4471,   0.0887,   0.0389,   0.0359,   0.0121
B42043,1984,   3,   4.4818,   0.4787,   0.3087,   0.5884,   0.1891,   0.0406,   0.0376,   0.0127
B42043,1984,   4,   4.1014,   0.4429,   0.3918,   0.6992,   0.3099,   0.0744,   0.0688,   0.0232
B42043,1984,   5,   6.2032,   0.7112,   0.7226,   0.8891,   0.3038,   0.1125,   0.1040,   0.0351
B42043,1984,   6,   4.5891,   0.5024,   0.4713,   1.0584,   0.5594,   0.0832,   0.0770,   0.0260
B42043,1984,   7,   5.0819,   0.5605,   0.3577,   0.9674,   0.5685,   0.0461,   0.0426,   0.0144
B42043,1984,   8,   3.1062,   0.4876,   0.2910,   0.9924,   0.3940,   0.0282,   0.0260,   0.0088
B42043,1984,   9,   1.8519,   0.2159,   0.1643,   0.8850,   0.3492,   0.0168,   0.0155,   0.0052
B42043,1984,  10,   2.3601,   0.2970,   0.2382,   0.6669,   0.2895,   0.0214,   0.0198,   0.0067
B42043,1984,  11,   3.2757,   0.1893,   0.1491,   0.3706,   0.2001,   0.0297,   0.0275,   0.0093
B42043,1984,  12,   2.0650,   0.2338,   0.1363,   0.3546,   0.0633,   0.0187,   0.0173,   0.0058
B42043,1985,   1,   1.0634,   0.1293,   0.0894,   0.4100,   0.0918,   0.0096,   0.0089,   0.0030
B42043,1985,   2,   2.9186,   0.1749,   0.0805,   0.4379,   0.0888,   0.0265,   0.0245,   0.0083
B42043,1985,   3,   1.8247,   0.2461,   0.1862,   0.5763,   0.1892,   0.0165,   0.0153,   0.0052
B42043,1985,   4,   1.0490,   0.1370,   0.1535,   0.6848,   0.3100,   0.0190,   0.0176,   0.0059
B42043,1985,   5,   5.5855,   0.5032,   0.4596,   0.8708,   0.3040,   0.1013,   0.0937,   0.0316
B42043,1985,   6,   2.7437,   0.3448,   0.2928,   1.0367,   0.5598,   0.0497,   0.0460,   0.0155
B42043,1985,   7,   4.2131,   0.5067,   0.2855,   0.9475,   0.5688,   0.0382,   0.0353,   0.0119
B42043,1985,   8,   2.7352,   0.3634,   0.2001,   0.9720,   0.3943,   0.0248,   0.0229,   0.0077
B42043,1985,   9,   5.2229,   0.2897,   0.1484,   0.8668,   0.3494,   0.0473,   0.0438,   0.0148
B42043,1985,  10,   1.5484,   0.1367,   0.0958,   0.6532,   0.2897,   0.0140,   0.0130,   0.0044
B42043,1985,  11,   5.4962,   0.3284,   0.2166,   0.3630,   0.2002,   0.0498,   0.0461,   0.0156
B42043,1985,  12,   1.7416,   0.1514,   0.0826,   0.3473,   0.0633,   0.0158,   0.0146,   0.0049
B42043,1986,   1,   3.3533,   0.2604,   0.1545,   0.4014,   0.0919,   0.0304,   0.0281,   0.0095
B42043,1986,   2,   4.3326,   0.4248,   0.2802,   0.4287,   0.0889,   0.0393,   0.0363,   0.0123
B42043,1986,   3,   2.1669,   0.1995,   0.1472,   0.5642,   0.1893,   0.0196,   0.0182,   0.0061
B42043,1986,   4,   3.8350,   0.3198,   0.3312,   0.6705,   0.3102,   0.0695,   0.0643,   0.0217
B42043,1986,   5,   1.6923,   0.1958,   0.1849,   0.8525,   0.3042,   0.0307,   0.0284,   0.0096
B42043,1986,   6,   2.7233,   0.3667,   0.3253,   1.0149,   0.5601,   0.0494,   0.0457,   0.0154
B42043,1986,   7,   6.7045,   0.9226,   0.5826,   0.9276,   0.5692,   0.0608,   0.0562,   0.0190
B42043,1986,   8,   7.0292,   0.8681,   0.4184,   0.9516,   0.3945,   0.0637,   0.0589,   0.0199
B42043,1986,   9,   1.0066,   0.1467,   0.1017,   0.8486,   0.3496,   0.0091,   0.0084,   0.0029
B42043,1986,  10,   2.7525,   0.2982,   0.2071,   0.6395,   0.2899,   0.0250,   0.0231,   0.0078
B42043,1986,  11,   5.7652,   0.4469,   0.2767,   0.3554,   0.2003,   0.0523,   0.0483,   0.0163
B42043,1986,  12,   4.5889,   0.3128,   0.1477,   0.3400,   0.0634,   0.0416,   0.0385,   0.0130
B42043,1987,   1,   4.0705,   0.3494,   0.1780,   0.3928,   0.0920,   0.0369,   0.0341,   0.0115
B42043,1987,   2,   1.6202,   0.1365,   0.0643,   0.4195,   0.0889,   0.0147,   0.0136,   0.0046
B42043,1987,   3,   1.5223,   0.1576,   0.1126,   0.5521,   0.1894,   0.0138,   0.0128,   0.0043
B42043,1987,   4,   4.0989,   0.5211,   0.4487,   0.6561,   0.3104,   0.0743,   0.0687,   0.0232
B42043,1987,   5,   3.6778,   0.4375,   0.3308,   0.8342,   0.3044,   0.0667,   0.0617,   0.0208
B42043,1987,   6,   1.8297,   0.2983,   0.2904,   0.9932,   0.5605,   0.0332,   0.0307,   0.0104
B42043,1987,   7,   1.8755,   0.2603,   0.1743,   0.9077,   0.5696,   0.0170,   0.0157,   0.0053
B42043,1987,   8,   2.4856,   0.3758,   0.2410,   0.9312,   0.3947,   0.0225,   0.0208,   0.0070
B42043,1987,   9,   7.4433,   0.4528,   0.2930,   0.8304,   0.3498,   0.0675,   0.0624,   0.0211
B42043,1987,  10,   2.6213,   0.2610,   0.1788,   0.6258,   0.2901,   0.0238,   0.0220,   0.0074
B42043,1987,  11,   3.7653,   0.2321,   0.1765,   0.3478,   0.2005,   0.0341,   0.0316,   0.0107
B42043,1987,  12,   1.4954,   0.1585,   0.0912,   0.3327,   0.0634,   0.0136,   0.0125,   0.0042
B42043,1988,   1,   2.4482,   0.2071,   0.1073,   0.3842,   0.0920,   0.0222,   0.0205,   0.0069
B42043,1988,   2,   3.1179,   0.3082,   0.1796,   0.4103,   0.0890,   0.0283,   0.0261,   0.0088
B42043,1988,   3,   1.8970,   0.2573,   0.2059,   0.5400,   0.1895,   0.0172,   0.0159,   0.0054
B42043,1988,   4,   2.1127,   0.3013,   0.2902,   0.6417,   0.3106,   0.0383,   0.0354,   0.0120
B42043,1988,   5,   5.1827,   0.5015,   0.3523,   0.8160,   0.3046,   0.0940,   0.0869,   0.0294
B42043,1988,   6,   0.8886,   0.1083,   0.1116,   0.9714,   0.5608,   0.0161,   0.0149,   0.0050
B42043,1988,   7,   7.4304,   0.6957,   0.3696,   0.8878,   0.5699,   0.0674,   0.0623,   0.0210
B42043,1988,   8,   3.4563,   0.3543,   0.1891,   0.9108,   0.3950,   0.0313,   0.0290,   0.0098
B42043,1988,   9,   2.8481,   0.2219,   0.1429,   0.8122,   0.3501,   0.0258,   0.0239,   0.0081
B42043,1988,  10,   1.7693,   0.1484,   0.0886,   0.6121,   0.2902,   0.0160,   0.0148,   0.0050
B42043,1988,  11,   3.7078,   0.2709,   0.1930,   0.3402,   0.2006,   0.0336,   0.0311,   0.0105
B42043,1988,  12,   0.9670,   0.0807,   0.0453,   0.3255,   0.0635,   0.0088,   0.0081,   0.0027
B42043,1989,   1,   2.3520,   0.2221,   0.1533,   0.3756,   0.0921,   0.0213,   0.0197,   0.0067
B42043,1989,   2,   2.0340,   0.1804,   0.1283,   0.4011,   0.0890,   0.0184,   0.0171,   0.0058
B42043,1989,   3,   3.1454,   0.3719,   0.3100,   0.5279,   0.1897,   0.0285,   0.0264,   0.0089
B42043,1989,   4,   1.0178,   0.1541,   0.2020,   0.6273,   0.3108,   0.0185,   0.0171,   0.0058
B42043,1989,   5,   8.8689,   0.7625,   0.7767,   0.7977,   0.3048,   0.1608,   0.1487,   0.0502
B42043,1989,   6,   5.4237,   0.6485,   0.6147,   0.9496,   0.5612,   0.0983,   0.0910,   0.0307
B42043,1989,   7,   7.1666,   0.7704,   0.6477,   0.8679,   0.5703,   0.0650,   0.0601,   0.0203
B42043,1989,   8,   1.9966,   0.2642,   0.1515,   0.8904,   0.3952,   0.0181,   0.0167,   0.0057
B42043,1989,   9,   3.0128,   0.2247,   0.1357,   0.7940,   0.3503,   0.0273,   0.0253,   0.0085
B42043,1989,  10,   4.7598,   0.2718,   0.2351,   0.5984,   0.2904,   0.0431,   0.0399,   0.0135
