seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A36051,1984,  43.4774,   4.9040,   3.2823,   4.9716,   1.5895,   0.5383,   0.4979,   0.1682
A36051,1985,  34.7986,   3.9734,   2.5263,   4.8970,   1.5820,   0.3974,   0.3676,   0.1242
A36051,1986,  38.3686,   4.5743,   2.7826,   4.8225,   1.5745,   0.4564,   0.4222,   0.1426
A36051,1987,  38.7512,   4.2460,   2.5891,   4.7480,   1.5671,   0.4453,   0.4119,   0.1392
A36051,1988,  27.7260,   3.1727,   1.8432,   4.6734,   1.5596,   0.3109,   0.2875,   0.0971
A36051,1989,  36.6552,   3.7525,   2.5971,   4.5989,   1.5521,   0.4569,   0.4227,   0.1428
A36051,1990,  43.2299,   4.4644,   2.8783,   4.5243,   1.5447,   0.4855,   0.4491,   0.1517
A36051,1991,  28.5175,   3.3005,   1.9420,   4.4498,   1.5372,   0.3183,   0.2944,   0.0995
A36051,1992,  40.0911,   3.9980,   2.5975,   4.3752,   1.5297,   0.4409,   0.4079,   0.1378
A36051,1993,  36.3047,   3.9553,   2.3299,   4.3007,   1.5223,   0.4102,   0.3794,   0.1282
A36051,1994,  37.4649,   3.8908,   2.7311,   4.2262,   1.5148,   0.4406,   0.4075,   0.1377
A36051,1995,  31.9743,   3.0064,   2.0894,   4.1516,   1.5073,   0.3410,   0.3154,   0.1065
A36051,1996,  45.8701,   4.5941,   3.2201,   4.0771,   1.4999,   0.5518,   0.5104,   0.1724
A36051,1997,  35.1148,   3.4033,   2.2315,   4.0025,   1.4924,   0.3982,   0.3683,   0.1244
A36051,1998,  37.5964,   3.4427,   2.4145,   3.9280,   1.4849,   0.4577,   0.4234,   0.1430
A36051,1999,  35.2553,   3.3118,   2.1084,   3.8534,   1.4774,   0.3873,   0.3582,   0.1210
A36051,2000,  42.4140,   4.1789,   2.7783,   3.7789,   1.4700,   0.5149,   0.4763,   0.1609
A36051,2001,  29.0216,   2.9331,   2.1074,   3.7043,   1.4625,   0.3292,   0.3045,   0.1029
A36051,2002,  41.9501,   3.7320,   2.9014,   3.6298,   1.4550,   0.5138,   0.4752,   0.1606
A36051,2003,  44.1535,   3.6257,   3.0759,   3.5552,   1.4476,   0.4968,   0.4596,   0.1553
A36051,2004,  45.1791,   3.3032,   2.9553,   3.4807,   1.4401,   0.5440,   0.5032,   0.1700
A36051,2005,  40.1502,   2.6243,   2.2360,   3.4062,   1.4326,   0.4409,   0.4078,   0.1378
