seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51193,1984,   1,   3.3341,   0.2013,   0.0809,   0.5422,   0.0259,   0.0302,   0.0280,   0.0094
A51193,1984,   2,   2.8787,   0.1485,   0.0624,   0.5600,   0.0337,   0.0261,   0.0241,   0.0082
A51193,1984,   3,   9.1762,   0.4946,   0.2232,   0.7004,   0.0791,   0.0832,   0.0769,   0.0260
A51193,1984,   4,   4.3589,   0.2368,   0.1699,   0.6621,   0.1141,   0.0790,   0.0731,   0.0247
A51193,1984,   5,   5.8813,   0.4310,   0.3033,   0.7137,   0.1018,   0.1066,   0.0986,   0.0333
A51193,1984,   6,   2.1713,   0.1797,   0.1177,   0.6288,   0.1155,   0.0394,   0.0364,   0.0123
A51193,1984,   7,   6.3207,   0.4833,   0.1797,   0.7266,   0.1131,   0.0573,   0.0530,   0.0179
A51193,1984,   8,   4.2967,   0.3916,   0.1381,   0.8533,   0.0855,   0.0389,   0.0360,   0.0122
A51193,1984,   9,   0.9573,   0.0691,   0.0313,   0.7419,   0.0623,   0.0087,   0.0080,   0.0027
A51193,1984,  10,   3.1841,   0.1494,   0.0742,   0.7566,   0.0571,   0.0289,   0.0267,   0.0090
A51193,1984,  11,   3.4213,   0.1551,   0.0693,   0.5174,   0.0474,   0.0310,   0.0287,   0.0097
A51193,1984,  12,   0.9345,   0.0507,   0.0183,   0.4965,   0.0139,   0.0085,   0.0078,   0.0026
A51193,1985,   1,   2.3627,   0.1408,   0.0573,   0.5339,   0.0260,   0.0214,   0.0198,   0.0067
A51193,1985,   2,   3.4659,   0.1317,   0.0372,   0.5514,   0.0338,   0.0314,   0.0291,   0.0098
A51193,1985,   3,   1.4385,   0.1341,   0.0663,   0.6896,   0.0793,   0.0130,   0.0121,   0.0041
A51193,1985,   4,   0.5210,   0.0622,   0.0605,   0.6519,   0.1143,   0.0094,   0.0087,   0.0030
A51193,1985,   5,   3.8444,   0.3485,   0.1950,   0.7027,   0.1020,   0.0697,   0.0645,   0.0218
A51193,1985,   6,   1.9134,   0.2174,   0.1394,   0.6191,   0.1158,   0.0347,   0.0321,   0.0108
A51193,1985,   7,   3.5579,   0.3665,   0.1392,   0.7154,   0.1133,   0.0323,   0.0298,   0.0101
A51193,1985,   8,   8.6964,   0.6343,   0.2322,   0.8402,   0.0857,   0.0788,   0.0729,   0.0246
A51193,1985,   9,   6.3987,   0.2533,   0.0884,   0.7305,   0.0624,   0.0580,   0.0537,   0.0181
A51193,1985,  10,   5.2421,   0.2642,   0.1060,   0.7449,   0.0572,   0.0475,   0.0440,   0.0148
A51193,1985,  11,   5.7244,   0.2167,   0.1095,   0.5094,   0.0475,   0.0519,   0.0480,   0.0162
A51193,1985,  12,   0.6166,   0.0375,   0.0162,   0.4889,   0.0139,   0.0056,   0.0052,   0.0017
A51193,1986,   1,   2.8774,   0.1518,   0.0551,   0.5255,   0.0260,   0.0261,   0.0241,   0.0082
A51193,1986,   2,   2.9100,   0.2393,   0.1089,   0.5428,   0.0338,   0.0264,   0.0244,   0.0082
A51193,1986,   3,   1.1920,   0.1167,   0.0763,   0.6788,   0.0794,   0.0108,   0.0100,   0.0034
A51193,1986,   4,   1.3465,   0.1718,   0.1415,   0.6417,   0.1146,   0.0244,   0.0226,   0.0076
A51193,1986,   5,   2.4588,   0.1894,   0.1300,   0.6918,   0.1022,   0.0446,   0.0412,   0.0139
A51193,1986,   6,   1.5071,   0.2156,   0.1553,   0.6094,   0.1160,   0.0273,   0.0253,   0.0085
A51193,1986,   7,   4.6924,   0.5238,   0.2178,   0.7042,   0.1136,   0.0425,   0.0393,   0.0133
A51193,1986,   8,   6.3160,   0.5614,   0.2075,   0.8271,   0.0858,   0.0573,   0.0530,   0.0179
A51193,1986,   9,   0.6206,   0.0592,   0.0253,   0.7191,   0.0625,   0.0056,   0.0052,   0.0018
A51193,1986,  10,   2.7036,   0.1429,   0.0733,   0.7333,   0.0573,   0.0245,   0.0227,   0.0077
A51193,1986,  11,   3.1058,   0.2547,   0.1119,   0.5015,   0.0475,   0.0282,   0.0260,   0.0088
A51193,1986,  12,   6.4911,   0.2371,   0.0754,   0.4813,   0.0139,   0.0588,   0.0544,   0.0184
A51193,1987,   1,   5.0387,   0.2875,   0.0830,   0.5172,   0.0260,   0.0457,   0.0422,   0.0143
A51193,1987,   2,   1.6984,   0.0882,   0.0259,   0.5342,   0.0339,   0.0154,   0.0142,   0.0048
A51193,1987,   3,   2.4948,   0.1979,   0.1019,   0.6680,   0.0796,   0.0226,   0.0209,   0.0071
A51193,1987,   4,   4.4196,   0.2957,   0.1777,   0.6315,   0.1148,   0.0801,   0.0741,   0.0250
A51193,1987,   5,   3.8184,   0.4574,   0.3203,   0.6808,   0.1023,   0.0692,   0.0640,   0.0216
A51193,1987,   6,   4.7860,   0.5047,   0.3173,   0.5998,   0.1162,   0.0868,   0.0803,   0.0271
A51193,1987,   7,   3.2329,   0.3887,   0.1753,   0.6931,   0.1138,   0.0293,   0.0271,   0.0092
A51193,1987,   8,   2.1151,   0.2584,   0.1254,   0.8139,   0.0860,   0.0192,   0.0177,   0.0060
A51193,1987,   9,   5.2812,   0.2854,   0.1294,   0.7076,   0.0626,   0.0479,   0.0443,   0.0150
A51193,1987,  10,   1.6640,   0.1175,   0.0526,   0.7217,   0.0574,   0.0151,   0.0140,   0.0047
A51193,1987,  11,   3.3160,   0.1230,   0.0559,   0.4935,   0.0476,   0.0301,   0.0278,   0.0094
A51193,1987,  12,   3.9715,   0.2262,   0.0835,   0.4736,   0.0140,   0.0360,   0.0333,   0.0113
A51193,1988,   1,   3.4799,   0.1559,   0.0492,   0.5089,   0.0261,   0.0315,   0.0292,   0.0099
A51193,1988,   2,   3.5808,   0.1789,   0.0670,   0.5256,   0.0340,   0.0325,   0.0300,   0.0101
A51193,1988,   3,   2.2018,   0.1812,   0.1158,   0.6573,   0.0797,   0.0200,   0.0185,   0.0062
A51193,1988,   4,   2.3227,   0.2197,   0.1706,   0.6213,   0.1150,   0.0421,   0.0390,   0.0132
A51193,1988,   5,   4.8316,   0.3172,   0.1777,   0.6698,   0.1025,   0.0876,   0.0810,   0.0274
A51193,1988,   6,   2.4395,   0.3027,   0.1717,   0.5901,   0.1164,   0.0442,   0.0409,   0.0138
A51193,1988,   7,   4.4036,   0.3357,   0.1299,   0.6819,   0.1140,   0.0399,   0.0369,   0.0125
A51193,1988,   8,   2.9309,   0.2763,   0.1195,   0.8008,   0.0861,   0.0266,   0.0246,   0.0083
A51193,1988,   9,   2.2062,   0.1502,   0.0731,   0.6962,   0.0627,   0.0200,   0.0185,   0.0062
A51193,1988,  10,   2.4483,   0.1776,   0.0729,   0.7100,   0.0575,   0.0222,   0.0205,   0.0069
A51193,1988,  11,   5.2376,   0.2333,   0.1176,   0.4855,   0.0477,   0.0475,   0.0439,   0.0148
A51193,1988,  12,   0.7964,   0.0574,   0.0225,   0.4660,   0.0140,   0.0072,   0.0067,   0.0023
A51193,1989,   1,   1.9616,   0.1314,   0.0672,   0.5005,   0.0261,   0.0178,   0.0164,   0.0056
A51193,1989,   2,   3.7608,   0.2178,   0.1270,   0.5169,   0.0340,   0.0341,   0.0315,   0.0107
A51193,1989,   3,   5.4898,   0.4468,   0.2180,   0.6465,   0.0799,   0.0498,   0.0460,   0.0156
A51193,1989,   4,   3.9568,   0.3671,   0.2920,   0.6112,   0.1152,   0.0717,   0.0664,   0.0224
A51193,1989,   5,   5.8594,   0.3689,   0.2662,   0.6588,   0.1027,   0.1062,   0.0983,   0.0332
A51193,1989,   6,   4.9229,   0.3460,   0.2709,   0.5804,   0.1166,   0.0892,   0.0826,   0.0279
A51193,1989,   7,   7.4977,   0.6038,   0.3021,   0.6707,   0.1142,   0.0680,   0.0629,   0.0212
A51193,1989,   8,   2.7240,   0.2539,   0.0996,   0.7877,   0.0863,   0.0247,   0.0228,   0.0077
A51193,1989,   9,   6.6508,   0.2760,   0.1192,   0.6848,   0.0628,   0.0603,   0.0558,   0.0188
A51193,1989,  10,   4.2836,   0.1499,   0.0824,   0.6984,   0.0576,   0.0388,   0.0359,   0.0121
A51193,1989,  11,   2.4743,   0.1464,   0.0923,   0.4776,   0.0478,   0.0224,   0.0207,   0.0070
A51193,1989,  12,   2.1014,   0.1234,   0.0511,   0.4584,   0.0140,   0.0190,   0.0176,   0.0060
A51193,1990,   1,   3.7670,   0.1813,   0.1274,   0.4922,   0.0262,   0.0341,   0.0316,   0.0107
A51193,1990,   2,   2.3826,   0.1342,   0.1088,   0.5083,   0.0341,   0.0216,   0.0200,   0.0067
A51193,1990,   3,   3.4468,   0.2647,   0.1623,   0.6357,   0.0800,   0.0312,   0.0289,   0.0098
A51193,1990,   4,   3.5887,   0.2433,   0.2010,   0.6010,   0.1154,   0.0651,   0.0602,   0.0203
A51193,1990,   5,   8.6161,   0.4288,   0.3052,   0.6479,   0.1029,   0.1562,   0.1445,   0.0488
A51193,1990,   6,   2.4417,   0.1858,   0.1313,   0.5708,   0.1168,   0.0443,   0.0409,   0.0138
A51193,1990,   7,   3.8819,   0.3179,   0.1657,   0.6595,   0.1144,   0.0352,   0.0325,   0.0110
A51193,1990,   8,   5.7321,   0.5080,   0.2372,   0.7746,   0.0865,   0.0520,   0.0481,   0.0162
A51193,1990,   9,   1.7621,   0.1190,   0.0673,   0.6734,   0.0630,   0.0160,   0.0148,   0.0050
A51193,1990,  10,   3.7454,   0.1243,   0.0824,   0.6868,   0.0577,   0.0340,   0.0314,   0.0106
A51193,1990,  11,   1.4907,   0.0715,   0.0442,   0.4696,   0.0479,   0.0135,   0.0125,   0.0042
A51193,1990,  12,   3.9114,   0.1917,   0.0848,   0.4507,   0.0140,   0.0355,   0.0328,   0.0111
A51193,1991,   1,   3.4088,   0.1477,   0.0468,   0.4838,   0.0262,   0.0309,   0.0286,   0.0097
A51193,1991,   2,   0.9702,   0.0778,   0.0503,   0.4997,   0.0341,   0.0088,   0.0081,   0.0027
A51193,1991,   3,   4.8554,   0.3041,   0.1795,   0.6250,   0.0802,   0.0440,   0.0407,   0.0138
A51193,1991,   4,   1.4624,   0.1064,   0.0815,   0.5908,   0.1156,   0.0265,   0.0245,   0.0083
A51193,1991,   5,   1.7492,   0.1624,   0.1218,   0.6369,   0.1031,   0.0317,   0.0293,   0.0099
A51193,1991,   6,   2.8759,   0.2526,   0.1367,   0.5611,   0.1170,   0.0521,   0.0482,   0.0163
A51193,1991,   7,   3.6544,   0.3509,   0.1803,   0.6484,   0.1146,   0.0331,   0.0306,   0.0104
A51193,1991,   8,   3.0582,   0.2787,   0.1375,   0.7614,   0.0866,   0.0277,   0.0256,   0.0087
A51193,1991,   9,   3.6314,   0.2280,   0.1092,   0.6620,   0.0631,   0.0329,   0.0304,   0.0103
A51193,1991,  10,   2.8296,   0.1627,   0.0797,   0.6751,   0.0578,   0.0256,   0.0237,   0.0080
A51193,1991,  11,   0.7648,   0.0403,   0.0249,   0.4617,   0.0480,   0.0069,   0.0064,   0.0022
A51193,1991,  12,   4.9142,   0.2283,   0.1013,   0.4431,   0.0141,   0.0445,   0.0412,   0.0139
A51193,1992,   1,   1.7242,   0.0563,   0.0258,   0.4755,   0.0263,   0.0156,   0.0145,   0.0049
A51193,1992,   2,   2.7929,   0.1599,   0.0871,   0.4911,   0.0342,   0.0253,   0.0234,   0.0079
A51193,1992,   3,   5.0099,   0.2837,   0.1586,   0.6142,   0.0803,   0.0454,   0.0420,   0.0142
A51193,1992,   4,   1.4851,   0.1178,   0.1087,   0.5806,   0.1158,   0.0269,   0.0249,   0.0084
A51193,1992,   5,   4.0967,   0.3022,   0.1714,   0.6259,   0.1033,   0.0743,   0.0687,   0.0232
A51193,1992,   6,   2.4387,   0.1915,   0.1179,   0.5514,   0.1172,   0.0442,   0.0409,   0.0138
A51193,1992,   7,   5.7215,   0.4349,   0.2240,   0.6372,   0.1148,   0.0519,   0.0480,   0.0162
A51193,1992,   8,   6.1679,   0.4186,   0.1809,   0.7483,   0.0868,   0.0559,   0.0517,   0.0175
A51193,1992,   9,   5.4414,   0.2101,   0.1111,   0.6506,   0.0632,   0.0493,   0.0456,   0.0154
A51193,1992,  10,   2.1045,   0.1238,   0.0607,   0.6635,   0.0580,   0.0191,   0.0176,   0.0060
A51193,1992,  11,   2.7529,   0.1218,   0.0764,   0.4537,   0.0481,   0.0250,   0.0231,   0.0078
A51193,1992,  12,   4.2661,   0.1900,   0.0673,   0.4355,   0.0141,   0.0387,   0.0358,   0.0121
A51193,1993,   1,   3.2809,   0.1552,   0.0757,   0.4672,   0.0263,   0.0297,   0.0275,   0.0093
A51193,1993,   2,   2.9374,   0.1285,   0.0443,   0.4825,   0.0343,   0.0266,   0.0246,   0.0083
A51193,1993,   3,   7.8598,   0.4802,   0.2059,   0.6034,   0.0804,   0.0712,   0.0659,   0.0223
A51193,1993,   4,   3.8729,   0.2102,   0.1734,   0.5704,   0.1160,   0.0702,   0.0649,   0.0219
A51193,1993,   5,   4.3329,   0.3940,   0.3146,   0.6149,   0.1035,   0.0786,   0.0727,   0.0245
A51193,1993,   6,   2.6228,   0.2739,   0.1936,   0.5417,   0.1175,   0.0476,   0.0440,   0.0149
A51193,1993,   7,   1.3565,   0.1801,   0.0996,   0.6260,   0.1150,   0.0123,   0.0114,   0.0038
A51193,1993,   8,   4.7359,   0.5697,   0.3408,   0.7352,   0.0869,   0.0429,   0.0397,   0.0134
A51193,1993,   9,   3.4941,   0.2626,   0.1548,   0.6392,   0.0633,   0.0317,   0.0293,   0.0099
A51193,1993,  10,   2.6664,   0.2166,   0.1334,   0.6519,   0.0581,   0.0242,   0.0224,   0.0076
A51193,1993,  11,   3.7139,   0.1037,   0.0754,   0.4458,   0.0481,   0.0337,   0.0311,   0.0105
A51193,1993,  12,   4.6480,   0.2362,   0.0944,   0.4278,   0.0141,   0.0421,   0.0390,   0.0132
A51193,1994,   1,   4.4653,   0.2310,   0.1043,   0.4588,   0.0264,   0.0405,   0.0374,   0.0126
A51193,1994,   2,   6.0111,   0.2631,   0.1600,   0.4739,   0.0343,   0.0545,   0.0504,   0.0170
A51193,1994,   3,   8.6520,   0.4796,   0.2906,   0.5926,   0.0806,   0.0784,   0.0725,   0.0245
A51193,1994,   4,   2.8292,   0.2601,   0.3087,   0.5602,   0.1162,   0.0513,   0.0474,   0.0160
A51193,1994,   5,   2.0586,   0.1617,   0.1065,   0.6039,   0.1037,   0.0373,   0.0345,   0.0117
A51193,1994,   6,   3.4788,   0.3633,   0.2488,   0.5321,   0.1177,   0.0631,   0.0583,   0.0197
A51193,1994,   7,   6.7695,   0.4800,   0.2221,   0.6148,   0.1152,   0.0614,   0.0568,   0.0192
A51193,1994,   8,   4.4611,   0.2930,   0.1296,   0.7221,   0.0871,   0.0404,   0.0374,   0.0126
A51193,1994,   9,   4.1991,   0.1726,   0.0914,   0.6278,   0.0634,   0.0381,   0.0352,   0.0119
A51193,1994,  10,   1.5769,   0.0927,   0.0664,   0.6402,   0.0582,   0.0143,   0.0132,   0.0045
A51193,1994,  11,   2.7430,   0.1335,   0.0882,   0.4378,   0.0482,   0.0249,   0.0230,   0.0078
A51193,1994,  12,   1.3912,   0.0798,   0.0447,   0.4202,   0.0141,   0.0126,   0.0117,   0.0039
A51193,1995,   1,   3.5186,   0.1556,   0.0636,   0.4505,   0.0264,   0.0319,   0.0295,   0.0100
A51193,1995,   2,   1.5240,   0.0970,   0.0517,   0.4653,   0.0344,   0.0138,   0.0128,   0.0043
A51193,1995,   3,   2.5652,   0.1532,   0.1081,   0.5819,   0.0807,   0.0233,   0.0215,   0.0073
A51193,1995,   4,   2.8150,   0.1863,   0.1730,   0.5501,   0.1164,   0.0510,   0.0472,   0.0159
A51193,1995,   5,   4.3264,   0.3384,   0.2236,   0.5930,   0.1038,   0.0784,   0.0726,   0.0245
A51193,1995,   6,   3.2441,   0.2314,   0.1972,   0.5224,   0.1179,   0.0588,   0.0544,   0.0184
A51193,1995,   7,   6.3652,   0.4186,   0.2285,   0.6037,   0.1154,   0.0577,   0.0534,   0.0180
A51193,1995,   8,   1.1068,   0.1006,   0.0562,   0.7089,   0.0872,   0.0100,   0.0093,   0.0031
A51193,1995,   9,   3.2954,   0.2241,   0.1148,   0.6164,   0.0635,   0.0299,   0.0276,   0.0093
A51193,1995,  10,   7.8140,   0.2053,   0.1518,   0.6286,   0.0583,   0.0708,   0.0655,   0.0221
A51193,1995,  11,   3.4662,   0.1801,   0.0929,   0.4298,   0.0483,   0.0314,   0.0291,   0.0098
A51193,1995,  12,   2.0284,   0.1481,   0.0581,   0.4125,   0.0142,   0.0184,   0.0170,   0.0057
A51193,1996,   1,   5.9213,   0.2456,   0.0964,   0.4421,   0.0265,   0.0537,   0.0496,   0.0168
A51193,1996,   2,   3.4091,   0.2094,   0.1069,   0.4566,   0.0345,   0.0309,   0.0286,   0.0097
A51193,1996,   3,   3.8282,   0.3977,   0.2199,   0.5711,   0.0809,   0.0347,   0.0321,   0.0108
A51193,1996,   4,   3.7603,   0.3562,   0.2509,   0.5399,   0.1167,   0.0682,   0.0631,   0.0213
A51193,1996,   5,   4.5653,   0.3794,   0.2258,   0.5820,   0.1040,   0.0828,   0.0766,   0.0259
A51193,1996,   6,   4.8436,   0.3758,   0.3056,   0.5127,   0.1181,   0.0878,   0.0812,   0.0274
A51193,1996,   7,   7.3642,   0.4491,   0.2060,   0.5925,   0.1156,   0.0668,   0.0617,   0.0209
A51193,1996,   8,   4.1457,   0.3196,   0.1384,   0.6958,   0.0874,   0.0376,   0.0348,   0.0117
A51193,1996,   9,   3.7484,   0.2193,   0.1204,   0.6050,   0.0636,   0.0340,   0.0314,   0.0106
A51193,1996,  10,   5.1933,   0.1471,   0.1194,   0.6169,   0.0584,   0.0471,   0.0435,   0.0147
A51193,1996,  11,   2.5701,   0.1474,   0.1087,   0.4219,   0.0484,   0.0233,   0.0215,   0.0073
A51193,1996,  12,   5.5503,   0.2318,   0.1126,   0.4049,   0.0142,   0.0503,   0.0465,   0.0157
A51193,1997,   1,   2.2177,   0.1082,   0.0464,   0.4338,   0.0265,   0.0201,   0.0186,   0.0063
A51193,1997,   2,   2.7832,   0.1668,   0.1050,   0.4480,   0.0345,   0.0252,   0.0233,   0.0079
A51193,1997,   3,   4.3283,   0.3632,   0.2103,   0.5603,   0.0810,   0.0392,   0.0363,   0.0123
A51193,1997,   4,   3.3032,   0.2461,   0.1581,   0.5297,   0.1169,   0.0599,   0.0554,   0.0187
A51193,1997,   5,   1.9659,   0.1303,   0.0958,   0.5710,   0.1042,   0.0356,   0.0330,   0.0111
A51193,1997,   6,   3.5469,   0.2363,   0.1776,   0.5031,   0.1183,   0.0643,   0.0595,   0.0201
A51193,1997,   7,   5.0462,   0.3427,   0.1947,   0.5813,   0.1158,   0.0457,   0.0423,   0.0143
A51193,1997,   8,   3.5615,   0.3244,   0.1563,   0.6827,   0.0876,   0.0323,   0.0299,   0.0101
A51193,1997,   9,   1.8824,   0.1525,   0.0929,   0.5935,   0.0638,   0.0171,   0.0158,   0.0053
A51193,1997,  10,   2.9245,   0.1639,   0.0743,   0.6053,   0.0585,   0.0265,   0.0245,   0.0083
A51193,1997,  11,   5.9089,   0.1889,   0.1038,   0.4139,   0.0485,   0.0536,   0.0495,   0.0167
A51193,1997,  12,   2.5718,   0.1652,   0.0644,   0.3973,   0.0142,   0.0233,   0.0216,   0.0073
A51193,1998,   1,   5.8379,   0.2358,   0.1102,   0.4255,   0.0266,   0.0529,   0.0489,   0.0165
A51193,1998,   2,   7.3126,   0.2460,   0.0793,   0.4394,   0.0346,   0.0663,   0.0613,   0.0207
A51193,1998,   3,   6.4559,   0.3415,   0.1777,   0.5496,   0.0812,   0.0585,   0.0541,   0.0183
A51193,1998,   4,   4.3193,   0.3318,   0.2692,   0.5195,   0.1171,   0.0783,   0.0724,   0.0245
A51193,1998,   5,   4.0667,   0.2777,   0.1721,   0.5600,   0.1044,   0.0737,   0.0682,   0.0230
A51193,1998,   6,   5.2263,   0.4087,   0.2480,   0.4934,   0.1185,   0.0947,   0.0876,   0.0296
A51193,1998,   7,   1.5110,   0.1658,   0.0806,   0.5701,   0.1161,   0.0137,   0.0127,   0.0043
A51193,1998,   8,   1.2441,   0.0854,   0.0437,   0.6696,   0.0877,   0.0113,   0.0104,   0.0035
A51193,1998,   9,   1.2737,   0.1074,   0.0618,   0.5821,   0.0639,   0.0115,   0.0107,   0.0036
A51193,1998,  10,   1.4560,   0.0898,   0.0543,   0.5937,   0.0586,   0.0132,   0.0122,   0.0041
A51193,1998,  11,   1.0837,   0.0890,   0.0494,   0.4060,   0.0486,   0.0098,   0.0091,   0.0031
A51193,1998,  12,   3.4849,   0.1695,   0.0638,   0.3896,   0.0142,   0.0316,   0.0292,   0.0099
A51193,1999,   1,   3.9722,   0.1631,   0.1150,   0.4171,   0.0266,   0.0360,   0.0333,   0.0113
A51193,1999,   2,   2.2710,   0.1478,   0.1306,   0.4308,   0.0346,   0.0206,   0.0190,   0.0064
A51193,1999,   3,   4.6553,   0.2206,   0.0966,   0.5388,   0.0813,   0.0422,   0.0390,   0.0132
A51193,1999,   4,   1.8863,   0.1650,   0.1440,   0.5093,   0.1173,   0.0342,   0.0316,   0.0107
A51193,1999,   5,   0.8857,   0.0603,   0.0432,   0.5491,   0.1046,   0.0161,   0.0149,   0.0050
A51193,1999,   6,   2.3208,   0.1830,   0.1167,   0.4837,   0.1187,   0.0421,   0.0389,   0.0131
A51193,1999,   7,   3.0926,   0.2242,   0.1018,   0.5590,   0.1163,   0.0280,   0.0259,   0.0088
A51193,1999,   8,   3.7878,   0.2971,   0.1257,   0.6564,   0.0879,   0.0343,   0.0318,   0.0107
A51193,1999,   9,  12.6909,   0.3676,   0.2150,   0.5707,   0.0640,   0.1150,   0.1064,   0.0359
A51193,1999,  10,   3.7024,   0.1883,   0.0988,   0.5820,   0.0587,   0.0336,   0.0310,   0.0105
A51193,1999,  11,   1.8120,   0.0706,   0.0619,   0.3980,   0.0487,   0.0164,   0.0152,   0.0051
