seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51173,1984,   1,   1.6220,   0.0854,   0.0381,   0.4651,   0.0210,   0.0147,   0.0136,   0.0046
B51173,1984,   2,   5.4514,   0.1184,   0.0810,   0.4713,   0.0303,   0.0494,   0.0457,   0.0154
B51173,1984,   3,   3.5848,   0.2903,   0.1850,   0.4306,   0.0495,   0.0325,   0.0301,   0.0102
B51173,1984,   4,   4.5987,   0.2586,   0.1725,   0.5201,   0.0605,   0.0834,   0.0771,   0.0261
B51173,1984,   5,   6.2638,   0.2767,   0.2137,   0.4878,   0.0548,   0.1136,   0.1050,   0.0355
B51173,1984,   6,   2.9465,   0.1946,   0.1295,   0.4203,   0.0683,   0.0534,   0.0494,   0.0167
B51173,1984,   7,   4.9766,   0.3076,   0.1345,   0.4865,   0.1044,   0.0451,   0.0417,   0.0141
B51173,1984,   8,   3.2026,   0.1746,   0.0775,   0.4346,   0.0498,   0.0290,   0.0269,   0.0091
B51173,1984,   9,   0.5637,   0.0307,   0.0169,   0.4178,   0.0396,   0.0051,   0.0047,   0.0016
B51173,1984,  10,   2.5079,   0.1087,   0.0606,   0.4283,   0.0290,   0.0227,   0.0210,   0.0071
B51173,1984,  11,   3.2522,   0.1057,   0.0527,   0.4103,   0.0502,   0.0295,   0.0273,   0.0092
B51173,1984,  12,   2.1091,   0.0767,   0.0368,   0.5516,   0.0222,   0.0191,   0.0177,   0.0060
B51173,1985,   1,   2.7768,   0.0979,   0.0443,   0.4612,   0.0211,   0.0252,   0.0233,   0.0079
B51173,1985,   2,   3.8462,   0.1166,   0.0573,   0.4674,   0.0304,   0.0349,   0.0322,   0.0109
B51173,1985,   3,   1.4119,   0.1034,   0.0489,   0.4270,   0.0497,   0.0128,   0.0118,   0.0040
B51173,1985,   4,   2.8051,   0.1953,   0.1454,   0.5157,   0.0608,   0.0509,   0.0470,   0.0159
B51173,1985,   5,   3.7570,   0.2604,   0.1481,   0.4837,   0.0551,   0.0681,   0.0630,   0.0213
B51173,1985,   6,   2.1861,   0.1722,   0.0997,   0.4167,   0.0686,   0.0396,   0.0367,   0.0124
B51173,1985,   7,   4.8967,   0.3409,   0.1347,   0.4824,   0.1049,   0.0444,   0.0411,   0.0139
B51173,1985,   8,   5.6156,   0.3090,   0.1032,   0.4309,   0.0501,   0.0509,   0.0471,   0.0159
B51173,1985,   9,   0.6893,   0.0516,   0.0317,   0.4143,   0.0398,   0.0062,   0.0058,   0.0020
B51173,1985,  10,   3.8141,   0.2068,   0.0835,   0.4247,   0.0292,   0.0346,   0.0320,   0.0108
B51173,1985,  11,   8.5309,   0.2038,   0.0844,   0.4069,   0.0504,   0.0773,   0.0715,   0.0242
B51173,1985,  12,   1.0066,   0.0488,   0.0217,   0.5469,   0.0223,   0.0091,   0.0084,   0.0029
B51173,1986,   1,   1.6457,   0.0987,   0.0447,   0.4573,   0.0212,   0.0149,   0.0138,   0.0047
B51173,1986,   2,   3.2715,   0.1828,   0.1028,   0.4634,   0.0305,   0.0297,   0.0274,   0.0093
B51173,1986,   3,   1.8521,   0.0957,   0.0491,   0.4234,   0.0500,   0.0168,   0.0155,   0.0052
B51173,1986,   4,   0.6978,   0.0625,   0.0544,   0.5113,   0.0611,   0.0127,   0.0117,   0.0040
B51173,1986,   5,   5.3119,   0.3424,   0.2136,   0.4796,   0.0553,   0.0963,   0.0891,   0.0301
B51173,1986,   6,   1.2472,   0.1242,   0.0711,   0.4132,   0.0690,   0.0226,   0.0209,   0.0071
B51173,1986,   7,   3.6180,   0.2521,   0.1150,   0.4783,   0.1054,   0.0328,   0.0303,   0.0102
B51173,1986,   8,   4.6661,   0.3872,   0.1555,   0.4273,   0.0503,   0.0423,   0.0391,   0.0132
B51173,1986,   9,   3.5609,   0.1425,   0.0577,   0.4108,   0.0400,   0.0323,   0.0299,   0.0101
B51173,1986,  10,   2.7148,   0.1571,   0.0794,   0.4211,   0.0293,   0.0246,   0.0228,   0.0077
B51173,1986,  11,   3.6944,   0.1746,   0.0764,   0.4034,   0.0507,   0.0335,   0.0310,   0.0105
B51173,1986,  12,   4.8089,   0.1659,   0.0534,   0.5423,   0.0225,   0.0436,   0.0403,   0.0136
B51173,1987,   1,   4.1050,   0.1414,   0.0549,   0.4534,   0.0213,   0.0372,   0.0344,   0.0116
B51173,1987,   2,   4.1209,   0.1244,   0.0454,   0.4594,   0.0307,   0.0374,   0.0346,   0.0117
B51173,1987,   3,   4.5392,   0.2726,   0.1487,   0.4197,   0.0502,   0.0411,   0.0381,   0.0129
B51173,1987,   4,   7.6203,   0.4058,   0.3023,   0.5069,   0.0614,   0.1382,   0.1278,   0.0432
B51173,1987,   5,   2.0991,   0.1553,   0.0956,   0.4755,   0.0556,   0.0381,   0.0352,   0.0119
B51173,1987,   6,   3.6960,   0.2743,   0.1620,   0.4097,   0.0693,   0.0670,   0.0620,   0.0209
B51173,1987,   7,   2.5699,   0.1378,   0.0504,   0.4742,   0.1059,   0.0233,   0.0215,   0.0073
B51173,1987,   8,   2.1625,   0.1853,   0.0850,   0.4236,   0.0505,   0.0196,   0.0181,   0.0061
B51173,1987,   9,   4.3510,   0.1825,   0.0837,   0.4073,   0.0402,   0.0394,   0.0365,   0.0123
B51173,1987,  10,   0.9240,   0.0580,   0.0296,   0.4175,   0.0295,   0.0084,   0.0077,   0.0026
