seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51035,1984,  40.3959,   2.1742,   1.4427,   5.7895,   0.9255,   0.4829,   0.4467,   0.1509
B51035,1985,  43.6632,   2.2821,   1.2471,   5.7451,   0.9312,   0.4875,   0.4510,   0.1524
B51035,1986,  35.4322,   2.3384,   1.3127,   5.7009,   0.9368,   0.3732,   0.3452,   0.1166
B51035,1987,  50.5343,   2.3703,   1.3119,   5.6566,   0.9425,   0.5877,   0.5436,   0.1836
B51035,1988,  31.9956,   1.9224,   1.0939,   5.6123,   0.9481,   0.3634,   0.3362,   0.1136
B51035,1989,  59.2006,   3.1890,   2.1566,   5.5680,   0.9538,   0.6976,   0.6453,   0.2180
B51035,1990,  46.3372,   2.1018,   1.6376,   5.5237,   0.9594,   0.4964,   0.4592,   0.1551
B51035,1991,  42.6703,   2.2412,   1.3343,   5.4794,   0.9651,   0.4984,   0.4611,   0.1558
B51035,1992,  50.3005,   2.3717,   1.4918,   5.4351,   0.9707,   0.6087,   0.5631,   0.1902
B51035,1993,  48.0914,   2.5468,   1.4341,   5.3908,   0.9764,   0.5211,   0.4820,   0.1629
B51035,1994,  45.9644,   2.2225,   1.7082,   5.3465,   0.9820,   0.4944,   0.4573,   0.1545
B51035,1995,  44.9439,   2.5123,   1.7353,   5.3022,   0.9877,   0.5225,   0.4833,   0.1633
B51035,1996,  57.6438,   3.1073,   2.0583,   5.2579,   0.9933,   0.6528,   0.6038,   0.2040
B51035,1997,  36.5793,   2.1788,   1.3272,   5.2136,   0.9990,   0.4276,   0.3955,   0.1336
B51035,1998,  49.6935,   2.5147,   1.7057,   5.1694,   1.0046,   0.5890,   0.5448,   0.1841
B51035,1999,  39.1073,   2.1443,   1.4080,   5.1251,   1.0103,   0.4341,   0.4016,   0.1357
B51035,2000,  36.7511,   2.2341,   1.5148,   5.0808,   1.0159,   0.4519,   0.4180,   0.1412
B51035,2001,  38.9101,   2.1120,   1.6616,   5.0365,   1.0216,   0.4744,   0.4388,   0.1482
B51035,2002,  43.1403,   1.9772,   1.3757,   4.9922,   1.0272,   0.4612,   0.4266,   0.1441
B51035,2003,  62.5570,   2.6985,   2.1745,   4.9479,   1.0329,   0.7483,   0.6921,   0.2338
B51035,2004,  47.6448,   1.9301,   1.5773,   4.9036,   1.0385,   0.5539,   0.5124,   0.1731
B51035,2005,  42.2901,   1.7988,   1.3722,   4.8593,   1.0442,   0.4631,   0.4283,   0.1447
