seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51157,1984,  44.9111,   2.7732,   1.2807,   8.0811,   1.1539,   0.4969,   0.4597,   0.1553
A51157,1985,  38.9597,   2.6303,   1.1460,   7.9300,   1.1558,   0.4270,   0.3949,   0.1334
A51157,1986,  32.9300,   2.9872,   1.3320,   7.7788,   1.1576,   0.3477,   0.3216,   0.1087
A51157,1987,  41.0295,   3.0355,   1.3832,   7.6276,   1.1595,   0.4938,   0.4567,   0.1543
A51157,1988,  30.8450,   2.4743,   1.1955,   7.4764,   1.1613,   0.3737,   0.3457,   0.1168
A51157,1989,  42.9852,   2.6532,   1.9924,   7.3252,   1.1632,   0.5490,   0.5078,   0.1716
A51157,1990,  45.0881,   2.1903,   1.5636,   7.1741,   1.1650,   0.5076,   0.4695,   0.1586
A51157,1991,  33.7065,   1.8668,   1.2160,   7.0228,   1.1669,   0.3710,   0.3432,   0.1159
A51157,1992,  45.8958,   1.9489,   1.2739,   6.8717,   1.1687,   0.5203,   0.4812,   0.1626
A51157,1993,  44.8249,   2.3408,   1.5871,   6.7205,   1.1706,   0.5075,   0.4694,   0.1586
A51157,1994,  47.4949,   2.5689,   1.8499,   6.5693,   1.1724,   0.5174,   0.4786,   0.1617
A51157,1995,  42.9225,   2.6980,   1.6197,   6.4181,   1.1743,   0.5110,   0.4726,   0.1597
A51157,1996,  61.1375,   3.6644,   1.9654,   6.2669,   1.1761,   0.6733,   0.6228,   0.2104
A51157,1997,  41.5282,   2.2889,   1.4761,   6.1157,   1.1780,   0.4532,   0.4192,   0.1416
A51157,1998,  43.0575,   2.1567,   1.5721,   5.9646,   1.1798,   0.5276,   0.4880,   0.1649
A51157,1999,  39.4760,   1.8271,   1.2224,   5.8134,   1.1816,   0.4074,   0.3768,   0.1273
A51157,2000,  40.6889,   2.0418,   1.3662,   5.6622,   1.1835,   0.4957,   0.4586,   0.1549
A51157,2001,  32.8550,   1.7763,   1.3837,   5.5110,   1.1853,   0.3906,   0.3613,   0.1221
A51157,2002,  38.6015,   2.0811,   1.7010,   5.3598,   1.1872,   0.4582,   0.4239,   0.1432
A51157,2003,  63.7583,   2.3435,   1.9809,   5.2086,   1.1890,   0.7328,   0.6778,   0.2290
A51157,2004,  43.5774,   1.6391,   1.4909,   5.0574,   1.1909,   0.5168,   0.4781,   0.1615
A51157,2005,  39.7640,   1.5518,   1.3871,   4.9063,   1.1927,   0.4484,   0.4148,   0.1401
