seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51071,1984,   1,   0.9842,   0.0608,   0.0302,   0.4918,   0.0157,   0.0089,   0.0083,   0.0028
B51071,1984,   2,   4.8242,   0.1227,   0.1115,   0.5213,   0.0222,   0.0437,   0.0404,   0.0137
B51071,1984,   3,   3.8769,   0.2860,   0.2191,   0.5202,   0.0410,   0.0351,   0.0325,   0.0110
B51071,1984,   4,   4.9151,   0.2944,   0.2285,   0.6479,   0.0539,   0.0891,   0.0824,   0.0278
B51071,1984,   5,   4.3477,   0.2089,   0.1827,   0.6826,   0.0517,   0.0788,   0.0729,   0.0246
B51071,1984,   6,   3.0063,   0.2159,   0.1734,   0.5332,   0.0576,   0.0545,   0.0504,   0.0170
B51071,1984,   7,   3.9379,   0.2596,   0.1273,   0.6924,   0.0866,   0.0357,   0.0330,   0.0112
B51071,1984,   8,   3.7418,   0.2429,   0.1144,   0.5730,   0.0441,   0.0339,   0.0314,   0.0106
B51071,1984,   9,   0.6010,   0.0352,   0.0222,   0.6251,   0.0408,   0.0054,   0.0050,   0.0017
B51071,1984,  10,   2.7932,   0.1158,   0.0661,   0.5869,   0.0237,   0.0253,   0.0234,   0.0079
B51071,1984,  11,   2.8753,   0.1162,   0.0748,   0.4529,   0.0330,   0.0261,   0.0241,   0.0081
B51071,1984,  12,   2.0913,   0.0896,   0.0559,   0.4976,   0.0129,   0.0190,   0.0175,   0.0059
B51071,1985,   1,   2.2318,   0.1070,   0.0498,   0.4839,   0.0157,   0.0202,   0.0187,   0.0063
B51071,1985,   2,   3.1948,   0.1203,   0.0462,   0.5129,   0.0222,   0.0290,   0.0268,   0.0090
B51071,1985,   3,   1.9346,   0.1574,   0.0757,   0.5119,   0.0409,   0.0175,   0.0162,   0.0055
B51071,1985,   4,   1.4495,   0.1243,   0.0876,   0.6375,   0.0539,   0.0263,   0.0243,   0.0082
B51071,1985,   5,   4.3475,   0.3945,   0.2369,   0.6716,   0.0517,   0.0788,   0.0729,   0.0246
B51071,1985,   6,   2.4723,   0.1927,   0.1104,   0.5247,   0.0575,   0.0448,   0.0415,   0.0140
B51071,1985,   7,   4.0496,   0.3389,   0.1358,   0.6812,   0.0865,   0.0367,   0.0340,   0.0115
B51071,1985,   8,   5.8934,   0.3808,   0.1381,   0.5638,   0.0440,   0.0534,   0.0494,   0.0167
B51071,1985,   9,   0.3215,   0.0267,   0.0138,   0.6151,   0.0407,   0.0029,   0.0027,   0.0009
B51071,1985,  10,   2.0052,   0.1565,   0.0685,   0.5774,   0.0237,   0.0182,   0.0168,   0.0057
B51071,1985,  11,   6.2898,   0.2239,   0.0905,   0.4457,   0.0330,   0.0570,   0.0527,   0.0178
B51071,1985,  12,   0.5903,   0.0393,   0.0175,   0.4896,   0.0129,   0.0054,   0.0049,   0.0017
B51071,1986,   1,   1.3327,   0.0898,   0.0436,   0.4760,   0.0157,   0.0121,   0.0112,   0.0038
B51071,1986,   2,   2.4745,   0.2057,   0.1184,   0.5045,   0.0221,   0.0224,   0.0207,   0.0070
B51071,1986,   3,   2.1190,   0.1442,   0.0771,   0.5035,   0.0409,   0.0192,   0.0178,   0.0060
B51071,1986,   4,   1.0744,   0.1304,   0.1079,   0.6271,   0.0538,   0.0195,   0.0180,   0.0061
B51071,1986,   5,   4.6582,   0.4243,   0.2704,   0.6607,   0.0516,   0.0845,   0.0781,   0.0264
B51071,1986,   6,   1.9922,   0.2453,   0.1443,   0.5161,   0.0574,   0.0361,   0.0334,   0.0113
