seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B37005,1984,  45.1274,   2.2020,   1.3803,   5.1721,   1.0403,   0.5495,   0.5083,   0.1717
B37005,1985,  43.2185,   2.1369,   1.1187,   5.1371,   1.0470,   0.4781,   0.4422,   0.1494
B37005,1986,  37.7001,   2.2949,   1.2052,   5.1020,   1.0536,   0.4047,   0.3744,   0.1265
B37005,1987,  48.3585,   2.2702,   1.2395,   5.0670,   1.0602,   0.5718,   0.5289,   0.1787
B37005,1988,  33.2873,   1.8877,   1.0317,   5.0320,   1.0668,   0.3813,   0.3527,   0.1192
B37005,1989,  60.1377,   2.8007,   1.8184,   4.9970,   1.0734,   0.6765,   0.6258,   0.2114
B37005,1990,  51.3509,   2.1195,   1.5329,   4.9619,   1.0801,   0.5497,   0.5085,   0.1718
B37005,1991,  43.7387,   2.1748,   1.2207,   4.9269,   1.0867,   0.5130,   0.4745,   0.1603
B37005,1992,  58.8923,   2.5189,   1.5258,   4.8919,   1.0933,   0.7231,   0.6689,   0.2260
B37005,1993,  50.2932,   2.4833,   1.3267,   4.8568,   1.0999,   0.5501,   0.5089,   0.1719
B37005,1994,  50.6495,   2.1839,   1.5517,   4.8218,   1.1066,   0.5475,   0.5064,   0.1711
B37005,1995,  51.5955,   2.4679,   1.6822,   4.7868,   1.1132,   0.6019,   0.5568,   0.1881
B37005,1996,  59.8555,   3.0415,   1.9068,   4.7517,   1.1198,   0.6537,   0.6047,   0.2043
B37005,1997,  38.8749,   2.0909,   1.2261,   4.7167,   1.1264,   0.4566,   0.4224,   0.1427
B37005,1998,  53.5063,   2.5154,   1.6017,   4.6816,   1.1330,   0.6433,   0.5951,   0.2010
B37005,1999,  42.8982,   2.2568,   1.3094,   4.6466,   1.1397,   0.4743,   0.4387,   0.1482
B37005,2000,  38.1334,   2.1983,   1.3500,   4.6116,   1.1463,   0.4585,   0.4241,   0.1433
B37005,2001,  36.9571,   1.7912,   1.3233,   4.5766,   1.1529,   0.4428,   0.4096,   0.1384
B37005,2002,  46.6694,   1.9774,   1.2794,   4.5415,   1.1595,   0.4925,   0.4556,   0.1539
B37005,2003,  64.5063,   2.7080,   2.0243,   4.5065,   1.1662,   0.7593,   0.7024,   0.2373
B37005,2004,  52.7846,   1.9774,   1.5242,   4.4714,   1.1728,   0.6103,   0.5645,   0.1907
B37005,2005,  46.7182,   2.0056,   1.4679,   4.4364,   1.1794,   0.5279,   0.4883,   0.1650
