seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A37181,1984,  44.6182,   2.2156,   1.1592,   6.0045,   0.7220,   0.5203,   0.4813,   0.1626
A37181,1985,  41.9093,   2.0526,   0.9723,   5.9430,   0.7334,   0.4488,   0.4151,   0.1402
A37181,1986,  33.3629,   2.1109,   1.2022,   5.8814,   0.7447,   0.3426,   0.3169,   0.1071
A37181,1987,  50.4522,   2.5868,   1.4347,   5.8199,   0.7561,   0.5858,   0.5419,   0.1831
A37181,1988,  35.9992,   2.1811,   1.1388,   5.7583,   0.7675,   0.4067,   0.3762,   0.1271
A37181,1989,  55.7105,   3.1830,   2.1721,   5.6968,   0.7789,   0.6519,   0.6030,   0.2037
A37181,1990,  45.1300,   2.3577,   1.7391,   5.6352,   0.7902,   0.5347,   0.4946,   0.1671
A37181,1991,  37.6838,   2.0938,   1.3861,   5.5736,   0.8016,   0.4087,   0.3780,   0.1277
A37181,1992,  43.2583,   2.0678,   1.3391,   5.5120,   0.8130,   0.4772,   0.4414,   0.1491
A37181,1993,  41.3378,   2.0869,   1.4795,   5.4505,   0.8243,   0.4847,   0.4483,   0.1515
A37181,1994,  39.9420,   2.0205,   1.3456,   5.3889,   0.8357,   0.4300,   0.3978,   0.1344
A37181,1995,  44.2933,   2.1633,   1.4784,   5.3274,   0.8471,   0.5310,   0.4911,   0.1659
A37181,1996,  47.2711,   2.2748,   1.7139,   5.2658,   0.8585,   0.5088,   0.4706,   0.1590
A37181,1997,  38.6565,   2.2203,   1.6598,   5.2042,   0.8698,   0.4530,   0.4191,   0.1416
A37181,1998,  44.0468,   2.2867,   1.4758,   5.1427,   0.8812,   0.4901,   0.4534,   0.1532
A37181,1999,  46.8181,   1.9379,   1.4019,   5.0811,   0.8926,   0.4967,   0.4594,   0.1552
A37181,2000,  40.5215,   2.3308,   1.5835,   5.0195,   0.9039,   0.4945,   0.4574,   0.1545
A37181,2001,  36.5520,   1.8391,   1.4017,   4.9580,   0.9153,   0.4315,   0.3991,   0.1348
A37181,2002,  46.4885,   2.0340,   1.4757,   4.8964,   0.9267,   0.4757,   0.4400,   0.1487
A37181,2003,  65.1339,   2.7806,   2.4407,   4.8349,   0.9381,   0.7763,   0.7180,   0.2426
A37181,2004,  45.9194,   1.9401,   1.8483,   4.7733,   0.9494,   0.5309,   0.4911,   0.1659
A37181,2005,  37.0285,   1.5378,   1.3903,   4.7117,   0.9608,   0.4026,   0.3724,   0.1258
