seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51169,1984,  47.3325,   3.0932,   1.8207,   6.2632,   0.4177,   0.5670,   0.5245,   0.1772
B51169,1985,  40.1781,   2.5698,   1.1339,   6.2090,   0.4191,   0.4584,   0.4240,   0.1432
B51169,1986,  42.0237,   2.5761,   1.1497,   6.1548,   0.4206,   0.4408,   0.4077,   0.1378
B51169,1987,  42.3659,   2.6191,   1.3020,   6.1006,   0.4221,   0.4939,   0.4569,   0.1544
B51169,1988,  37.6211,   2.1382,   1.1278,   6.0464,   0.4235,   0.4172,   0.3859,   0.1304
B51169,1989,  56.1219,   3.1202,   1.9005,   5.9921,   0.4250,   0.6617,   0.6121,   0.2068
B51169,1990,  49.0245,   2.6378,   1.6606,   5.9379,   0.4265,   0.5674,   0.5248,   0.1773
B51169,1991,  54.6354,   3.0130,   1.4045,   5.8837,   0.4279,   0.5910,   0.5467,   0.1847
B51169,1992,  43.3025,   2.6722,   1.3401,   5.8295,   0.4294,   0.4933,   0.4563,   0.1542
B51169,1993,  45.9305,   2.7032,   1.2767,   5.7753,   0.4309,   0.5097,   0.4715,   0.1593
B51169,1994,  53.7106,   2.5113,   1.5749,   5.7211,   0.4323,   0.6157,   0.5695,   0.1924
B51169,1995,  46.4787,   2.6433,   1.7221,   5.6668,   0.4338,   0.5435,   0.5027,   0.1698
B51169,1996,  51.8142,   2.8077,   1.6497,   5.6126,   0.4353,   0.5815,   0.5379,   0.1817
B51169,1997,  44.4649,   2.9732,   1.5901,   5.5584,   0.4367,   0.5162,   0.4775,   0.1613
B51169,1998,  49.0075,   2.9725,   1.9305,   5.5042,   0.4382,   0.6252,   0.5783,   0.1954
B51169,1999,  33.1176,   2.1432,   1.1586,   5.4500,   0.4397,   0.3793,   0.3508,   0.1185
B51169,2000,  39.0249,   2.7033,   1.5029,   5.3958,   0.4411,   0.4516,   0.4178,   0.1411
B51169,2001,  42.9683,   2.1525,   1.2600,   5.3416,   0.4426,   0.4934,   0.4564,   0.1542
B51169,2002,  50.9069,   2.6031,   1.6332,   5.2874,   0.4441,   0.5453,   0.5044,   0.1704
B51169,2003,  58.3961,   2.8775,   1.8867,   5.2331,   0.4455,   0.7073,   0.6542,   0.2210
B51169,2004,  53.8815,   2.1749,   1.4619,   5.1789,   0.4470,   0.6419,   0.5938,   0.2006
B51169,2005,  40.2809,   1.9861,   1.3797,   5.1247,   0.4485,   0.4645,   0.4297,   0.1452
