seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51009,1984,   1,   1.1941,   0.0675,   0.0251,   0.5155,   0.0195,   0.0108,   0.0100,   0.0034
B51009,1984,   2,   5.4647,   0.1056,   0.0616,   0.5091,   0.0259,   0.0495,   0.0458,   0.0155
B51009,1984,   3,   5.4511,   0.3423,   0.1649,   0.5478,   0.0510,   0.0494,   0.0457,   0.0154
B51009,1984,   4,   5.7948,   0.3747,   0.2251,   0.5830,   0.0583,   0.1051,   0.0972,   0.0328
B51009,1984,   5,   4.9093,   0.3054,   0.2083,   0.5592,   0.0652,   0.0890,   0.0823,   0.0278
B51009,1984,   6,   2.1797,   0.2286,   0.1424,   0.4987,   0.0689,   0.0395,   0.0366,   0.0123
B51009,1984,   7,   6.0283,   0.3516,   0.1435,   0.5765,   0.1064,   0.0546,   0.0505,   0.0171
B51009,1984,   8,  10.4520,   0.5711,   0.2319,   0.5381,   0.0893,   0.0947,   0.0876,   0.0296
B51009,1984,   9,   0.9591,   0.0437,   0.0190,   0.6070,   0.0615,   0.0087,   0.0080,   0.0027
B51009,1984,  10,   3.1587,   0.1228,   0.0532,   0.5955,   0.0334,   0.0286,   0.0265,   0.0089
B51009,1984,  11,   3.6494,   0.1249,   0.0485,   0.4330,   0.0364,   0.0331,   0.0306,   0.0103
B51009,1984,  12,   1.9910,   0.0976,   0.0380,   0.4248,   0.0112,   0.0180,   0.0167,   0.0056
B51009,1985,   1,   2.4940,   0.1290,   0.0420,   0.5091,   0.0195,   0.0226,   0.0209,   0.0071
B51009,1985,   2,   3.5274,   0.1200,   0.0391,   0.5028,   0.0259,   0.0320,   0.0296,   0.0100
B51009,1985,   3,   2.1862,   0.1617,   0.0659,   0.5411,   0.0510,   0.0198,   0.0183,   0.0062
B51009,1985,   4,   1.6579,   0.1650,   0.1085,   0.5758,   0.0583,   0.0301,   0.0278,   0.0094
B51009,1985,   5,   5.3406,   0.4291,   0.2278,   0.5523,   0.0653,   0.0968,   0.0896,   0.0303
B51009,1985,   6,   0.9705,   0.1021,   0.0586,   0.4925,   0.0689,   0.0176,   0.0163,   0.0055
B51009,1985,   7,   6.2173,   0.5367,   0.1932,   0.5694,   0.1064,   0.0564,   0.0521,   0.0176
B51009,1985,   8,   7.7700,   0.5342,   0.1841,   0.5314,   0.0893,   0.0704,   0.0651,   0.0220
B51009,1985,   9,   0.4195,   0.0316,   0.0166,   0.5995,   0.0615,   0.0038,   0.0035,   0.0012
B51009,1985,  10,   3.4121,   0.1786,   0.0683,   0.5882,   0.0334,   0.0309,   0.0286,   0.0097
B51009,1985,  11,  12.1559,   0.2272,   0.0778,   0.4277,   0.0364,   0.1102,   0.1019,   0.0344
B51009,1985,  12,   1.0859,   0.0746,   0.0276,   0.4195,   0.0112,   0.0098,   0.0091,   0.0031
B51009,1986,   1,   1.2708,   0.0879,   0.0335,   0.5027,   0.0195,   0.0115,   0.0107,   0.0036
B51009,1986,   2,   2.8720,   0.2537,   0.1073,   0.4965,   0.0259,   0.0260,   0.0241,   0.0081
B51009,1986,   3,   1.7311,   0.1264,   0.0700,   0.5343,   0.0510,   0.0157,   0.0145,   0.0049
B51009,1986,   4,   1.8005,   0.2649,   0.2388,   0.5687,   0.0583,   0.0326,   0.0302,   0.0102
B51009,1986,   5,   3.0153,   0.2736,   0.1511,   0.5454,   0.0653,   0.0547,   0.0506,   0.0171
B51009,1986,   6,   0.9047,   0.0879,   0.0584,   0.4864,   0.0690,   0.0164,   0.0152,   0.0051
B51009,1986,   7,   4.2659,   0.4304,   0.1745,   0.5622,   0.1065,   0.0387,   0.0358,   0.0121
B51009,1986,   8,   4.6961,   0.4356,   0.1623,   0.5248,   0.0894,   0.0426,   0.0394,   0.0133
B51009,1986,   9,   3.0179,   0.1535,   0.0612,   0.5920,   0.0615,   0.0274,   0.0253,   0.0085
B51009,1986,  10,   1.9727,   0.1244,   0.0495,   0.5808,   0.0334,   0.0179,   0.0165,   0.0056
B51009,1986,  11,   3.6157,   0.2260,   0.0778,   0.4223,   0.0364,   0.0328,   0.0303,   0.0102
B51009,1986,  12,   5.4393,   0.2146,   0.0546,   0.4143,   0.0112,   0.0493,   0.0456,   0.0154
