seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51003,1984,  51.1135,   2.9979,   1.4593,   6.7549,   2.0233,   0.5754,   0.5323,   0.1798
B51003,1985,  48.0474,   3.2368,   1.3187,   6.6592,   2.0218,   0.5135,   0.4750,   0.1605
B51003,1986,  37.1793,   3.3932,   1.5717,   6.5636,   2.0203,   0.3931,   0.3636,   0.1228
B51003,1987,  52.3055,   3.2728,   1.3536,   6.4679,   2.0188,   0.6287,   0.5816,   0.1965
B51003,1988,  34.2419,   2.9529,   1.4447,   6.3723,   2.0174,   0.4011,   0.3711,   0.1254
B51003,1989,  54.8643,   3.1312,   2.1364,   6.2766,   2.0159,   0.6378,   0.5900,   0.1993
B51003,1990,  51.0023,   2.8669,   1.7602,   6.1809,   2.0144,   0.5928,   0.5484,   0.1853
B51003,1991,  44.2997,   2.7941,   1.4823,   6.0853,   2.0129,   0.4678,   0.4327,   0.1462
B51003,1992,  50.4957,   3.0606,   1.5523,   5.9896,   2.0115,   0.5690,   0.5263,   0.1778
B51003,1993,  47.8365,   3.4992,   2.0287,   5.8940,   2.0100,   0.5265,   0.4870,   0.1645
B51003,1994,  48.9762,   2.8825,   1.6651,   5.7983,   2.0085,   0.4999,   0.4624,   0.1562
B51003,1995,  50.3582,   3.3474,   1.9819,   5.7027,   2.0070,   0.6225,   0.5758,   0.1945
B51003,1996,  58.6346,   3.5944,   1.8501,   5.6070,   2.0056,   0.6539,   0.6049,   0.2044
B51003,1997,  44.5124,   2.8876,   1.6952,   5.5113,   2.0041,   0.4684,   0.4333,   0.1464
B51003,1998,  50.6721,   3.0498,   1.4662,   5.4157,   2.0026,   0.6033,   0.5580,   0.1885
B51003,1999,  46.5480,   2.2569,   1.2101,   5.3200,   2.0011,   0.4696,   0.4344,   0.1468
B51003,2000,  42.1468,   2.1872,   1.0913,   5.2244,   1.9997,   0.5228,   0.4836,   0.1634
B51003,2001,  34.8059,   2.1930,   1.3223,   5.1287,   1.9982,   0.4072,   0.3767,   0.1273
B51003,2002,  40.8563,   2.5340,   1.5941,   5.0330,   1.9967,   0.4509,   0.4171,   0.1409
B51003,2003,  75.4672,   3.2507,   2.2953,   4.9374,   1.9952,   0.8633,   0.7986,   0.2698
B51003,2004,  50.1998,   2.1154,   1.4503,   4.8417,   1.9938,   0.5742,   0.5311,   0.1794
B51003,2005,  45.3564,   1.9571,   1.7766,   4.7461,   1.9923,   0.4948,   0.4576,   0.1546
