seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51171,1984,  39.4144,   2.8024,   1.4266,   6.2731,   3.4049,   0.4356,   0.4029,   0.1361
A51171,1985,  39.5536,   2.8605,   1.2923,   6.1476,   3.4007,   0.4280,   0.3959,   0.1338
A51171,1986,  30.1606,   3.1632,   1.5046,   6.0222,   3.3965,   0.3259,   0.3015,   0.1018
A51171,1987,  38.3064,   3.1234,   1.5310,   5.8967,   3.3924,   0.4650,   0.4301,   0.1453
A51171,1988,  29.2998,   2.5996,   1.3529,   5.7713,   3.3882,   0.3612,   0.3341,   0.1129
A51171,1989,  38.7120,   2.7118,   1.9222,   5.6458,   3.3841,   0.4740,   0.4384,   0.1481
A51171,1990,  39.3360,   2.1657,   1.5537,   5.5203,   3.3799,   0.4301,   0.3979,   0.1344
A51171,1991,  31.3166,   1.9535,   1.3088,   5.3949,   3.3757,   0.3490,   0.3228,   0.1091
A51171,1992,  39.9590,   2.1109,   1.4135,   5.2694,   3.3716,   0.4576,   0.4233,   0.1430
A51171,1993,  42.6027,   2.5725,   1.7645,   5.1439,   3.3674,   0.4785,   0.4426,   0.1495
A51171,1994,  43.5156,   2.6381,   1.8930,   5.0185,   3.3633,   0.4839,   0.4476,   0.1512
A51171,1995,  39.1595,   2.5819,   1.6687,   4.8930,   3.3591,   0.4587,   0.4243,   0.1433
A51171,1996,  60.5514,   3.8932,   2.2095,   4.7676,   3.3549,   0.6729,   0.6224,   0.2103
A51171,1997,  36.0040,   2.1729,   1.3820,   4.6421,   3.3508,   0.4014,   0.3713,   0.1254
A51171,1998,  37.8399,   2.1194,   1.5218,   4.5166,   3.3466,   0.4672,   0.4322,   0.1460
A51171,1999,  34.8303,   1.8001,   1.2384,   4.3912,   3.3424,   0.3611,   0.3340,   0.1128
A51171,2000,  39.3570,   2.0824,   1.4274,   4.2657,   3.3383,   0.4611,   0.4265,   0.1441
A51171,2001,  31.7399,   1.9468,   1.4904,   4.1403,   3.3341,   0.3827,   0.3540,   0.1196
A51171,2002,  40.4182,   2.3002,   1.8809,   4.0148,   3.3300,   0.4863,   0.4498,   0.1520
A51171,2003,  58.4185,   2.4160,   2.0144,   3.8893,   3.3258,   0.6742,   0.6237,   0.2107
A51171,2004,  42.1554,   1.7453,   1.6550,   3.7639,   3.3216,   0.4978,   0.4605,   0.1556
A51171,2005,  34.6051,   1.5572,   1.4493,   3.6384,   3.3175,   0.3874,   0.3584,   0.1211
