seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A51139,1984,   1,   1.2819,   0.1084,   0.0444,   0.3791,   0.1707,   0.0116,   0.0107,   0.0036
A51139,1984,   2,   5.5345,   0.1616,   0.0747,   0.4022,   0.1796,   0.0502,   0.0464,   0.0157
A51139,1984,   3,   5.5078,   0.3717,   0.1658,   0.5429,   0.2725,   0.0499,   0.0462,   0.0156
A51139,1984,   4,   4.8168,   0.3613,   0.2166,   0.6480,   0.5564,   0.0873,   0.0808,   0.0273
A51139,1984,   5,   2.3540,   0.1939,   0.1301,   0.6769,   0.5529,   0.0427,   0.0395,   0.0133
A51139,1984,   6,   1.5279,   0.1842,   0.1188,   0.6038,   0.8732,   0.0277,   0.0256,   0.0087
A51139,1984,   7,   4.3132,   0.3296,   0.1599,   0.7344,   1.1554,   0.0391,   0.0362,   0.0122
A51139,1984,   8,   5.3666,   0.4314,   0.1776,   0.6461,   0.7423,   0.0486,   0.0450,   0.0152
A51139,1984,   9,   1.5595,   0.1143,   0.0594,   0.7530,   0.4984,   0.0141,   0.0131,   0.0044
A51139,1984,  10,   2.9902,   0.1645,   0.0804,   0.5800,   0.4412,   0.0271,   0.0251,   0.0085
A51139,1984,  11,   2.9492,   0.1447,   0.0620,   0.2779,   0.4599,   0.0267,   0.0247,   0.0084
A51139,1984,  12,   1.2362,   0.0900,   0.0378,   0.4531,   0.0466,   0.0112,   0.0104,   0.0035
A51139,1985,   1,   1.8383,   0.1338,   0.0535,   0.3707,   0.1708,   0.0167,   0.0154,   0.0052
A51139,1985,   2,   3.4749,   0.1506,   0.0491,   0.3934,   0.1797,   0.0315,   0.0291,   0.0098
A51139,1985,   3,   1.5670,   0.1403,   0.0556,   0.5310,   0.2726,   0.0142,   0.0131,   0.0044
A51139,1985,   4,   0.7129,   0.0927,   0.0695,   0.6337,   0.5565,   0.0129,   0.0120,   0.0040
A51139,1985,   5,   5.5493,   0.6111,   0.3466,   0.6619,   0.5531,   0.1006,   0.0931,   0.0314
A51139,1985,   6,   1.6618,   0.1687,   0.0945,   0.5905,   0.8735,   0.0301,   0.0279,   0.0094
A51139,1985,   7,   4.3590,   0.4758,   0.2025,   0.7182,   1.1558,   0.0395,   0.0365,   0.0123
A51139,1985,   8,   3.3564,   0.3386,   0.1343,   0.6318,   0.7425,   0.0304,   0.0281,   0.0095
A51139,1985,   9,   0.6123,   0.0529,   0.0226,   0.7364,   0.4985,   0.0056,   0.0051,   0.0017
A51139,1985,  10,   4.8421,   0.2767,   0.1104,   0.5672,   0.4413,   0.0439,   0.0406,   0.0137
A51139,1985,  11,  12.5087,   0.3615,   0.1278,   0.2718,   0.4601,   0.1134,   0.1049,   0.0354
A51139,1985,  12,   0.8034,   0.0735,   0.0272,   0.4431,   0.0467,   0.0073,   0.0067,   0.0023
A51139,1986,   1,   0.9996,   0.0969,   0.0446,   0.3624,   0.1708,   0.0091,   0.0084,   0.0028
A51139,1986,   2,   2.8965,   0.3089,   0.1353,   0.3845,   0.1797,   0.0263,   0.0243,   0.0082
A51139,1986,   3,   1.7475,   0.1914,   0.0946,   0.5190,   0.2727,   0.0158,   0.0147,   0.0050
A51139,1986,   4,   1.6048,   0.2309,   0.1709,   0.6194,   0.5567,   0.0291,   0.0269,   0.0091
A51139,1986,   5,   1.8765,   0.2219,   0.1201,   0.6470,   0.5533,   0.0340,   0.0315,   0.0106
A51139,1986,   6,   1.9507,   0.2339,   0.1495,   0.5771,   0.8738,   0.0354,   0.0327,   0.0111
A51139,1986,   7,   3.5053,   0.4001,   0.1728,   0.7020,   1.1561,   0.0318,   0.0294,   0.0099
A51139,1986,   8,   3.5460,   0.4207,   0.1789,   0.6176,   0.7427,   0.0321,   0.0297,   0.0100
A51139,1986,   9,   1.3744,   0.0885,   0.0393,   0.7197,   0.4987,   0.0125,   0.0115,   0.0039
A51139,1986,  10,   1.3180,   0.1225,   0.0578,   0.5544,   0.4415,   0.0119,   0.0111,   0.0037
A51139,1986,  11,   4.8415,   0.3922,   0.1472,   0.2656,   0.4602,   0.0439,   0.0406,   0.0137
A51139,1986,  12,   3.8621,   0.2212,   0.0612,   0.4331,   0.0467,   0.0350,   0.0324,   0.0109
A51139,1987,   1,   3.9377,   0.2168,   0.0699,   0.3540,   0.1709,   0.0357,   0.0330,   0.0112
A51139,1987,   2,   1.5955,   0.0878,   0.0317,   0.3756,   0.1798,   0.0145,   0.0134,   0.0045
A51139,1987,   3,   2.0980,   0.2278,   0.1107,   0.5070,   0.2728,   0.0190,   0.0176,   0.0059
A51139,1987,   4,   6.5981,   0.4660,   0.2354,   0.6050,   0.5569,   0.1196,   0.1106,   0.0374
A51139,1987,   5,   4.1512,   0.5350,   0.3186,   0.6320,   0.5535,   0.0753,   0.0696,   0.0235
A51139,1987,   6,   2.1952,   0.2665,   0.1636,   0.5638,   0.8740,   0.0398,   0.0368,   0.0124
A51139,1987,   7,   1.6099,   0.1900,   0.0835,   0.6858,   1.1565,   0.0146,   0.0135,   0.0046
A51139,1987,   8,   1.8446,   0.2092,   0.0952,   0.6033,   0.7430,   0.0167,   0.0155,   0.0052
A51139,1987,   9,   7.5940,   0.3867,   0.1579,   0.7031,   0.4988,   0.0688,   0.0637,   0.0215
A51139,1987,  10,   1.3775,   0.1278,   0.0552,   0.5416,   0.4416,   0.0125,   0.0115,   0.0039
A51139,1987,  11,   3.0407,   0.1498,   0.0556,   0.2595,   0.4603,   0.0276,   0.0255,   0.0086
A51139,1987,  12,   2.5430,   0.1793,   0.0628,   0.4231,   0.0467,   0.0231,   0.0213,   0.0072
A51139,1988,   1,   1.9687,   0.1069,   0.0329,   0.3456,   0.1709,   0.0178,   0.0165,   0.0056
A51139,1988,   2,   1.1769,   0.0944,   0.0436,   0.3667,   0.1798,   0.0107,   0.0099,   0.0033
A51139,1988,   3,   1.3578,   0.1533,   0.0868,   0.4950,   0.2729,   0.0123,   0.0114,   0.0038
A51139,1988,   4,   2.1593,   0.2806,   0.2157,   0.5907,   0.5571,   0.0391,   0.0362,   0.0122
A51139,1988,   5,   6.8153,   0.5643,   0.3491,   0.6171,   0.5536,   0.1236,   0.1143,   0.0386
A51139,1988,   6,   1.4972,   0.1788,   0.1060,   0.5505,   0.8743,   0.0271,   0.0251,   0.0085
A51139,1988,   7,   2.9629,   0.2600,   0.1048,   0.6696,   1.1569,   0.0269,   0.0248,   0.0084
A51139,1988,   8,   3.7113,   0.3642,   0.1676,   0.5890,   0.7432,   0.0336,   0.0311,   0.0105
A51139,1988,   9,   2.7222,   0.1958,   0.0830,   0.6865,   0.4990,   0.0247,   0.0228,   0.0077
A51139,1988,  10,   0.9242,   0.0806,   0.0379,   0.5287,   0.4418,   0.0084,   0.0077,   0.0026
