seg,year,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
A24011,1984,  43.9572,   3.2458,   2.1013,   7.8871,   4.4460,   0.5264,   0.4869,   0.1645
A24011,1985,  41.1610,   2.9655,   1.7835,   7.7310,   4.4408,   0.4505,   0.4167,   0.1408
A24011,1986,  37.2748,   2.9791,   1.9037,   7.5750,   4.4356,   0.3876,   0.3585,   0.1211
A24011,1987,  35.7964,   3.0362,   1.9145,   7.4190,   4.4304,   0.4031,   0.3728,   0.1260
A24011,1988,  38.6043,   2.4045,   1.5876,   7.2629,   4.4252,   0.4228,   0.3911,   0.1321
A24011,1989,  58.9715,   4.2698,   3.1036,   7.1069,   4.4200,   0.7149,   0.6613,   0.2234
A24011,1990,  45.6915,   3.4001,   2.4473,   6.9508,   4.4148,   0.5467,   0.5057,   0.1709
A24011,1991,  40.0048,   2.9830,   2.1182,   6.7948,   4.4096,   0.4322,   0.3998,   0.1351
A24011,1992,  40.1677,   2.7044,   1.9316,   6.6388,   4.4044,   0.4335,   0.4010,   0.1355
A24011,1993,  42.1242,   3.3097,   2.4533,   6.4827,   4.3992,   0.4715,   0.4362,   0.1474
A24011,1994,  48.1860,   3.5406,   2.6590,   6.3267,   4.3940,   0.5183,   0.4794,   0.1620
A24011,1995,  41.2113,   2.6117,   2.2735,   6.1706,   4.3888,   0.4714,   0.4361,   0.1473
A24011,1996,  58.7528,   3.6474,   2.7030,   6.0146,   4.3836,   0.6860,   0.6346,   0.2144
A24011,1997,  42.9253,   2.8431,   1.8125,   5.8585,   4.3784,   0.4695,   0.4343,   0.1467
A24011,1998,  43.2835,   2.8757,   2.0627,   5.7025,   4.3732,   0.5030,   0.4653,   0.1572
A24011,1999,  48.2442,   2.3196,   1.6424,   5.5465,   4.3680,   0.4928,   0.4558,   0.1540
A24011,2000,  48.1228,   3.0122,   2.0753,   5.3904,   4.3628,   0.5548,   0.5132,   0.1734
A24011,2001,  42.0514,   2.6647,   2.2385,   5.2343,   4.3576,   0.4893,   0.4526,   0.1529
A24011,2002,  47.4775,   2.0565,   1.9063,   5.0783,   4.3524,   0.5223,   0.4831,   0.1632
A24011,2003,  62.6192,   3.1726,   2.9878,   4.9223,   4.3472,   0.7161,   0.6624,   0.2238
A24011,2004,  45.2528,   2.6179,   2.6151,   4.7662,   4.3420,   0.5210,   0.4819,   0.1628
A24011,2005,  48.2384,   2.3797,   2.5892,   4.6102,   4.3368,   0.5538,   0.5122,   0.1731
