seg,year,month,precip(in),wetno3(lb),wetnh3(lb),dryno3(lb),drynh3(lb),wetorn(lb),wetorp(lb),wetpo4(lb)
B51185,1984,   1,   2.3827,   0.1438,   0.0616,   0.5328,   0.0168,   0.0216,   0.0200,   0.0067
B51185,1984,   2,   4.1046,   0.1337,   0.0828,   0.4931,   0.0241,   0.0372,   0.0344,   0.0116
B51185,1984,   3,   3.0053,   0.2703,   0.1739,   0.5031,   0.0425,   0.0272,   0.0252,   0.0085
B51185,1984,   4,   4.1687,   0.2860,   0.1915,   0.5972,   0.0521,   0.0756,   0.0699,   0.0236
B51185,1984,   5,   7.1265,   0.3296,   0.2343,   0.5979,   0.0516,   0.1292,   0.1195,   0.0404
B51185,1984,   6,   3.6894,   0.2933,   0.1995,   0.4712,   0.0573,   0.0669,   0.0619,   0.0209
B51185,1984,   7,   4.7219,   0.3227,   0.1433,   0.5455,   0.0685,   0.0428,   0.0396,   0.0134
B51185,1984,   8,   3.4589,   0.2443,   0.1023,   0.4712,   0.0368,   0.0314,   0.0290,   0.0098
B51185,1984,   9,   1.4098,   0.0930,   0.0505,   0.4523,   0.0339,   0.0128,   0.0118,   0.0040
B51185,1984,  10,   2.5443,   0.1323,   0.0630,   0.5019,   0.0221,   0.0231,   0.0213,   0.0072
B51185,1984,  11,   4.5323,   0.1907,   0.0999,   0.4836,   0.0361,   0.0411,   0.0380,   0.0128
B51185,1984,  12,   3.3564,   0.1398,   0.0657,   0.5175,   0.0139,   0.0304,   0.0281,   0.0095
B51185,1985,   1,   2.8606,   0.1316,   0.0556,   0.5266,   0.0168,   0.0259,   0.0240,   0.0081
B51185,1985,   2,   2.9476,   0.1384,   0.0492,   0.4874,   0.0241,   0.0267,   0.0247,   0.0083
B51185,1985,   3,   1.9371,   0.1621,   0.0773,   0.4973,   0.0425,   0.0176,   0.0162,   0.0055
B51185,1985,   4,   1.7048,   0.1345,   0.1021,   0.5903,   0.0521,   0.0309,   0.0286,   0.0097
B51185,1985,   5,   5.3791,   0.4058,   0.2129,   0.5910,   0.0516,   0.0975,   0.0902,   0.0305
B51185,1985,   6,   2.7028,   0.1955,   0.1115,   0.4657,   0.0574,   0.0490,   0.0453,   0.0153
B51185,1985,   7,   5.3119,   0.4300,   0.1759,   0.5392,   0.0685,   0.0482,   0.0445,   0.0150
B51185,1985,   8,   5.6530,   0.3620,   0.1239,   0.4657,   0.0368,   0.0512,   0.0474,   0.0160
B51185,1985,   9,   0.5633,   0.0379,   0.0190,   0.4470,   0.0339,   0.0051,   0.0047,   0.0016
B51185,1985,  10,   1.9681,   0.1535,   0.0648,   0.4961,   0.0221,   0.0178,   0.0165,   0.0056
B51185,1985,  11,   8.6487,   0.2998,   0.1155,   0.4780,   0.0361,   0.0784,   0.0725,   0.0245
B51185,1985,  12,   1.7551,   0.1095,   0.0408,   0.5115,   0.0139,   0.0159,   0.0147,   0.0050
B51185,1986,   1,   1.7725,   0.1095,   0.0464,   0.5204,   0.0168,   0.0161,   0.0149,   0.0050
B51185,1986,   2,   3.6274,   0.2169,   0.0945,   0.4817,   0.0242,   0.0329,   0.0304,   0.0103
B51185,1986,   3,   1.8782,   0.1608,   0.0834,   0.4915,   0.0425,   0.0170,   0.0157,   0.0053
B51185,1986,   4,   1.6323,   0.1774,   0.1439,   0.5833,   0.0522,   0.0296,   0.0274,   0.0092
B51185,1986,   5,   5.8709,   0.5096,   0.3399,   0.5841,   0.0517,   0.1064,   0.0985,   0.0333
B51185,1986,   6,   1.4881,   0.1492,   0.0742,   0.4603,   0.0574,   0.0270,   0.0250,   0.0084
B51185,1986,   7,   4.8615,   0.3473,   0.1474,   0.5329,   0.0686,   0.0441,   0.0408,   0.0138
B51185,1986,   8,   5.2971,   0.4857,   0.1862,   0.4603,   0.0368,   0.0480,   0.0444,   0.0150
B51185,1986,   9,   4.2975,   0.2620,   0.1058,   0.4418,   0.0339,   0.0390,   0.0360,   0.0122
